event_id,timestamp,api_name,endpoint,http_method,user_id,client_type,request_size_bytes,response_size_bytes,response_time_ms,http_status_code,error_type,requests_per_minute_user,requests_per_minute_ip,concurrent_requests,cpu_usage_server_pct,memory_usage_server_pct,db_query_time_ms,rate_limit_triggered,authentication_type,retry_count
API-20250201230821-RZZ0ZI9U73,2/1/2025 23:08,Payments,/history,GET,USR-25449,web,2472,13886,2525.2,504,TIMEOUT,9,59,96,72.76,76.54,2432.02,FALSE,BASIC,0
API-20250607111416-OD33Q7ZP9X,6/7/2025 11:14,Cards,/activate,DELETE,USR-86135,mobile,4376,6008,64.28,200,NONE,30,37,70,57.95,43.81,40.41,FALSE,OAuth2,0
API-20250424143801-6BYAATDMQD,4/24/2025 14:38,Accounts,/balance,GET,USR-25302,system,3720,5242,107.4,200,NONE,18,41,70,50.14,74.99,23.63,FALSE,BASIC,0
API-20250627081340-TS2DCY4PGQ,6/27/2025 8:13,Payments,/pay,POST,USR-18465,system,2152,7904,104.37,200,NONE,1,6,85,54.24,66.26,22.6,FALSE,API_KEY,0
API-20250414150900-9J9BKCG1ML,4/14/2025 15:09,Accounts,/balance,GET,USR-29036,system,3655,3302,71.12,200,NONE,1,42,56,63.96,63.89,25.42,FALSE,JWT,0
API-20250704232750-69POVCVCMB,7/4/2025 23:27,Payments,/history,DELETE,USR-16516,web,2555,14287,56.74,200,NONE,22,60,45,37.81,71.54,1,FALSE,API_KEY,0
API-20250527101110-1XL9RKE5HH,5/27/2025 10:11,Accounts,/details,DELETE,USR-49543,mobile,3218,11027,44.26,200,NONE,19,33,85,68.49,51.1,30.56,FALSE,BASIC,0
API-20250705060736-TV70M7VAM4,7/5/2025 6:07,Auth,/refresh,DELETE,USR-64631,web,4440,4651,69.29,200,NONE,3,41,36,45.48,61.91,37.15,FALSE,OAuth2,0
API-20250531095047-RRD3UVC8J1,5/31/2025 9:50,Loans,/repay,PUT,USR-70426,system,2603,14658,118.62,429,RATE_LIMIT,594,747,711,98.42,88.73,31.06,TRUE,JWT,10
API-20250505014555-F5KK8OSFLW,5/5/2025 1:45,Auth,/logout,GET,USR-37139,system,1372,1781,2170.16,504,TIMEOUT,16,36,40,55.95,54.83,1288.16,FALSE,BASIC,0
API-20250614005903-WD3GFOP960,6/14/2025 0:59,Auth,/login,DELETE,USR-71103,web,2343,4628,78.82,429,RATE_LIMIT,277,964,948,90.54,90.8,47.79,TRUE,BASIC,10
API-20250214020706-7HCTSN2O3E,2/14/2025 2:07,Loans,/repay,GET,USR-81567,web,3652,11069,80.88,200,NONE,30,47,19,45.41,49.23,23.6,FALSE,OAuth2,0
API-20250313085550-TJG9CCY0LP,3/13/2025 8:55,Auth,/logout,PUT,USR-71520,system,4199,2122,118.76,200,NONE,8,43,59,35.51,89.57,32.17,FALSE,OAuth2,0
API-20250413195836-D0J4255UYO,4/13/2025 19:58,Auth,/refresh,PUT,USR-17187,system,2576,3630,60.49,200,NONE,8,53,87,71.44,56.39,35.53,FALSE,MFA,0
API-20250529052322-SMWF68VPBZ,5/29/2025 5:23,Cards,/block,PUT,USR-86249,system,1265,7601,61.38,200,NONE,5,19,15,46.34,55.89,16.31,FALSE,JWT,0
API-20250302223033-AJ2F3IZGZ2,3/2/2025 22:30,Loans,/status,DELETE,USR-38061,system,653,11659,65.08,200,NONE,27,47,57,37.79,64.5,30.32,FALSE,OAuth2,0
API-20250529233848-FR6RYYMCDW,5/29/2025 23:38,Payments,/pay,DELETE,USR-35312,mobile,1361,3091,91.27,200,NONE,12,20,54,46.07,77.02,30.41,FALSE,MFA,0
API-20250614234101-8VBLI7EK9S,6/14/2025 23:41,Auth,/logout,POST,USR-34196,mobile,4888,14266,28.81,200,NONE,14,32,37,54.23,54.95,21.1,FALSE,JWT,0
API-20250513184720-NF8SDN3MBR,5/13/2025 18:47,Cards,/block,DELETE,USR-62921,system,2629,10803,4425.31,504,TIMEOUT,15,32,75,54.47,60.41,1695.88,FALSE,API_KEY,0
API-20250414103402-IZAFP6ISIQ,4/14/2025 10:34,Accounts,/update,DELETE,USR-78948,mobile,2066,8848,109.19,200,NONE,1,6,56,28.41,79.4,33.55,FALSE,BASIC,0
API-20250217231050-8SJORCGHQC,2/17/2025 23:10,Cards,/block,GET,USR-75574,mobile,1022,6817,75,200,NONE,13,46,43,53.15,61.45,16.18,FALSE,OAuth2,0
API-20250301121210-5LA7UDQYHL,3/1/2025 12:12,Auth,/refresh,DELETE,USR-75554,system,1037,6970,116.74,200,NONE,13,18,14,49.83,42.57,25.24,FALSE,JWT,0
API-20250622235633-LB9C4WFWFM,6/22/2025 23:56,Accounts,/details,GET,USR-70443,system,1787,7192,2803.68,504,TIMEOUT,11,57,86,36.91,41.78,1928.34,FALSE,JWT,0
API-20250208233832-1GSR9I252C,2/8/2025 23:38,Payments,/pay,POST,USR-50109,mobile,2012,3746,109.04,200,NONE,13,17,68,52.75,65.9,37.96,FALSE,JWT,0
API-20250329214306-KR3LMINB31,3/29/2025 21:43,Accounts,/update,PUT,USR-86335,system,1385,10102,94.06,200,NONE,459,29,80,59.98,60.64,42.92,FALSE,BASIC,0
API-20250415120616-836PEJT1W3,4/15/2025 12:06,Payments,/pay,DELETE,USR-76321,web,4430,5760,51.08,200,NONE,23,29,81,37.68,48.36,13.5,FALSE,MFA,0
API-20250620140435-LM51MQ1LMB,6/20/2025 14:04,Auth,/logout,PUT,USR-73817,system,1641,8331,85.59,200,NONE,18,13,61,43.7,82.71,23.78,FALSE,OAuth2,0
API-20250706152349-7SMMF29KS2,7/6/2025 15:23,Accounts,/details,DELETE,USR-51389,web,753,14813,67.47,200,NONE,15,41,83,44.84,74.59,16.94,FALSE,BASIC,0
API-20250314103831-L6OQKY6XCR,3/14/2025 10:38,Cards,/block,GET,USR-94178,mobile,2358,9639,93.49,200,NONE,1,41,21,57.99,44.01,34.19,FALSE,OAuth2,0
API-20250217124031-Y2ONYF37PE,2/17/2025 12:40,Payments,/pay,PUT,USR-29212,web,399,12118,70.18,200,NONE,9,36,69,38.37,59.77,28.53,FALSE,JWT,0
API-20250711001103-7J25QX9SXO,7/11/2025 0:11,Auth,/logout,GET,USR-14076,web,1402,5060,60.26,200,NONE,11,30,77,55.8,62.31,36.59,FALSE,OAuth2,0
API-20250626022458-VAF1EDPCCL,6/26/2025 2:24,Accounts,/update,GET,USR-11055,web,4026,3883,97.28,200,NONE,23,50,53,50.97,65.51,41.48,FALSE,JWT,0
API-20250525224745-86DTES5OPU,5/25/2025 22:47,Auth,/login,POST,USR-52871,mobile,941,3990,56.58,429,RATE_LIMIT,948,1717,776,80.48,99.76,45.97,TRUE,API_KEY,4
API-20250626080653-PTBXEVVXMV,6/26/2025 8:06,Loans,/apply,GET,USR-16326,mobile,1427,13131,119.57,200,NONE,19,42,11,58.52,49.74,50.18,FALSE,BASIC,0
API-20250612200652-6N0HWHG1GV,6/12/2025 20:06,Auth,/logout,PUT,USR-88384,mobile,4529,13503,39.87,200,NONE,351,43,57,35.64,57.82,9.91,FALSE,OAuth2,0
API-20250225165349-EUS1DTH1BE,2/25/2025 16:53,Accounts,/balance,POST,USR-39526,system,4443,12379,105.98,200,NONE,18,46,83,66.38,75.45,31.24,FALSE,OAuth2,0
API-20250619093439-WGKMMG1VO2,6/19/2025 9:34,Cards,/limit,POST,USR-16257,mobile,737,1299,119.75,200,NONE,28,9,22,48.17,61.16,34.74,FALSE,MFA,0
API-20250514073915-9ND2NSPN3G,5/14/2025 7:39,Cards,/activate,GET,USR-95891,system,2679,9471,71.29,200,NONE,15,24,54,36.55,61.01,17.91,FALSE,OAuth2,0
API-20250531155430-4QOWKPNYLX,5/31/2025 15:54,Cards,/limit,PUT,USR-33262,web,3793,11787,42.51,200,NONE,26,58,68,61.41,39.76,27.93,FALSE,BASIC,0
API-20250530182742-WMDWXTIJX2,5/30/2025 18:27,Loans,/repay,PUT,USR-28631,system,2797,10679,97.96,200,NONE,22,60,50,58.18,48.12,14.63,FALSE,BASIC,0
API-20250316140846-YMCO8J25XT,3/16/2025 14:08,Accounts,/update,POST,USR-61932,mobile,1718,1967,93.43,200,NONE,12,20,6,33.29,28.36,42.04,FALSE,MFA,0
API-20250319192236-JCPJPETWCP,3/19/2025 19:22,Payments,/transfer,GET,USR-89410,mobile,646,4709,1892.37,200,NONE,24,48,3016,96.31,89.78,788.45,FALSE,OAuth2,0
API-20250502040814-DFLKO5PKY4,5/2/2025 4:08,Auth,/logout,DELETE,USR-30990,system,3221,5650,1877.71,200,NONE,7,34,1053,85.92,92.54,613.65,FALSE,OAuth2,0
API-20250430093156-RFNJ8EK498,4/30/2025 9:31,Cards,/limit,PUT,USR-56007,system,3858,3765,110.34,429,RATE_LIMIT,398,1004,594,92.73,82.83,42.24,TRUE,API_KEY,4
API-20250704151320-3V6DR5C2VP,7/4/2025 15:13,Loans,/repay,DELETE,USR-91820,system,1642,3213,63.18,200,NONE,708,9,69,45.07,51.71,32.53,FALSE,API_KEY,0
API-20250417033344-A8JIPVOKRB,4/17/2025 3:33,Loans,/apply,GET,USR-32716,mobile,1752,9891,63.87,200,NONE,25,6,35,24.01,48.12,27.01,FALSE,API_KEY,0
API-20250224152940-XU2V0U9U0W,2/24/2025 15:29,Payments,/pay,POST,USR-62223,system,3067,3640,54.31,429,RATE_LIMIT,343,1448,575,92.93,99.21,35.64,TRUE,API_KEY,3
API-20250330181842-QBD1053IV5,3/30/2025 18:18,Cards,/block,PUT,USR-73154,web,2862,1866,75.31,200,NONE,10,39,67,51.93,49.18,24.01,FALSE,JWT,0
API-20250322153340-MO4OFYT2CN,3/22/2025 15:33,Accounts,/balance,POST,USR-54490,web,1912,2213,43.79,200,NONE,2,36,61,55.64,60.88,13.97,FALSE,JWT,0
API-20250514000729-QP1LOY8PKH,5/14/2025 0:07,Payments,/pay,POST,USR-52366,web,2221,8417,104.94,200,NONE,17,40,18,58.14,34.52,47.53,FALSE,OAuth2,0
API-20250206042305-RJD7A69AMD,2/6/2025 4:23,Cards,/activate,DELETE,USR-52056,mobile,3318,14727,96.21,200,NONE,5,20,45,44.35,57.04,35.28,FALSE,JWT,0
API-20250203134233-DRQ1SYAWLP,2/3/2025 13:42,Auth,/refresh,GET,USR-92174,system,415,916,4532.93,504,TIMEOUT,14,43,44,50.85,59.55,1898.4,FALSE,MFA,0
API-20250612003551-K0Z7GWXP2V,6/12/2025 0:35,Accounts,/details,PUT,USR-33057,web,4841,14022,43.69,200,NONE,18,40,60,46.4,54.24,28.73,FALSE,JWT,0
API-20250504100245-PVF1DAE53M,5/4/2025 10:02,Payments,/pay,GET,USR-62868,web,1408,13692,101.01,200,NONE,25,18,36,62.19,52.06,48.78,FALSE,MFA,0
API-20250531205347-LHLA66058V,5/31/2025 20:53,Auth,/mfa,POST,USR-84448,web,3152,6362,105.14,200,NONE,25,46,78,60.53,56.74,61.96,FALSE,MFA,0
API-20250417064824-V1IU0RWNO0,4/17/2025 6:48,Cards,/activate,GET,USR-83291,mobile,550,13945,100.4,200,NONE,8,12,42,28.48,48.96,43.68,FALSE,API_KEY,0
API-20250703061359-NRWTZ8XBPJ,7/3/2025 6:13,Auth,/logout,PUT,USR-30884,system,3899,6625,74.82,200,NONE,7,7,96,77.48,48.31,35.51,FALSE,OAuth2,0
API-20250503194553-E5MZRI2V5T,5/3/2025 19:45,Payments,/pay,DELETE,USR-54986,web,2710,1489,92.81,200,NONE,18,7,87,68.15,49.12,33.65,FALSE,JWT,0
API-20250702203758-9E1YY66B6T,7/2/2025 20:37,Auth,/mfa,GET,USR-65164,system,2050,5456,73.75,200,NONE,30,21,7,39.1,50.36,29.91,FALSE,API_KEY,0
API-20250407001956-T0RFOF02HH,4/7/2025 0:19,Auth,/logout,GET,USR-47818,system,3671,5590,57.94,200,NONE,8,35,79,66.81,63.65,34.8,FALSE,MFA,0
API-20250711032753-HBJB7FRZM4,7/11/2025 3:27,Auth,/logout,POST,USR-77848,web,4020,11222,64.5,429,RATE_LIMIT,847,1384,471,84.35,75.47,24.03,TRUE,OAuth2,4
API-20250509070455-V54MXB083J,5/9/2025 7:04,Accounts,/balance,DELETE,USR-88138,web,1338,742,76.52,429,RATE_LIMIT,869,1094,387,86.59,92.15,26.14,TRUE,BASIC,9
API-20250227032415-6VCGF9BMY3,2/27/2025 3:24,Accounts,/balance,DELETE,USR-96837,mobile,2992,14760,90.7,200,NONE,6,13,8,41.26,50.44,37.91,FALSE,API_KEY,0
API-20250607024033-0WIWPRAEGM,6/7/2025 2:40,Payments,/history,PUT,USR-38729,mobile,2656,3249,83.72,200,NONE,10,31,64,59.46,52.36,12.56,FALSE,BASIC,0
API-20250403072837-GRM0XPV4IA,4/3/2025 7:28,Cards,/limit,POST,USR-39276,web,1870,2220,2193.79,504,TIMEOUT,27,25,11,39.85,42.59,2412.33,FALSE,MFA,0
API-20250222105538-B9SQVH1MX9,2/22/2025 10:55,Payments,/transfer,POST,USR-47247,mobile,3647,1711,93.14,200,NONE,9,9,95,48.39,69.92,24.71,FALSE,BASIC,0
API-20250305074917-1UGXLHK226,3/5/2025 7:49,Payments,/pay,PUT,USR-45730,web,4287,7369,54.79,200,NONE,22,58,66,63.69,52.5,24.11,FALSE,MFA,0
API-20250428184319-5DWD3ACTOL,4/28/2025 18:43,Payments,/history,DELETE,USR-58409,system,704,7615,89.27,200,NONE,5,39,43,42.51,75.4,36.46,FALSE,API_KEY,0
API-20250628005145-FL6PRB5C3H,6/28/2025 0:51,Loans,/apply,GET,USR-77311,web,1164,7826,72.04,200,NONE,5,9,18,49.42,43.3,35.56,FALSE,API_KEY,0
API-20250531213514-9C55YKQANO,5/31/2025 21:35,Payments,/transfer,GET,USR-77312,web,2557,5349,105.3,200,NONE,23,39,90,56.34,70.75,28.04,FALSE,API_KEY,0
API-20250228174957-0OLMVPXXPL,2/28/2025 17:49,Accounts,/details,POST,USR-65459,system,4318,1472,3195.73,504,TIMEOUT,3,12,24,38.14,37.67,2708.11,FALSE,JWT,0
API-20250617155657-CI2OGHB633,6/17/2025 15:56,Loans,/status,PUT,USR-19672,mobile,3991,6813,28.33,200,NONE,28,31,37,44.91,61.3,23.27,FALSE,OAuth2,0
API-20250405150808-S7GO68XLBE,4/5/2025 15:08,Payments,/transfer,GET,USR-55560,system,3351,8523,4909.24,504,TIMEOUT,12,12,24,36.38,47.39,1686.2,FALSE,API_KEY,0
API-20250318051737-4DOUL2E5PP,3/18/2025 5:17,Payments,/pay,GET,USR-57126,web,1250,12731,58.37,200,NONE,6,11,76,45.24,66.09,27.24,FALSE,OAuth2,0
API-20250607075254-QZ97YV6ZZ8,6/7/2025 7:52,Payments,/transfer,PUT,USR-38445,web,3215,3029,2576.94,504,TIMEOUT,28,27,30,40.84,66.22,1535.85,FALSE,JWT,0
API-20250406124343-MDIYC5PS4U,4/6/2025 12:43,Cards,/limit,POST,USR-32879,mobile,3457,6611,4588.51,504,TIMEOUT,21,37,9,56.21,37.1,1415.98,FALSE,OAuth2,0
API-20250426054612-6CVZA70W0W,4/26/2025 5:46,Auth,/refresh,PUT,USR-57068,web,904,14319,111.11,200,NONE,14,53,98,63.4,73.19,40.17,FALSE,BASIC,0
API-20250628100917-PQCK6DZ67W,6/28/2025 10:09,Auth,/mfa,PUT,USR-65404,web,2461,10207,85.9,200,NONE,21,35,56,62.52,45.61,29.42,FALSE,OAuth2,0
API-20250703122446-7PLRA19SSV,7/3/2025 12:24,Cards,/activate,GET,USR-98117,system,2709,12980,109.57,200,NONE,7,25,40,56.53,59.15,39.19,FALSE,API_KEY,0
API-20250331050959-407L0XRO6M,3/31/2025 5:09,Cards,/limit,PUT,USR-79375,system,4129,8975,91.94,200,NONE,7,58,62,78.56,64.47,14.18,FALSE,OAuth2,0
API-20250318174337-DKBM3GD9H4,3/18/2025 17:43,Cards,/block,PUT,USR-15301,web,2140,6815,60.69,200,NONE,22,27,91,69.47,49.64,27.64,FALSE,JWT,0
API-20250611101405-LG6ALEY3SN,6/11/2025 10:14,Accounts,/update,GET,USR-23935,web,4108,14844,85.49,200,NONE,12,35,90,79.54,61.73,22.18,FALSE,BASIC,0
API-20250629214057-06WRMBWTKV,6/29/2025 21:40,Payments,/history,DELETE,USR-34739,mobile,1061,8592,88.46,200,NONE,26,30,83,68.71,72.6,46.54,FALSE,JWT,0
API-20250518121927-SFYDGCOWE3,5/18/2025 12:19,Accounts,/details,DELETE,USR-34083,system,4013,10167,53.41,200,NONE,1,54,79,73.5,63.44,33.15,FALSE,API_KEY,0
API-20250513134021-1B6WPDZFQA,5/13/2025 13:40,Loans,/repay,POST,USR-34262,mobile,4537,4097,86.41,200,NONE,459,6,84,40.64,72.13,42.11,FALSE,API_KEY,0
API-20250614050116-4T36P4MMS4,6/14/2025 5:01,Accounts,/update,DELETE,USR-77151,mobile,1058,13317,62.41,200,NONE,14,49,99,67.47,74.03,30.48,FALSE,JWT,0
API-20250320012617-NLB8KPW3J9,3/20/2025 1:26,Accounts,/balance,POST,USR-98197,web,710,3549,64.7,200,NONE,16,43,53,74.17,54.03,20.88,FALSE,API_KEY,0
API-20250605060220-Q8HGW72GJR,6/5/2025 6:02,Payments,/transfer,GET,USR-98308,system,1820,1394,77.07,200,NONE,6,32,45,41.47,38.78,37.18,FALSE,API_KEY,0
API-20250523020706-CRTIB5BUD2,5/23/2025 2:07,Loans,/apply,GET,USR-16980,mobile,2436,6973,110.18,200,NONE,26,10,84,44.1,59.66,43.6,FALSE,OAuth2,0
API-20250220091221-HPO7X63SQH,2/20/2025 9:12,Accounts,/balance,PUT,USR-33328,mobile,4360,14150,3376.55,504,TIMEOUT,7,39,61,73.73,51.47,2824.55,FALSE,BASIC,0
API-20250622110928-KXIKZ2HF8J,6/22/2025 11:09,Cards,/limit,POST,USR-40373,system,1620,3557,49.48,200,NONE,25,53,71,65.83,67.77,14.02,FALSE,API_KEY,0
API-20250327191325-FVXH0VCTRC,3/27/2025 19:13,Cards,/limit,DELETE,USR-65305,web,1432,12485,98.87,200,NONE,10,19,7,39.71,55.01,28.27,FALSE,API_KEY,0
API-20250707215117-TGZSK7VVID,7/7/2025 21:51,Accounts,/update,DELETE,USR-26863,web,4620,10717,78.22,429,RATE_LIMIT,935,844,763,86.79,96.1,46.68,TRUE,JWT,7
API-20250619022122-VMLTR2P3ZD,6/19/2025 2:21,Auth,/mfa,PUT,USR-43487,web,2821,10119,49.89,429,RATE_LIMIT,390,705,964,87.58,82.68,25.28,TRUE,API_KEY,6
API-20250303015145-S6GHB5SKUZ,3/3/2025 1:51,Loans,/apply,DELETE,USR-24340,system,2386,8719,62.91,200,NONE,10,20,5,49.09,58.65,26.11,FALSE,API_KEY,0
API-20250711041520-ES820NA7LJ,7/11/2025 4:15,Cards,/activate,DELETE,USR-41899,system,4266,4310,58.99,200,NONE,29,42,88,71.2,68.76,22.39,FALSE,OAuth2,0
API-20250317162614-17YT7TKQT4,3/17/2025 16:26,Accounts,/details,GET,USR-62463,system,4765,1190,85.75,200,NONE,16,45,9,43.51,38.72,34.96,FALSE,BASIC,0
API-20250416110206-MZ6TIO64CQ,4/16/2025 11:02,Payments,/history,DELETE,USR-36007,system,4278,773,51.3,200,NONE,4,51,97,60.84,78.5,24.57,FALSE,JWT,0
API-20250519191007-IV1TTSWQ8Y,5/19/2025 19:10,Auth,/login,DELETE,USR-34292,mobile,3699,10264,2795.46,502,SERVICE_UNAVAILABLE,6,46,48,57.55,62.35,31.56,FALSE,MFA,0
API-20250604004907-WXQAKXHQSS,6/4/2025 0:49,Loans,/apply,POST,USR-97860,mobile,3716,1286,116.52,200,NONE,20,49,30,62.05,44.67,43.38,FALSE,API_KEY,0
API-20250521085014-KFB9IDB5E9,5/21/2025 8:50,Accounts,/balance,GET,USR-50081,system,2438,11770,70.49,200,NONE,6,11,74,67.98,65.21,29.08,FALSE,JWT,0
API-20250608232710-M8D92SAXRY,6/8/2025 23:27,Loans,/repay,PUT,USR-77295,system,945,10111,59.35,200,NONE,13,27,50,39.51,66.77,15.44,FALSE,JWT,0
API-20250223062202-Z5T2L9VHPH,2/23/2025 6:22,Cards,/activate,GET,USR-74453,system,3688,1834,104.9,200,NONE,10,12,44,50.25,79.77,44.52,FALSE,OAuth2,0
API-20250613014141-BEB73VDTU1,6/13/2025 1:41,Cards,/limit,GET,USR-91193,web,756,10586,96.85,200,NONE,2,31,90,56.61,60.51,26.48,FALSE,OAuth2,0
API-20250612053623-7B9GU1139H,6/12/2025 5:36,Accounts,/balance,PUT,USR-65368,mobile,1910,10273,56.1,200,NONE,28,36,10,64.84,44.99,10.52,FALSE,BASIC,0
API-20250327060644-R4479GQPXN,3/27/2025 6:06,Auth,/login,DELETE,USR-47661,system,2356,13422,69.74,200,NONE,10,27,100,56.88,76.67,23.19,FALSE,JWT,0
API-20250618084310-PYIGYVKVYR,6/18/2025 8:43,Auth,/refresh,DELETE,USR-16472,system,3465,703,65.6,200,NONE,17,5,27,26.82,56.53,13.31,FALSE,JWT,0
API-20250325140402-UB0RYWA3JY,3/25/2025 14:04,Loans,/status,PUT,USR-53543,mobile,4758,2974,79.09,200,NONE,20,18,85,55.06,67.75,25.24,FALSE,JWT,0
API-20250627193201-IAQDSEJE3T,6/27/2025 19:32,Auth,/login,DELETE,USR-65654,mobile,4669,6422,98.63,200,NONE,7,20,59,49.32,42.15,40.3,FALSE,OAuth2,0
API-20250411122155-9AOJ6U0OOJ,4/11/2025 12:21,Payments,/transfer,GET,USR-55946,mobile,962,10154,1463.64,200,NONE,7,14,4599,96.07,93.11,255.67,FALSE,API_KEY,0
API-20250428210035-0ENKUWO9RU,4/28/2025 21:00,Cards,/activate,DELETE,USR-75490,system,1131,2095,112.56,200,NONE,20,26,9,48.3,56.55,27.05,FALSE,BASIC,0
API-20250221225312-10PBQN0V44,2/21/2025 22:53,Loans,/status,POST,USR-34747,mobile,1561,2241,106.52,200,NONE,2,22,98,42.9,52.39,19.11,FALSE,JWT,0
API-20250504135629-X0IGEHRLUK,5/4/2025 13:56,Payments,/pay,PUT,USR-67618,mobile,1778,11753,590.3,200,NONE,24,8,1595,95.66,92.06,788.17,FALSE,OAuth2,0
API-20250607213235-SLLE6VAIG6,6/7/2025 21:32,Payments,/transfer,DELETE,USR-22468,mobile,4239,1655,79.09,200,NONE,3,33,95,41.74,49.51,26.95,FALSE,JWT,0
API-20250610144809-AM0HGJGLYF,6/10/2025 14:48,Auth,/login,DELETE,USR-55778,system,399,11660,63.19,200,NONE,9,47,11,30.35,57.89,28.41,FALSE,API_KEY,0
API-20250415082102-YIRWNNI2DV,4/15/2025 8:21,Auth,/refresh,POST,USR-69299,system,3545,3277,60.13,200,NONE,19,56,74,61.95,68.87,13.12,FALSE,MFA,0
API-20250714131618-QW3KSMGU2K,7/14/2025 13:16,Cards,/limit,PUT,USR-16256,system,4840,5751,3956.11,504,TIMEOUT,28,42,17,31.05,41.89,2063.86,FALSE,JWT,0
API-20250427114939-WLEWBFY7Z8,4/27/2025 11:49,Cards,/limit,POST,USR-34350,system,2528,1398,48.18,200,NONE,16,27,39,58.59,57.63,18.99,FALSE,BASIC,0
API-20250407224420-Z01ZYMR12Y,4/7/2025 22:44,Accounts,/details,PUT,USR-17959,system,1306,14225,2899.26,504,TIMEOUT,3,53,61,61.85,67.89,1182.47,FALSE,BASIC,0
API-20250708013956-NOQPQB5DF0,7/8/2025 1:39,Loans,/apply,DELETE,USR-92772,system,618,11368,63.66,200,NONE,21,46,40,36.26,62.68,43.59,FALSE,API_KEY,0
API-20250428063540-HW4Q5XJ7WV,4/28/2025 6:35,Loans,/status,PUT,USR-53871,system,1677,7455,2448.18,504,TIMEOUT,27,58,65,59.79,55.85,1408.88,FALSE,MFA,0
API-20250201084949-BXAJO2Z0LG,2/1/2025 8:49,Accounts,/details,PUT,USR-11056,system,4121,12130,72.13,200,NONE,6,22,77,60.28,69.14,14.5,FALSE,OAuth2,0
API-20250209002148-6H3DBKEZCC,2/9/2025 0:21,Cards,/limit,POST,USR-38122,web,4398,10989,3507.44,504,TIMEOUT,7,22,82,57.41,48.14,1590.22,FALSE,API_KEY,0
API-20250202154420-33NWB5K9U6,2/2/2025 15:44,Payments,/transfer,DELETE,USR-96906,mobile,3567,12323,91.5,200,NONE,30,9,83,72.71,63.46,24.81,FALSE,BASIC,0
API-20250311163611-P6JIJ39OWZ,3/11/2025 16:36,Payments,/pay,PUT,USR-94527,mobile,2771,5126,87.32,200,NONE,27,37,12,49.26,57.78,24.94,FALSE,API_KEY,0
API-20250511014332-0W9TPLFNH2,5/11/2025 1:43,Cards,/activate,PUT,USR-36295,mobile,1481,9579,36.81,200,NONE,24,29,9,59.72,52.13,9.78,FALSE,API_KEY,0
API-20250617174459-1HTXP2HVLK,6/17/2025 17:44,Cards,/limit,PUT,USR-43204,mobile,2832,7753,1466.21,200,NONE,11,59,1139,85.85,90.74,534.17,FALSE,API_KEY,0
API-20250611041130-CMVXD6S94Z,6/11/2025 4:11,Cards,/limit,DELETE,USR-60930,mobile,354,4918,126.1,200,NONE,29,46,54,61.97,58.8,30.67,FALSE,JWT,0
API-20250506151725-VYL3AM7K1X,5/6/2025 15:17,Auth,/logout,PUT,USR-94794,mobile,1959,11555,95.13,200,NONE,8,9,14,42.84,46.62,7.82,FALSE,MFA,0
