Event_id,Timestamp,Db_instance,Db_user,Query_type,Table_name,Rows_returned,Rows_modified,Execution_time_ms,Cpu_db_usage_percent,Memory_db_usage_percent,Lock_wait_time_ms,Deadlock_flag,Full_table_scan_flag,Index_usage_flag,Active_sessions,Connection_pool_usage_percent,Transaction_log_growth_mb,Backup_running_flag,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
DB02503,3/27/2025 12:13,DB-PAY,report_user,INSERT,customers,175,46,329.58,50.55,59.7,770,1,0,1,32,90.63,52,1,1,Deadlock,10,0.45007553805251965,0.6844480889838949,0.09281809,0.57296044,2,1,0,1
DB11576,6/24/2025 16:43,DB-CORE,report_user,UPDATE,transactions,147,55,295.83,32.18,55.17,1096,1,0,1,27,64.74,32,1,1,Deadlock,10,0.4499670205300714,0.803794901903172,0.16494069,0.38116547,2,1,1,0
DB02007,5/14/2025 14:20,DB-CORE,admin,UPDATE,loans,80,4,437.6,78.18,74.51,253,0,1,0,35,98.87,6,0,1,Mauvais Index,10,0.4421704008445491,0.7587752325133532,0.2715408,0.29619518,2,1,1,0
DB07963,3/6/2025 19:23,DB01,report_user,INSERT,fraud_alerts,12,5,208.95,30.68,51.58,1126,1,0,1,18,47.97,4,1,1,Deadlock,10,0.4386562867170296,0.7174493709819681,0.13948996,0.45902953,2,1,1,0
DB02709,3/18/2025 17:37,DB-CORE,app_user,UPDATE,customers,385,9,457.09,48.18,60.99,203,0,1,0,39,100.0,9,1,1,Mauvais Index,10,0.4324056320581833,0.6885112563353775,0.29190254,0.3168031,2,1,1,0
DB05181,3/11/2025 18:24,DB-CORE,etl_user,DELETE,transactions,92,43,288.61,36.6,41.86,848,1,0,1,26,64.44,73,1,1,Deadlock,10,0.4250949655151124,0.7389476252125965,0.094454184,0.4418831,1,1,0,0
DB06146,5/11/2025 20:21,DB02,app_user,DELETE,loans,69,28,226.32,35.96,45.58,847,1,0,1,18,51.12,55,1,1,Deadlock,10,0.4232804205911889,0.6392089730195805,0.08215804,0.54847425,2,1,0,1
DB11927,4/22/2025 8:06,DB02,etl_user,DELETE,payment_history,86,42,226.75,42.03,40.49,838,1,0,1,24,69.75,58,1,1,Deadlock,10,0.42181649649109626,0.6359318895329888,0.092551276,0.5369663,2,1,0,1
DB03804,5/1/2025 13:39,DB-CORE,etl_user,UPDATE,customers,58,1,220.29,37.11,49.2,1087,1,0,1,23,59.25,0,1,1,Deadlock,10,0.4195832974859779,0.6744396067108824,0.080194406,0.5041159,1,1,0,0
DB10580,5/24/2025 18:32,DB-CORE,etl_user,DELETE,payment_history,99,0,278.64,37.26,58.47,962,1,0,1,22,46.36,0,1,1,Deadlock,10,0.4153631003710149,0.6999825155772323,0.1576531,0.3884537,2,1,1,0
DB12323,2/2/2025 7:17,DB01,app_user,DELETE,audit_logs,73,21,870.12,65.01,71.4,172,0,1,0,34,97.5,32,1,1,Mauvais Index,10,0.4144409622775205,0.7702256965716743,0.12314908,0.3499481,1,1,0,0
DB08119,6/26/2025 11:23,DB-PAY,admin,DELETE,cards,74,19,293.4,49.14,44.85,999,1,0,1,28,71.31,33,1,1,Deadlock,10,0.412194094671096,0.6230935725965667,0.10449181,0.5089969,1,1,0,0
DB12761,4/28/2025 1:42,DB01,report_user,INSERT,loans,150,3,380.96,72.55,70.82,180,0,1,0,36,100.0,1,1,1,Mauvais Index,10,0.40957110183785234,0.7362552898332438,0.13501754,0.35744047,2,1,1,0
DB09277,6/27/2025 1:20,DB02,app_user,SELECT,audit_logs,28,5,144.79,46.16,42.85,863,1,0,1,23,65.61,3,1,1,Deadlock,10,0.40506145718271497,0.591796923058479,0.10403084,0.5193566,1,1,0,0
DB05272,6/20/2025 5:02,DB-CORE,app_user,INSERT,payment_history,128,24,294.42,44.06,58.34,1189,1,0,1,25,58.54,18,1,1,Deadlock,10,0.39759541951032,0.6288744405630685,0.099655144,0.46425667,1,1,0,0
DB05104,4/13/2025 18:03,DB-CORE,admin,INSERT,audit_logs,65,31,272.62,49.07,49.42,1065,1,0,1,36,93.99,50,1,1,Deadlock,10,0.397364439057937,0.7841536149013958,0.13343501,0.2745047,2,1,1,0
DB04266,3/29/2025 1:21,DB02,report_user,INSERT,audit_logs,69,7,176.74,45.16,48.33,926,1,0,1,25,71.73,11,1,1,Deadlock,10,0.390630817494237,0.6096093388838875,0.032086328,0.5301968,2,1,0,1
DB11897,3/17/2025 16:44,DB-PAY,etl_user,INSERT,payment_history,127,33,214.4,42.96,51.12,891,1,0,1,26,58.52,59,1,1,Deadlock,10,0.38999454400757355,0.506691089922768,0.07372619,0.58956635,2,1,0,1
DB12227,2/10/2025 0:25,DB-PAY,report_user,DELETE,cards,485,37,362.16,58.19,54.5,204,0,1,0,35,100.0,42,1,1,Mauvais Index,10,0.38945841320729374,0.6629440122358834,0.087735556,0.41769567,1,1,0,0
DB08583,7/14/2025 11:21,DB-PAY,app_user,UPDATE,fraud_alerts,129,9,311.32,45.17,63.03,944,1,0,1,32,68.18,7,1,1,Deadlock,10,0.388819020615596,0.6254988510208678,0.13361837,0.40733984,2,1,1,0
DB05205,6/9/2025 20:55,DB-PAY,admin,UPDATE,fraud_alerts,110,27,166.53,48.58,49.88,541,1,0,1,30,65.11,48,1,1,Deadlock,10,0.3866958874693938,0.49811424560291406,0.07694292,0.5850305,2,1,0,1
DB13499,4/3/2025 14:11,DB02,admin,SELECT,audit_logs,385,26,249.79,47.07,44.71,207,0,1,0,41,100.0,40,0,1,Mauvais Index,10,0.3865869262861405,0.6394761708519441,0.2196963,0.3005883,2,1,1,0
DB08435,6/9/2025 13:39,DB-CORE,etl_user,UPDATE,audit_logs,142,32,185.19,39.67,53.81,1175,1,0,1,25,58.57,47,1,1,Deadlock,10,0.3823762589340694,0.6679969664351009,0.083230816,0.395901,1,1,0,0
DB02762,4/14/2025 0:05,DB-PAY,admin,DELETE,audit_logs,132,29,483.65,60.01,66.07,206,0,1,0,38,97.66,37,0,1,Mauvais Index,10,0.3810147372137506,0.6059498272094127,0.08120167,0.4558927,1,1,0,0
DB02008,3/8/2025 11:26,DB-CORE,admin,SELECT,transactions,91,24,339.57,68.92,64.21,204,0,1,0,38,100.0,39,0,1,Mauvais Index,10,0.3792030802187945,0.64039209956456,0.11930763,0.3779095,1,1,0,0
DB10966,5/21/2025 1:43,DB-PAY,report_user,DELETE,transactions,118,42,183.26,36.26,45.51,512,1,0,1,30,64.5,62,1,1,Deadlock,10,0.3780969739695607,0.6127861621201689,0.109941185,0.41156358,1,1,0,0
DB00846,3/27/2025 22:02,DB02,etl_user,UPDATE,accounts,66,7,290.38,45.57,44.18,1037,1,0,1,26,72.48,11,1,1,Deadlock,10,0.3747040017459314,0.7211304557363751,0.11985746,0.2831241,1,1,0,0
DB02146,5/2/2025 5:19,DB01,admin,UPDATE,fraud_alerts,98,6,306.69,48.25,56.9,971,1,0,1,33,74.6,10,1,1,Deadlock,10,0.3738936310464247,0.6605130211872171,0.12586275,0.33530512,1,1,0,0
DB10172,3/23/2025 18:45,DB-CORE,admin,UPDATE,fraud_alerts,130,0,255.42,54.54,50.27,616,1,0,1,34,99.37,0,0,1,Deadlock,10,0.3727998497418987,0.654683824578651,0.10101014,0.3627056,1,1,0,0
DB13303,6/16/2025 12:04,DB01,etl_user,INSERT,transactions,91,15,312.84,44.91,55.36,759,1,0,1,38,100.0,8,0,1,Deadlock,10,0.37261269246157386,0.633665159482252,0.07176048,0.41241243,1,1,0,0
DB11609,3/19/2025 20:36,DB01,admin,UPDATE,payment_history,126,47,270.19,42.91,54.52,1190,1,0,1,26,65.83,93,1,1,Deadlock,10,0.3722351802084128,0.7484482341090679,0.074177645,0.29407966,1,1,0,0
DB12108,4/16/2025 3:35,DB01,app_user,DELETE,fraud_alerts,106,35,226.29,56.01,44.23,594,1,0,1,28,70.72,53,1,1,Deadlock,10,0.3722074248100314,0.5286259815707784,0.05138843,0.53660786,2,1,0,1
DB06110,4/13/2025 15:26,DB02,admin,UPDATE,fraud_alerts,61,1,235.18,36.83,57.01,1008,1,0,1,22,65.56,1,1,1,Deadlock,10,0.36987123209785827,0.6984672492310824,0.14444168,0.26670477,2,1,1,0
DB10980,5/20/2025 0:09,DB-PAY,app_user,SELECT,payment_history,119,31,267.27,35.18,49.46,1108,1,0,1,22,60.62,24,1,1,Deadlock,10,0.3673566674982311,0.6130942764266732,0.049749963,0.43922576,1,1,0,0
DB04339,6/4/2025 1:42,DB01,app_user,SELECT,audit_logs,90,43,225.02,45.66,52.06,788,1,0,1,28,77.97,23,1,1,Deadlock,10,0.3672110401946124,0.5056997949951341,0.07737935,0.518554,1,1,0,0
DB07933,4/25/2025 1:42,DB-CORE,admin,INSERT,accounts,122,14,196.62,39.83,50.36,1007,1,0,1,23,60.66,19,1,1,Deadlock,10,0.3655664305097326,0.6512307763714983,0.047524393,0.39794412,1,1,0,0
DB05215,5/22/2025 13:54,DB02,report_user,SELECT,payment_history,96,35,286.24,55.93,49.44,1060,1,0,1,27,58.69,53,1,1,Deadlock,10,0.36549025409139874,0.7053467037593627,0.060875375,0.33024868,1,1,0,0
DB04677,5/3/2025 15:24,DB-CORE,etl_user,UPDATE,payment_history,1,0,165.47,45.25,55.39,518,1,0,1,21,48.53,0,1,1,Deadlock,10,0.3654870052247805,0.5730920982687363,0.07605105,0.44731787,1,1,0,0
DB03144,5/2/2025 7:52,DB01,etl_user,INSERT,fraud_alerts,28,6,177.8,46.71,49.4,934,1,0,1,33,95.99,4,0,1,Deadlock,10,0.3648625427995145,0.558556110267049,0.035433922,0.5005976,1,1,0,0
DB08118,2/22/2025 4:32,DB01,etl_user,SELECT,audit_logs,123,32,188.21,48.57,47.75,1096,1,0,1,26,55.65,35,1,1,Deadlock,10,0.36093660922868825,0.5563435251123837,0.03397443,0.49249187,1,1,0,0
DB00046,4/26/2025 0:22,DB-PAY,etl_user,UPDATE,customers,107,50,241.41,37.98,52.38,699,1,0,1,23,49.27,77,1,1,Deadlock,10,0.36049977174025133,0.6150410616583036,0.04681649,0.41964176,1,1,0,0
DB05027,2/20/2025 17:54,DB02,etl_user,DELETE,cards,113,35,230.96,28.81,43.65,753,1,0,1,18,42.9,23,1,1,Deadlock,10,0.35960178327477266,0.6718164459441986,0.13395627,0.27303264,2,1,1,0
DB12417,7/9/2025 18:07,DB-CORE,admin,DELETE,cards,35,17,243.21,52.62,53.27,741,1,0,1,36,74.01,15,1,1,Deadlock,10,0.3571124794688654,0.6675219752212859,0.1522577,0.25155777,2,1,1,0
DB12289,4/5/2025 0:28,DB-CORE,admin,INSERT,audit_logs,49,3,210.15,36.53,48.53,381,1,0,1,21,49.08,5,1,1,Deadlock,10,0.35577696411492893,0.5748427167142174,0.036389947,0.45609823,1,1,0,0
DB02304,4/29/2025 9:58,DB02,app_user,INSERT,accounts,76,24,163.14,50.87,44.95,1130,1,0,1,26,68.3,24,1,1,Deadlock,10,0.35549090326094346,0.6503626300473128,0.041658055,0.37445202,1,1,0,0
DB13094,5/27/2025 8:40,DB02,report_user,UPDATE,accounts,144,32,238.32,47.75,42.86,480,1,0,1,29,83.38,32,1,1,Deadlock,10,0.35471622395089947,0.6337765305510665,0.062193982,0.36817816,1,1,0,0
DB09444,6/4/2025 22:52,DB-PAY,etl_user,INSERT,fraud_alerts,60,15,199.71,39.7,47.67,669,1,0,1,17,49.32,16,1,1,Deadlock,10,0.3546126692824303,0.5152483163275536,0.062439516,0.48615018,1,1,0,0
DB02760,6/19/2025 11:19,DB01,admin,DELETE,cards,117,47,261.89,35.21,55.71,957,1,0,1,24,50.04,27,1,1,Deadlock,10,0.35385766381152695,0.6617179588713713,0.1009091,0.29894593,1,1,0,0
DB01204,4/30/2025 3:07,DB01,report_user,UPDATE,transactions,127,18,218.67,42.93,43.92,1125,1,0,1,19,46.59,18,1,1,Deadlock,10,0.35316311009968504,0.7010222058965321,0.08111548,0.27735165,1,1,0,0
DB12874,3/2/2025 21:04,DB01,app_user,SELECT,audit_logs,125,56,254.8,47.51,49.03,1026,1,0,1,25,69.28,109,1,1,Deadlock,10,0.3528854882791264,0.6948993350787828,0.05108827,0.31266886,1,1,0,0
DB04974,6/17/2025 13:54,DB-PAY,etl_user,SELECT,cards,93,11,223.26,46.5,38.24,531,1,0,1,23,57.99,15,1,1,Deadlock,10,0.3524200864083711,0.4859826817951034,0.022537488,0.5487401,2,1,0,1
DB06932,4/15/2025 17:11,DB02,admin,DELETE,payment_history,335,3,390.95,46.37,60.77,171,0,1,0,32,95.27,5,0,1,Mauvais Index,10,0.35187761439657556,0.6160891414814097,0.037802435,0.40174127,1,1,0,0
DB06777,2/2/2025 8:42,DB01,etl_user,SELECT,transactions,59,19,204.5,39.74,56.35,1155,1,0,1,23,59.96,20,1,1,Deadlock,10,0.3515215144840709,0.6022509601079915,0.05487586,0.39743772,1,1,0,0
DB12307,5/30/2025 11:07,DB01,report_user,INSERT,customers,136,19,244.2,45.95,46.18,682,1,0,1,25,51.39,15,1,1,Deadlock,10,0.35058670100491574,0.5068510392880835,0.04164255,0.5032665,1,1,0,0
DB08301,5/30/2025 14:31,DB02,app_user,INSERT,accounts,178,65,139.95,42.21,45.11,616,1,0,1,16,36.96,68,1,1,Deadlock,10,0.350501434702762,0.7350545613440516,0.03686313,0.2795866,1,1,0,0
DB05312,4/16/2025 8:44,DB-PAY,admin,UPDATE,loans,135,53,192.7,47.19,45.03,608,1,0,1,23,52.95,76,1,1,Deadlock,10,0.34838945593752185,0.5908662207817351,0.05084808,0.40345407,1,1,0,0
DB13023,6/26/2025 7:49,DB-CORE,etl_user,SELECT,customers,168,61,230.91,60.27,54.58,692,1,0,1,33,71.23,121,1,1,Deadlock,10,0.3479780659966691,0.7377908247390459,0.080940306,0.22520307,1,1,0,0
DB05744,3/28/2025 23:05,DB-CORE,report_user,SELECT,transactions,29,1,103.73,36.85,53.66,497,1,0,1,16,38.83,1,1,1,Deadlock,10,0.34723817650796196,0.6788106365299588,0.11093345,0.25197044,1,1,0,0
DB07165,2/1/2025 7:38,DB02,app_user,SELECT,transactions,161,30,731.69,58.21,60.27,175,0,1,0,32,95.72,43,0,1,Mauvais Index,10,0.34693662525339225,0.5806388095356015,0.07368743,0.38648364,1,1,0,0
DB10321,6/5/2025 12:42,DB-CORE,app_user,DELETE,payment_history,69,23,206.2,47.99,55.61,629,1,0,1,34,99.09,33,0,1,Deadlock,10,0.34650527557972,0.5877640432489791,0.06572451,0.38602728,1,1,0,0
DB06959,2/14/2025 15:00,DB-PAY,report_user,SELECT,customers,183,51,199.09,46.07,50.94,956,1,0,1,20,53.52,54,1,1,Deadlock,10,0.3461988797306699,0.626613994842673,0.044158477,0.36782417,1,1,0,0
DB07515,2/4/2025 3:06,DB01,admin,SELECT,accounts,73,13,226.25,39.17,48.97,848,1,0,1,26,55.9,18,1,1,Deadlock,10,0.3452840801654374,0.5930472035938845,0.03534408,0.40746096,1,1,0,0
DB03679,2/28/2025 3:48,DB-CORE,report_user,SELECT,payment_history,122,29,372.84,71.7,57.6,251,0,1,0,39,99.07,28,1,1,Mauvais Index,10,0.34494046635230796,0.7069927160978442,0.118578635,0.20925005,1,1,0,0
DB05969,3/8/2025 3:53,DB-CORE,app_user,SELECT,customers,105,49,210.61,46.66,59.96,732,1,0,1,32,74.05,48,1,1,Deadlock,10,0.34460163190090287,0.5856789447106012,0.035326414,0.41279954,1,1,0,0
DB11797,5/2/2025 18:19,DB-PAY,etl_user,SELECT,audit_logs,79,26,241.04,45.41,62.69,376,1,0,1,31,75.25,43,1,1,Deadlock,10,0.34391960344419953,0.48457449202853664,0.07974854,0.46743578,1,1,0,0
DB13305,3/11/2025 14:57,DB01,report_user,UPDATE,cards,102,31,546.27,61.31,54.85,200,0,1,0,40,100.0,20,0,1,Mauvais Index,10,0.3438834852177113,0.5854780841464429,0.116257235,0.32991514,1,1,0,0
DB01622,2/27/2025 19:48,DB-PAY,etl_user,DELETE,payment_history,185,30,278.56,52.53,58.68,566,1,0,1,33,73.87,55,1,1,Deadlock,10,0.34352333227070114,0.5986808129928095,0.103103705,0.32878548,1,1,0,0
DB08869,4/13/2025 8:38,DB02,admin,INSERT,cards,35,5,277.8,52.27,49.86,584,1,0,1,28,79.85,6,1,1,Deadlock,10,0.3433811247525105,0.5661318690113691,0.14977805,0.31423345,2,1,1,0
DB09606,5/10/2025 19:55,DB02,report_user,DELETE,accounts,115,6,197.1,38.97,52.82,802,1,0,1,25,68.15,3,1,1,Deadlock,10,0.34338097769894177,0.6514826453887812,0.035492655,0.34316763,1,1,0,0
DB11668,2/1/2025 14:29,DB-CORE,report_user,DELETE,audit_logs,117,7,196.49,38.01,47.68,440,1,0,1,16,38.22,4,1,1,Deadlock,10,0.343012766187617,0.664722945228901,0.0980015,0.26631385,1,1,0,0
DB02606,5/31/2025 1:58,DB01,app_user,INSERT,payment_history,150,5,318.57,46.27,47.35,1299,1,0,1,29,79.97,3,1,1,Deadlock,10,0.3414527703413343,0.6540845719245004,0.13286607,0.23740767,2,1,1,0
DB13061,3/19/2025 0:54,DB-PAY,etl_user,UPDATE,transactions,1,0,177.59,51.26,51.97,887,1,0,1,28,66.19,0,1,1,Deadlock,10,0.3404025855735295,0.60771556141238,0.06786569,0.3456265,1,1,0,0
DB07670,6/6/2025 23:11,DB-CORE,etl_user,INSERT,payment_history,174,25,299.8,56.13,44.71,898,1,0,1,35,83.37,32,1,1,Deadlock,10,0.34039832446281554,0.6595584316046371,0.0687369,0.29289964,1,1,0,0
DB08826,7/7/2025 6:35,DB02,etl_user,UPDATE,cards,103,50,236.17,48.35,55.23,682,1,0,1,29,72.66,64,1,1,Deadlock,10,0.3402405722654202,0.6148848831553276,0.027765675,0.37807116,1,1,0,0
DB12111,4/4/2025 14:37,DB01,report_user,DELETE,customers,69,3,158.3,45.9,51.05,740,1,0,1,23,67.69,5,1,1,Deadlock,10,0.33967918469834807,0.527497822473302,0.058608428,0.4329313,1,1,0,0
DB07597,3/25/2025 7:07,DB-CORE,etl_user,UPDATE,payment_history,56,5,270.08,48.64,49.82,1013,1,0,1,29,83.68,5,1,1,Deadlock,10,0.339156299036843,0.668752671635456,0.03765657,0.31105965,1,1,0,0
DB13169,5/2/2025 8:30,DB01,admin,DELETE,transactions,45,15,284.86,45.62,46.27,660,1,0,1,26,57.04,14,1,1,Deadlock,10,0.33903773209884996,0.5724348673652182,0.0798816,0.36479673,1,1,0,0
DB03592,2/19/2025 21:04,DB-PAY,admin,UPDATE,audit_logs,113,52,234.71,43.89,55.17,958,1,0,1,26,56.72,55,1,1,Deadlock,10,0.33796432227180323,0.6599884289588308,0.0972737,0.25663084,1,1,0,0
DB03867,6/13/2025 15:28,DB01,admin,INSERT,cards,162,8,202.43,50.07,46.72,806,1,0,1,22,64.9,12,1,1,Deadlock,10,0.3378045539613333,0.515671824829509,0.045297433,0.4524444,1,1,0,0
DB05699,2/16/2025 0:35,DB-CORE,report_user,SELECT,transactions,92,23,179.89,48.29,43.71,790,1,0,1,29,76.29,16,1,1,Deadlock,10,0.3359137017403599,0.5968255218489634,0.05541548,0.3555001,1,1,0,0
DB09226,7/12/2025 17:34,DB-PAY,app_user,INSERT,accounts,550,25,140.58,51.91,52.06,199,0,1,0,35,100.0,23,0,1,Mauvais Index,10,0.3326734279157157,0.555603869128655,0.22380176,0.21861465,2,1,1,0
DB11522,4/23/2025 8:13,DB-CORE,report_user,SELECT,fraud_alerts,102,36,217.32,29.93,41.48,843,1,0,1,21,43.94,44,1,1,Deadlock,10,0.330114837551615,0.7012349324360532,0.08752174,0.20158784,1,1,0,0
DB04801,6/23/2025 22:26,DB-CORE,etl_user,DELETE,cards,124,6,200.25,39.88,34.14,426,1,0,1,17,37.15,6,1,1,Deadlock,10,0.33000002852127175,0.6756480872942573,0.06584888,0.24850312,1,1,0,0
DB02646,5/31/2025 15:33,DB-PAY,admin,DELETE,fraud_alerts,131,8,172.86,36.1,45.34,924,1,0,1,22,57.71,4,1,1,Deadlock,10,0.32835052633756373,0.5859080061159722,0.05285537,0.3462882,1,1,0,0
DB08515,3/20/2025 14:51,DB02,admin,INSERT,accounts,115,10,298.85,42.25,45.39,1110,1,0,1,23,60.3,18,1,1,Deadlock,10,0.3276654702372484,0.7064415207347668,0.09694826,0.17960663,1,1,0,0
DB03310,7/11/2025 13:19,DB02,app_user,UPDATE,accounts,64,1,250.6,39.79,48.51,945,1,0,1,26,60.23,1,1,1,Deadlock,10,0.3276522811859135,0.6969589983252538,0.10552082,0.18047702,1,1,0,0
DB13055,3/18/2025 22:54,DB02,report_user,DELETE,cards,125,29,614.31,60.61,61.1,195,0,1,0,36,98.32,37,0,1,Mauvais Index,10,0.32717737569307903,0.6072649363844281,0.08444452,0.28982267,1,1,0,0
DB00211,2/12/2025 15:52,DB-PAY,report_user,INSERT,transactions,33,8,202.64,40.62,49.45,794,1,0,1,27,55.67,12,1,1,Deadlock,10,0.3270458937471277,0.5671305949345727,0.060875375,0.3531317,1,1,0,0
DB10215,7/6/2025 19:29,DB-PAY,etl_user,SELECT,fraud_alerts,55,2,351.32,44.81,57.53,632,1,0,1,32,95.6,3,0,1,Deadlock,10,0.32648938630820007,0.5518507431388107,0.06548284,0.36213458,1,1,0,0
DB07812,6/7/2025 9:04,DB02,report_user,UPDATE,accounts,127,43,183.55,37.91,37.67,648,1,0,1,18,49.56,76,1,1,Deadlock,10,0.3259545998335372,0.7628004808904202,0.04365608,0.17140724,1,1,0,0
DB04600,2/6/2025 21:01,DB02,admin,DELETE,transactions,1,0,261.2,44.59,51.13,359,1,0,1,27,78.49,0,1,1,Deadlock,10,0.3250345186897115,0.6227974657738197,0.09911891,0.25318718,1,1,0,0
DB02810,6/30/2025 15:04,DB-CORE,admin,SELECT,payment_history,1,0,269.79,44.09,58.81,823,1,0,1,33,95.68,0,0,1,Deadlock,10,0.3248475845088453,0.7052445129841242,0.062340006,0.20695823,1,1,0,0
DB03672,3/14/2025 4:07,DB-PAY,app_user,SELECT,cards,143,47,257.11,55.39,45.78,579,1,0,1,32,76.71,85,1,1,Deadlock,10,0.3247670818302752,0.5899457302492027,0.08222404,0.30213147,1,1,0,0
DB07096,4/12/2025 21:54,DB-PAY,admin,DELETE,audit_logs,149,35,215.43,48.5,43.97,486,1,0,1,24,54.14,64,1,1,Deadlock,10,0.32472232729426026,0.5632660090992152,0.07161697,0.339284,1,1,0,0
DB07520,3/18/2025 22:48,DB-PAY,admin,INSERT,loans,91,23,190.89,40.49,50.37,974,1,0,1,20,54.45,24,1,1,Deadlock,10,0.3246737386036293,0.5462433480466533,0.029539865,0.398238,1,1,0,0
DB10245,2/26/2025 2:53,DB-PAY,admin,UPDATE,fraud_alerts,83,2,270.21,40.51,44.48,964,1,0,1,27,67.9,1,1,1,Deadlock,10,0.3244039874117721,0.6223183753613082,0.07438815,0.27650544,1,1,0,0
DB04834,4/7/2025 1:29,DB01,etl_user,UPDATE,customers,93,28,227.62,42.63,47.75,926,1,0,1,24,64.07,48,1,1,Deadlock,10,0.32415961110709407,0.5463598671292751,0.048644867,0.3774741,1,1,0,0
DB04707,3/11/2025 15:31,DB-CORE,app_user,DELETE,loans,18,7,226.34,41.36,45.59,955,1,0,1,26,77.13,7,1,1,Deadlock,10,0.3238417400750572,0.6189516764381691,0.0659112,0.28666234,1,1,0,0
DB00515,6/21/2025 15:51,DB01,admin,SELECT,accounts,101,26,180.04,49.7,56.85,604,1,0,1,31,68.08,35,1,1,Deadlock,10,0.32246001428993337,0.5534969677517352,0.061224982,0.3526581,1,1,0,0
DB06878,6/12/2025 15:35,DB01,admin,SELECT,accounts,112,52,318.88,43.18,43.56,1074,1,0,1,27,76.71,37,1,1,Deadlock,10,0.32170950339175153,0.7187271257024076,0.08387765,0.16252373,1,1,0,0
DB02015,7/14/2025 2:37,DB01,admin,SELECT,customers,104,19,239.38,46.26,53.88,903,1,0,1,26,77.5,20,1,1,Deadlock,10,0.31717891398581216,0.5257656023953066,0.04238137,0.38338977,1,1,0,0
DB01753,2/26/2025 9:41,DB-PAY,app_user,UPDATE,payment_history,98,44,313.93,56.96,48.71,693,1,0,1,28,65.19,30,1,1,Deadlock,10,0.3145659232155207,0.5539688882278571,0.055299915,0.33442897,1,1,0,0
DB10496,2/5/2025 0:47,DB02,admin,SELECT,audit_logs,162,36,155.99,42.05,48.3,772,1,0,1,22,62.94,23,1,1,Deadlock,10,0.31411113420042885,0.5536091276679485,0.04940296,0.33932132,1,1,0,0
DB06033,4/22/2025 10:31,DB02,app_user,UPDATE,payment_history,138,32,225.6,49.2,35.11,1030,1,0,1,25,61.9,26,1,1,Deadlock,10,0.31391153983248277,0.6691655517212451,0.06336237,0.2092067,1,1,0,0
