Event_id,Timestamp,Db_instance,Db_user,Query_type,Table_name,Rows_returned,Rows_modified,Execution_time_ms,Cpu_db_usage_percent,Memory_db_usage_percent,Lock_wait_time_ms,Deadlock_flag,Full_table_scan_flag,Index_usage_flag,Active_sessions,Connection_pool_usage_percent,Transaction_log_growth_mb,Backup_running_flag,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
DB00011,2/16/2025 11:36,DB01,etl_user,UPDATE,customers,95,35,104.92,36.28,45.05,627,0,0,1,27,47.5,61,0,0,Normal,0,0.27463630353852736,0.2576339174939582,0.04895281,0.5173222,0,0,0,0
DB00012,3/8/2025 12:48,DB-CORE,app_user,INSERT,payment_history,91,45,113.32,51.27,55.31,169,0,0,1,29,62.82,65,0,0,Normal,0,0.13511012630146466,0.16647429053430918,0.042979,0.19587709,0,0,0,0
DB00013,3/27/2025 0:37,DB01,etl_user,UPDATE,transactions,60,9,124.98,42.75,55.07,186,0,0,1,29,58.17,9,0,0,Normal,0,0.13222948129369477,0.12442062543015657,0.016351998,0.25591582,0,0,0,0
DB00014,3/4/2025 3:42,DB-PAY,app_user,UPDATE,payment_history,85,36,80.75,30.44,49.83,120,0,0,1,22,60.61,60,1,0,Normal,0,0.18163712346781224,0.3031164135554114,0.013102202,0.22869276,0,0,0,0
DB00015,7/4/2025 23:03,DB01,report_user,SELECT,cards,32,6,42.54,33.92,49.42,254,0,0,1,22,49.72,6,0,0,Normal,0,0.15674154262688408,0.22295999306281356,0.019595962,0.22766867,0,0,0,0
DB00016,7/3/2025 16:16,DB02,app_user,SELECT,transactions,95,9,82.49,41.39,40.76,158,0,0,1,20,43.65,11,0,0,Normal,0,0.1497478649067711,0.1931769631945584,0.026441362,0.22962527,0,0,0,0
DB00017,3/29/2025 0:32,DB-CORE,etl_user,SELECT,payment_history,34,3,129.95,49.18,46.98,255,0,0,1,29,72.84,4,0,0,Normal,0,0.13042757296408877,0.1410888221888442,0.0075276075,0.24266629,0,0,0,0
DB00018,2/21/2025 4:07,DB-PAY,etl_user,SELECT,loans,100,39,128.29,42.63,55.32,288,0,0,1,27,66.81,30,0,0,Normal,0,0.0861498276873443,0.06100378311694072,0.020268196,0.1771775,0,0,0,0
DB00019,5/22/2025 1:40,DB01,report_user,INSERT,cards,93,45,112.47,43.46,43.76,143,0,0,1,26,59.54,79,0,0,Normal,0,0.09912641258671034,0.13281183612746444,0.01605097,0.14851643,0,0,0,0
DB00020,5/22/2025 6:30,DB01,report_user,SELECT,fraud_alerts,775,60,321.56,42.53,45.23,131,0,1,0,24,50.49,92,0,1,Mauvais Index,7,0.23308222538089327,0.547036932285296,0.06451288,0.087696865,1,1,0,0
DB00021,4/3/2025 16:23,DB-PAY,etl_user,INSERT,loans,67,18,382.2,63.02,65.77,163,0,1,0,22,46.27,18,0,0,Normal,0,0.16783587615142195,0.3655270816519835,0.041680735,0.09629981,0,0,0,0
DB00022,3/18/2025 5:58,DB-PAY,etl_user,UPDATE,cards,54,26,127.13,53.69,52.09,192,0,0,1,32,72.55,38,1,0,Normal,0,0.12027771944976316,0.21038524210978943,0.020597007,0.12985091,0,0,0,0
DB00023,6/22/2025 21:20,DB-PAY,etl_user,INSERT,payment_history,143,28,117.13,44.68,46.4,167,0,0,1,23,61.89,37,0,0,Normal,0,0.08119954681283348,0.01886713971230725,0.0053335237,0.21939798,0,0,0,0
DB00024,5/30/2025 14:38,DB02,app_user,SELECT,audit_logs,191,19,125.5,47.07,46.94,119,0,0,1,23,51.76,21,0,0,Normal,0,0.16001506896186582,0.1149830632319663,0.046855833,0.3182063,0,0,0,0
DB00025,3/16/2025 2:18,DB-PAY,report_user,SELECT,fraud_alerts,19,1,112.3,41.21,50.23,156,0,0,1,21,48.28,1,0,0,Normal,0,0.13127706158125627,0.1350999983538457,0.008808345,0.24992284,0,0,0,0
DB00026,2/15/2025 19:54,DB-CORE,etl_user,DELETE,fraud_alerts,83,0,101.62,51.43,51.62,127,0,0,1,24,49.14,0,0,0,Normal,0,0.1283117186854353,0.16572559865715222,0.024634471,0.19457509,0,0,0,0
DB00027,7/3/2025 15:34,DB02,etl_user,SELECT,customers,82,24,745.43,66.55,61.81,206,0,1,0,22,49.65,27,0,1,Mauvais Index,7,0.27714024684180055,0.4768413886829982,0.10148733,0.25309202,1,1,0,0
DB00028,2/8/2025 3:37,DB01,etl_user,DELETE,payment_history,47,15,103.9,38.79,45.02,221,0,0,1,25,59.03,17,1,0,Normal,0,0.15417714093343307,0.19578499493646295,0.03534868,0.23139775,0,0,0,0
DB00029,2/8/2025 13:13,DB01,admin,UPDATE,fraud_alerts,148,55,125.38,37.91,47.31,174,0,0,1,29,78.57,100,0,0,Normal,0,0.18866353301168814,0.2495186907935541,0.05837593,0.25809598,0,0,0,0
DB00030,4/3/2025 14:50,DB-CORE,report_user,SELECT,accounts,625,34,286.45,43.9,52.49,123,0,1,0,21,55.81,34,0,1,Mauvais Index,7,0.32130145274135197,0.49657135062017205,0.059427787,0.40790522,1,1,0,0
DB00031,5/24/2025 21:59,DB02,etl_user,UPDATE,payment_history,10,1,124.62,44.32,56.82,200,0,0,1,29,63.54,1,1,0,Normal,0,0.2670586535256913,0.27148832497650693,0.021119647,0.508568,0,0,0,0
DB00032,2/19/2025 22:39,DB01,app_user,SELECT,customers,755,11,365.44,51.0,50.12,185,0,1,0,23,50.08,5,0,0,Normal,0,0.2598633332025478,0.3750037850354522,0.031669576,0.37291664,0,0,0,0
DB00033,2/24/2025 2:06,DB-CORE,admin,INSERT,payment_history,71,20,83.26,58.78,41.12,170,0,0,1,31,70.98,32,0,0,Normal,0,0.23313482693317378,0.23674923454173932,0.055806726,0.40684852,0,0,0,0
DB00034,5/11/2025 20:25,DB-PAY,report_user,UPDATE,transactions,29,3,73.31,36.02,52.55,118,0,0,1,22,49.69,5,0,0,Normal,0,0.19338531949254456,0.2586569795946056,0.018432815,0.30306616,0,0,0,0
DB00035,3/15/2025 14:47,DB01,app_user,UPDATE,accounts,19,3,126.44,41.78,52.2,139,0,0,1,25,56.39,3,0,0,Normal,0,0.15193629670004236,0.1446048962432202,0.018817462,0.29238653,0,0,0,0
DB00036,4/3/2025 21:24,DB02,report_user,INSERT,fraud_alerts,67,22,95.8,44.95,43.91,103,0,0,1,19,56.73,31,0,0,Normal,0,0.15170478402854262,0.1322365091526883,0.018033642,0.3048442,0,0,0,0
DB00037,6/25/2025 19:02,DB-PAY,report_user,UPDATE,cards,94,42,99.92,57.75,47.94,298,0,0,1,37,81.33,24,1,0,Normal,0,0.23848746472774507,0.3492503390961456,0.04561548,0.32059658,0,0,0,0
DB00038,6/5/2025 22:30,DB-PAY,app_user,SELECT,audit_logs,67,32,158.27,47.85,47.6,201,0,0,1,36,100.0,40,0,0,Normal,0,0.18885889746849427,0.2592951870889869,0.016522419,0.2907591,0,0,0,0
DB00039,6/24/2025 11:34,DB02,etl_user,SELECT,cards,141,65,91.63,53.51,49.22,216,0,0,1,25,64.25,37,1,0,Normal,0,0.21031378536708625,0.2509155902426682,0.012395284,0.36763048,0,0,0,0
DB00040,3/1/2025 3:19,DB01,admin,SELECT,fraud_alerts,96,12,117.1,41.3,54.9,175,0,0,1,24,49.96,9,1,0,Normal,0,0.1817455875840973,0.16023822701489665,0.019746488,0.36525205,0,0,0,0
DB00041,4/24/2025 15:33,DB-CORE,admin,INSERT,fraud_alerts,73,9,89.11,38.54,39.12,177,0,0,1,26,54.41,15,0,0,Normal,0,0.1314642255068629,0.16253451244855197,0.041112497,0.19074567,0,0,0,0
DB00042,3/14/2025 20:48,DB-CORE,etl_user,DELETE,customers,1060,27,383.31,72.64,66.64,141,0,0,1,25,63.18,35,1,1,Comportement anormal,2,0.2966489079981915,0.5908042254715775,0.054325704,0.2448168,1,1,0,0
DB00043,7/6/2025 16:39,DB02,report_user,DELETE,accounts,149,69,99.91,41.67,46.2,232,0,0,1,17,35.71,55,0,0,Normal,0,0.25221804162367784,0.4038767145724476,0.056511957,0.29626545,0,0,0,0
DB00044,4/22/2025 23:41,DB-CORE,admin,INSERT,accounts,108,49,88.23,48.09,56.15,228,0,0,1,26,55.72,79,0,0,Normal,0,0.2344002663780149,0.286357371788888,0.022226019,0.3946174,0,0,0,0
DB00045,4/2/2025 0:57,DB-CORE,report_user,DELETE,cards,90,11,142.06,47.64,45.55,149,0,0,1,25,55.61,10,0,0,Normal,0,0.17935746539024522,0.11632305207514797,0.01954036,0.40220898,0,0,0,0
DB00046,4/26/2025 0:22,DB-PAY,etl_user,UPDATE,customers,107,50,241.41,37.98,52.38,699,1,0,1,23,49.27,77,1,1,Deadlock,10,0.36049977174025133,0.6150410616583036,0.04681649,0.41964176,1,1,0,0
DB00047,5/9/2025 4:03,DB01,report_user,SELECT,transactions,105,10,118.69,46.29,45.77,125,0,0,1,24,61.43,12,0,0,Normal,0,0.18410021859250922,0.09687997450210026,0.014548101,0.44087258,0,0,0,0
DB00048,6/1/2025 15:35,DB01,report_user,INSERT,fraud_alerts,124,31,112.24,53.01,46.51,159,0,0,1,27,56.82,55,0,0,Normal,0,0.13658830316340723,0.0880765349857747,0.02245309,0.29923528,0,0,0,0
DB00049,3/26/2025 6:52,DB-PAY,admin,DELETE,customers,235,67,181.01,51.45,61.05,907,1,0,1,26,61.63,100,0,1,Deadlock,9,0.3915755490847462,0.6635185749495129,0.14473899,0.3664691,2,1,1,0
DB00050,5/23/2025 1:14,DB-CORE,etl_user,SELECT,loans,105,6,117.61,47.59,47.59,215,0,0,1,30,85.95,7,0,0,Normal,0,0.17623146129429276,0.12204686188041972,0.015864272,0.39078325,0,0,0,0
DB00051,6/20/2025 8:31,DB01,report_user,UPDATE,cards,64,27,457.79,58.47,61.11,253,0,1,0,27,70.88,29,0,0,Normal,0,0.23347768969516666,0.3847618998864505,0.01491096,0.3007602,0,0,0,0
DB00052,5/14/2025 9:21,DB-PAY,report_user,DELETE,transactions,10,0,494.18,61.57,70.77,232,0,0,1,29,76.43,0,0,1,Comportement anormal,0,0.366281505906848,0.48923466051896775,0.21196334,0.39764652,2,1,1,0
DB00053,5/2/2025 17:22,DB-PAY,report_user,DELETE,payment_history,179,34,159.28,49.49,59.86,166,0,0,1,31,71.08,20,0,0,Normal,0,0.18556813319650042,0.1639843484797104,0.1086138,0.28410625,0,0,0,0
DB00054,3/13/2025 22:17,DB01,app_user,INSERT,loans,152,5,119.91,49.63,53.46,218,0,0,1,32,90.39,8,0,0,Normal,0,0.11631328281830332,0.1353010054177219,0.012102664,0.20153618,0,0,0,0
DB00055,2/4/2025 11:35,DB02,app_user,SELECT,payment_history,165,0,138.59,46.06,52.42,237,0,0,1,20,42.82,0,1,1,Comportement anormal,2,0.22232438608660518,0.27630354418320113,0.24743429,0.14323533,1,0,1,0
DB00056,3/10/2025 1:59,DB-PAY,report_user,SELECT,audit_logs,49,13,109.5,44.61,45.6,131,0,0,1,19,45.05,8,0,0,Normal,0,0.11082216550761248,0.1627087494314845,0.013779023,0.15597872,0,0,0,0
DB00057,3/7/2025 0:15,DB02,admin,UPDATE,cards,118,34,109.06,45.23,52.52,254,0,0,1,22,56.44,61,0,0,Normal,0,0.16976145870050877,0.1675033820140687,0.025732819,0.31604818,0,0,0,0
DB00058,5/11/2025 23:16,DB02,etl_user,SELECT,loans,112,40,130.24,42.86,47.35,116,0,0,1,23,53.01,64,0,0,Normal,0,0.1469892434960914,0.11044146610388528,0.023880782,0.30664548,0,0,0,0
DB00059,6/21/2025 0:09,DB02,etl_user,INSERT,transactions,820,18,496.64,53.9,81.77,180,0,0,1,23,63.64,27,0,1,Comportement anormal,0,0.27463137923146497,0.5003779103894594,0.09956946,0.22394677,1,1,0,0
DB00060,5/16/2025 22:10,DB02,report_user,SELECT,customers,57,25,135.72,38.86,40.94,145,0,0,1,22,55.62,30,0,0,Normal,0,0.13168610066576195,0.15910318658958056,0.02401745,0.21193767,0,0,0,0
DB00061,4/13/2025 4:57,DB-CORE,etl_user,SELECT,cards,1,0,73.31,61.72,49.03,126,0,0,1,23,56.12,0,0,0,Normal,0,0.13819848916516417,0.22071707014994962,0.044024676,0.14985372,0,0,0,0
DB00062,2/22/2025 15:24,DB02,admin,UPDATE,fraud_alerts,165,21,77.65,52.04,52.2,228,0,0,1,29,83.51,17,1,0,Normal,0,0.17202868241140123,0.26385896811094506,0.04477523,0.20745185,0,0,0,0
DB00063,2/21/2025 20:58,DB-PAY,app_user,SELECT,fraud_alerts,147,10,96.84,32.38,46.52,631,0,0,1,36,82.63,9,0,0,Normal,0,0.21338458794430967,0.24690267259109244,0.025613397,0.3676377,0,0,0,0
DB00064,7/7/2025 2:07,DB02,etl_user,INSERT,transactions,111,40,489.54,55.88,60.57,168,0,1,0,21,58.3,65,0,0,Normal,0,0.25187321174209165,0.4091570166666761,0.037418615,0.309044,0,0,0,0
DB00065,4/3/2025 13:50,DB02,app_user,SELECT,cards,114,38,76.68,40.32,51.0,226,0,0,1,21,46.67,48,0,0,Normal,0,0.16370055190788013,0.13209337702591126,0.020289328,0.33871895,0,0,0,0
DB00066,3/7/2025 15:12,DB-CORE,etl_user,DELETE,customers,1,0,58.8,40.64,37.22,192,0,0,1,22,56.07,0,0,0,Normal,0,0.18251745640239733,0.2586890753806119,0.053548656,0.23531464,0,0,0,0
DB00067,5/27/2025 8:41,DB01,app_user,UPDATE,cards,1,0,204.56,46.08,46.39,898,1,0,1,25,62.31,0,0,1,Deadlock,9,0.2921832055388747,0.5329847560938772,0.06476896,0.2787959,1,1,0,0
DB00068,3/28/2025 6:21,DB02,app_user,INSERT,fraud_alerts,150,6,102.83,43.08,47.57,150,0,0,1,29,77.18,4,0,0,Normal,0,0.14129274267559078,0.09084001343264661,0.012150232,0.32088798,0,0,0,0
DB00069,4/5/2025 1:36,DB01,report_user,UPDATE,transactions,10,0,304.03,78.17,68.68,203,0,0,1,30,69.85,0,0,1,Comportement anormal,0,0.43798387031572733,0.5305641287808918,0.4357308,0.3476567,2,1,1,0
DB00070,4/1/2025 0:47,DB-CORE,admin,SELECT,transactions,91,25,132.62,42.7,49.02,166,0,0,1,28,72.59,44,0,0,Normal,0,0.16507428964821416,0.14805134440505258,0.025096366,0.32207516,0,0,0,0
DB00071,3/10/2025 13:17,DB02,app_user,INSERT,customers,228,85,109.27,53.7,49.83,136,0,0,1,27,79.42,164,1,1,Comportement anormal,2,0.32069368468307546,0.5264791788632599,0.09641759,0.33918428,1,1,0,0
DB00072,5/24/2025 4:31,DB01,etl_user,DELETE,customers,75,29,215.9,40.15,53.15,1195,1,0,1,28,71.32,30,0,1,Deadlock,9,0.36428362894668326,0.5261701052967948,0.06466054,0.50202024,1,1,0,0
DB00073,2/25/2025 19:03,DB01,admin,DELETE,loans,77,34,83.42,46.53,56.65,227,0,0,1,29,66.72,30,0,0,Normal,0,0.20877415394497914,0.11977407949307577,0.024537332,0.48201105,0,0,0,0
DB00074,2/2/2025 1:28,DB01,app_user,SELECT,audit_logs,130,4,80.08,45.54,50.03,265,0,0,1,27,62.71,2,0,0,Normal,0,0.12954636387262033,0.06589862621525781,0.024951309,0.29778916,0,0,0,0
DB00075,4/18/2025 3:18,DB-CORE,admin,INSERT,transactions,197,74,69.86,43.92,40.2,103,0,0,1,20,49.15,95,0,1,Comportement anormal,0,0.2845160521006336,0.4682057259785383,0.06066681,0.32467562,1,1,0,0
DB00076,5/6/2025 6:44,DB-CORE,admin,INSERT,loans,88,36,100.35,47.74,51.23,158,0,0,1,25,64.88,42,0,0,Normal,0,0.10796330971891381,0.0928293124847024,0.027026556,0.20403406,0,0,0,0
DB00077,7/5/2025 7:24,DB-CORE,app_user,DELETE,transactions,175,31,131.1,45.2,41.82,231,0,0,1,29,62.61,37,0,0,Normal,0,0.12412193977179771,0.18903490717240112,0.021997962,0.16133295,0,0,0,0
DB00078,6/10/2025 14:42,DB01,admin,UPDATE,transactions,109,42,106.44,35.81,45.19,227,0,0,1,23,53.68,50,0,0,Normal,0,0.12758339277338138,0.2133284663835511,0.027503544,0.14191817,0,0,0,0
DB00079,4/27/2025 9:13,DB01,report_user,DELETE,accounts,112,26,106.49,58.99,32.35,170,0,0,1,20,47.04,17,0,0,Normal,0,0.22109164510378831,0.33777916324763274,0.06361126,0.2618845,0,0,0,0
DB00080,3/20/2025 14:27,DB01,admin,SELECT,loans,150,29,531.44,60.06,68.6,167,0,1,0,23,48.94,37,1,1,Mauvais Index,9,0.3403212897677838,0.5133316137491521,0.14847136,0.3591609,2,1,1,0
DB00081,5/22/2025 21:53,DB02,etl_user,INSERT,payment_history,1030,32,319.26,58.25,72.59,176,0,0,1,27,73.14,45,0,1,Comportement anormal,0,0.31620664315781427,0.45310744769458267,0.016817238,0.47869524,1,1,0,0
DB00082,2/24/2025 19:56,DB-PAY,report_user,SELECT,fraud_alerts,23,4,121.86,46.3,43.51,194,0,0,1,27,78.38,4,0,1,Comportement anormal,0,0.23045136904884664,0.11950190275666968,0.009447691,0.5624045,1,0,0,1
DB00083,3/13/2025 13:01,DB01,report_user,SELECT,payment_history,66,18,107.68,47.64,49.38,147,0,0,1,26,75.15,19,0,0,Normal,0,0.12004373895552867,0.07595234613648397,0.0038597463,0.28031912,0,0,0,0
DB00084,6/15/2025 17:25,DB-PAY,admin,UPDATE,fraud_alerts,68,30,141.25,51.43,50.7,364,0,0,1,36,100.0,32,0,0,Normal,0,0.16561811038105106,0.28793523067976284,0.044474103,0.164445,0,0,0,0
DB00085,5/25/2025 10:19,DB-CORE,etl_user,INSERT,fraud_alerts,50,14,74.6,37.96,45.56,167,0,0,1,20,41.69,14,0,0,Normal,0,0.14298867859180028,0.14722076215551066,0.022979517,0.25876576,0,0,0,0
DB00086,5/23/2025 13:15,DB02,admin,DELETE,customers,23,7,95.47,43.62,51.4,197,0,0,1,26,56.49,6,1,0,Normal,0,0.15753979985928757,0.23929519221234982,0.024897598,0.20842661,0,0,0,0
DB00087,3/18/2025 17:14,DB-PAY,app_user,INSERT,transactions,57,8,99.83,49.75,52.78,162,0,0,1,32,93.4,11,0,0,Normal,0,0.2001572985906189,0.20227352215611497,0.011890121,0.38630825,0,0,0,0
DB00088,3/31/2025 6:55,DB02,app_user,UPDATE,transactions,103,35,94.1,44.61,47.0,112,0,0,1,21,48.44,25,1,0,Normal,0,0.240068240433558,0.2718911237109428,0.029508565,0.41880503,0,0,0,0
DB00089,5/1/2025 6:17,DB01,admin,UPDATE,payment_history,117,50,135.68,50.64,58.75,212,0,0,1,28,69.57,85,1,0,Normal,0,0.235205676175568,0.32204718259696213,0.028845677,0.35472417,0,0,0,0
DB00090,2/15/2025 0:59,DB-CORE,report_user,UPDATE,audit_logs,36,4,90.64,46.56,40.02,142,0,0,1,24,71.63,6,0,0,Normal,0,0.17945357653655192,0.2512367812740082,0.029541314,0.25758263,0,0,0,0
DB00091,4/29/2025 13:07,DB02,etl_user,INSERT,transactions,93,28,111.2,40.07,45.37,149,0,0,1,25,71.93,25,1,0,Normal,0,0.19344817481581975,0.19969891498668807,0.011637158,0.36900845,0,0,0,0
DB00092,4/29/2025 5:25,DB-PAY,admin,INSERT,transactions,340,29,257.98,50.22,44.86,167,0,1,0,24,68.71,55,0,0,Normal,0,0.2934552828028811,0.4061244203314223,0.04575994,0.4284815,0,0,0,0
DB00093,2/28/2025 11:32,DB-PAY,admin,SELECT,accounts,127,41,108.15,40.41,57.18,323,0,0,1,24,57.55,53,0,1,Comportement anormal,0,0.25539311465619585,0.1956728084981018,0.03920325,0.5313033,1,0,0,1
DB00094,6/30/2025 0:08,DB02,etl_user,INSERT,accounts,126,9,191.93,47.54,45.15,685,1,0,1,25,50.17,7,0,1,Deadlock,9,0.2983779045782586,0.49006051803889866,0.045474976,0.35959822,1,1,0,0
DB00095,5/17/2025 17:36,DB-PAY,admin,DELETE,transactions,115,12,112.31,40.51,44.0,296,0,0,1,30,63.42,12,1,0,Normal,0,0.19293144101386991,0.2730976717020788,0.016221896,0.28947476,0,0,0,0
DB00096,2/23/2025 16:38,DB02,etl_user,UPDATE,payment_history,99,39,143.15,54.9,55.94,195,0,0,1,31,80.15,47,0,0,Normal,0,0.21229592603515346,0.1915938989690172,0.009004837,0.43628904,0,0,0,0
DB00097,3/24/2025 22:56,DB-PAY,etl_user,DELETE,accounts,93,35,101.23,46.08,51.88,202,0,0,1,24,67.07,65,0,0,Normal,0,0.21901190897808906,0.16214915911812888,0.0066995826,0.488187,0,0,0,0
DB00098,2/18/2025 3:54,DB02,etl_user,SELECT,loans,118,27,104.27,49.31,54.34,164,0,0,1,29,74.89,39,1,0,Normal,0,0.20699736399192448,0.16775924295898786,0.009962136,0.4432707,0,0,0,0
DB00099,2/15/2025 5:59,DB02,report_user,SELECT,transactions,97,32,805.98,47.39,59.98,130,0,1,0,24,64.05,43,0,1,Mauvais Index,7,0.30555306347844363,0.4871957778226542,0.04697385,0.38248956,1,1,0,0
DB00100,4/13/2025 23:13,DB-CORE,report_user,SELECT,fraud_alerts,84,25,114.05,35.38,48.24,705,0,0,1,42,64.56,34,1,1,Comportement anormal,2,0.3152038470655818,0.472918690219563,0.03469089,0.43800196,1,1,0,0
DB00101,4/18/2025 13:02,DB-CORE,app_user,INSERT,audit_logs,149,43,87.89,41.18,46.7,131,0,0,1,22,58.84,70,1,0,Normal,0,0.19597664641285015,0.2587208574099562,0.018385045,0.31082404,0,0,0,0
DB00102,2/21/2025 12:27,DB-PAY,etl_user,DELETE,fraud_alerts,123,25,94.99,34.64,49.98,191,0,0,1,22,63.98,45,0,0,Normal,0,0.10145637294060052,0.09209674113708914,0.022133114,0.19013926,0,0,0,0
DB00103,3/19/2025 1:52,DB01,admin,INSERT,customers,840,12,443.99,62.67,76.98,131,0,0,1,23,49.72,12,1,1,Comportement anormal,2,0.34254703179723234,0.5903034584440652,0.18614644,0.2511912,2,1,1,0
DB00104,6/5/2025 12:23,DB-PAY,report_user,DELETE,audit_logs,101,15,97.15,30.36,50.6,157,0,0,1,26,67.73,24,0,0,Normal,0,0.17722120519000695,0.15063632497246285,0.019434819,0.36159247,0,0,0,0
DB00105,2/16/2025 3:20,DB01,app_user,INSERT,accounts,52,17,103.96,33.48,46.07,279,0,0,1,29,62.71,18,0,0,Normal,0,0.19526658499001848,0.17057208195356688,0.013294241,0.40193343,0,0,0,0
DB00106,5/6/2025 9:47,DB02,etl_user,INSERT,loans,19,0,123.78,42.91,51.36,183,0,0,1,30,63.37,0,1,0,Normal,0,0.17457236970695944,0.20909276605347077,0.012338702,0.30228564,0,0,0,0
DB00107,6/21/2025 15:10,DB01,admin,DELETE,fraud_alerts,143,57,204.62,37.99,50.6,988,1,0,1,24,67.42,91,0,1,Deadlock,9,0.3423158441863419,0.637600053811658,0.0663812,0.32296628,1,1,0,0
DB00108,7/14/2025 18:32,DB-PAY,app_user,SELECT,customers,130,46,143.52,48.57,49.34,168,0,0,1,25,53.15,53,0,0,Normal,0,0.12141346995451836,0.044628577364051014,0.021146432,0.2984654,0,0,0,0
DB00109,4/26/2025 2:59,DB-PAY,app_user,SELECT,payment_history,78,3,89.16,48.77,47.73,200,0,0,1,27,68.15,2,0,0,Normal,0,0.11186671920147155,0.06918631341387668,0.011466271,0.25494757,0,0,0,0
DB00110,2/21/2025 22:43,DB01,etl_user,UPDATE,fraud_alerts,67,2,115.09,48.75,56.92,201,0,0,1,26,71.99,1,0,0,Normal,0,0.09325987344165405,0.08595984228491073,0.02381474,0.17000504,0,0,0,0
DB00111,4/10/2025 4:48,DB-PAY,report_user,UPDATE,cards,149,46,114.78,51.89,44.02,296,0,0,1,25,60.44,77,0,0,Normal,0,0.12175739392709477,0.220860526638381,0.022933142,0.12147851,0,0,0,0
DB00112,2/18/2025 22:11,DB02,etl_user,INSERT,loans,128,23,133.05,46.4,45.58,115,0,0,1,21,56.92,29,0,0,Normal,0,0.06554631959210058,0.0649069326612419,0.020174908,0.11155712,0,0,0,0
DB00113,3/12/2025 15:51,DB01,admin,UPDATE,loans,218,61,317.54,62.24,63.82,162,0,1,0,25,67.87,103,1,1,Mauvais Index,9,0.29370947468963676,0.6142708521690193,0.10587957,0.160978,1,1,0,0
DB00114,2/25/2025 23:58,DB01,admin,SELECT,payment_history,110,25,109.01,49.91,50.26,123,0,0,1,24,52.47,22,0,0,Normal,0,0.11135518811252991,0.07799476048670048,0.038497936,0.21757287,0,0,0,0
DB00115,7/9/2025 10:19,DB02,admin,SELECT,loans,58,23,94.74,50.43,51.67,143,0,0,1,26,71.51,45,0,0,Normal,0,0.1339162344698009,0.11288102677878646,0.030586714,0.25828096,0,0,0,0
DB00116,6/23/2025 5:39,DB01,app_user,INSERT,loans,90,38,103.8,45.05,54.22,157,0,0,1,26,52.65,56,0,0,Normal,0,0.06594744730885117,0.05784207683489587,0.020924244,0.11907602,0,0,0,0
