event_id,timestamp,api_name,endpoint,http_method,user_id,client_type,request_size_bytes,response_size_bytes,response_time_ms,http_status_code,error_type,requests_per_minute_user,requests_per_minute_ip,concurrent_requests,cpu_usage_server_pct,memory_usage_server_pct,db_query_time_ms,rate_limit_triggered,authentication_type,retry_count,hour,day_of_week,is_weekend,is_night,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
API-20250413055500-7X4IWDFQXJ,2025-04-13 05:55:00,Auth,/mfa,DELETE,USR-26778,web,4902,7335,102.81,429,RATE_LIMIT,776,887,910,96.07,98.7,29.99,True,MFA,9,5,6,1,1,1,Abuse API,10,0.4496445266061954,0.91617221427081,0.02693888,0.4058225,2,1,0,1
API-20250401201134-QNZ6ILMP5F,2025-04-01 20:11:00,Auth,/mfa,PUT,USR-12257,mobile,4538,6778,87.29,429,RATE_LIMIT,593,1894,680,85.16,83.97,22.02,True,MFA,10,20,1,0,0,1,Abuse API,10,0.4494671609594219,0.7998012581002097,0.017702488,0.53089774,2,1,0,1
API-20250524231049-A9RMDPUIFO,2025-05-24 23:10:00,Payments,/transfer,GET,USR-45979,mobile,854,12268,56.78,429,RATE_LIMIT,864,1116,917,80.63,76.8,18.96,True,API_KEY,10,23,5,1,1,1,Abuse API,10,0.4484119207546387,0.9696798707202895,0.04341455,0.33214134,2,1,1,0
API-20250323235939-I3CZQDB6TY,2025-03-23 23:59:00,Payments,/pay,POST,USR-83311,mobile,4503,1264,109.6,429,RATE_LIMIT,551,1084,305,96.18,81.43,23.03,True,MFA,5,23,6,1,1,1,Abuse API,10,0.44829820059634456,0.9151386607556703,0.07077779,0.35897815,3,1,1,1
API-20250518232446-PPQT6VFI56,2025-05-18 23:24:00,Accounts,/balance,DELETE,USR-28156,system,4644,8136,88.03,429,RATE_LIMIT,268,1865,333,87.45,85.79,46.61,True,MFA,10,23,6,1,1,1,Abuse API,10,0.44779086340096325,0.9398341992088178,0.036147013,0.36739138,3,1,1,1
API-20250406072244-SKOVRYWWVW,2025-04-06 07:22:00,Cards,/block,DELETE,USR-35902,web,525,6857,56.6,429,RATE_LIMIT,709,1389,522,92.89,99.05,34.43,True,MFA,4,7,6,1,0,1,Abuse API,10,0.4466120231967152,0.8070922058287208,0.015178673,0.5175652,2,1,0,1
API-20250531054736-GSIU9M3PXV,2025-05-31 05:47:00,Cards,/activate,DELETE,USR-98110,web,4951,3666,81.72,429,RATE_LIMIT,947,1761,641,96.17,97.74,7.33,True,OAuth2,10,5,5,1,1,1,Abuse API,10,0.4449047943228401,0.9999999963563433,0.027658615,0.30705577,1,1,0,0
API-20250318005958-KB3X1VD76O,2025-03-18 00:59:00,Cards,/limit,POST,USR-67239,system,2893,14419,82.85,429,RATE_LIMIT,677,1788,555,87.19,75.23,31.24,True,API_KEY,5,0,1,0,1,1,Abuse API,10,0.4446419748724622,0.8078452361557253,0.016226193,0.5098545,2,1,0,1
API-20250417235335-1PBUND1KYT,2025-04-17 23:53:00,Payments,/transfer,GET,USR-12189,mobile,3721,1959,86.4,429,RATE_LIMIT,856,622,594,98.59,80.91,37.87,True,MFA,9,23,3,0,1,1,Abuse API,10,0.4443313896350461,0.8624381295419925,0.03493451,0.43562153,3,1,1,1
API-20250616100753-XJ1V4W6QS1,2025-06-16 10:07:00,Accounts,/update,DELETE,USR-14717,system,3643,8452,28.4,429,RATE_LIMIT,249,870,760,96.09,96.32,22.95,True,OAuth2,9,10,0,0,0,1,Abuse API,10,0.44427587910411276,0.7947731030782317,0.012243398,0.52581114,2,1,0,1
API-20250526011559-J8ZXFCJUKD,2025-05-26 01:15:00,Auth,/login,GET,USR-78215,system,4798,12194,79.3,429,RATE_LIMIT,653,664,575,94.86,85.78,48.02,True,MFA,10,1,0,0,1,1,Abuse API,10,0.4437785956818658,0.8445232774492496,0.011890776,0.47492173,2,1,0,1
API-20250323235939-AQFNUO94PU,2025-03-23 23:59:00,Auth,/refresh,POST,USR-72469,system,1295,3602,37.78,429,RATE_LIMIT,794,1827,906,99.78,77.1,16.69,True,JWT,6,23,6,1,1,1,Abuse API,10,0.44333045807725685,0.9406239540054352,0.027773011,0.3615944,2,1,0,1
API-20250601083643-U5DY4CH2NQ,2025-06-01 08:36:00,Auth,/login,DELETE,USR-99582,web,2446,6312,60.2,429,RATE_LIMIT,420,1223,649,90.03,86.39,22.83,True,OAuth2,6,8,6,1,0,1,Abuse API,10,0.4425852586249254,0.7913357011175878,0.0076400912,0.52878,2,1,0,1
API-20250505052410-NVKAFV4JU5,2025-05-05 05:24:00,Accounts,/update,GET,USR-28437,web,2536,11261,105.94,429,RATE_LIMIT,996,1338,436,85.67,93.66,18.43,True,API_KEY,7,5,0,0,1,1,Abuse API,10,0.4419561357982484,0.8666745220683596,0.05703661,0.40215728,3,1,1,1
API-20250705232556-T2AP9LSRME,2025-07-05 23:25:00,Cards,/limit,PUT,USR-92477,system,2579,14003,41.53,429,RATE_LIMIT,581,1380,824,83.17,90.85,15.16,True,API_KEY,4,23,5,1,1,1,Abuse API,10,0.44134987614839094,0.8878416205879692,0.015343128,0.42086488,2,1,0,1
API-20250331055629-3SNIT9JEF6,2025-03-31 05:56:00,Payments,/pay,POST,USR-48566,web,2518,3313,77.66,429,RATE_LIMIT,688,1606,428,88.63,80.24,45.7,True,OAuth2,10,5,0,0,1,1,Abuse API,10,0.44119371116218625,0.9080606126057404,0.022442104,0.39307842,2,1,0,1
API-20250214235009-NC85PQ9PIZ,2025-02-14 23:50:00,Accounts,/details,DELETE,USR-42235,mobile,1231,799,86.06,429,RATE_LIMIT,876,1390,985,96.39,83.86,35.55,True,JWT,10,23,4,0,1,1,Abuse API,10,0.4406471668994394,0.9482976777303119,0.07460088,0.29904294,2,1,1,0
API-20250509040821-AW8N27O76L,2025-05-09 04:08:00,Cards,/limit,PUT,USR-62899,mobile,1395,4762,64.97,429,RATE_LIMIT,476,1991,808,96.83,92.42,24.89,True,API_KEY,9,4,4,0,1,1,Abuse API,10,0.43938950146667777,0.8795299960801785,0.013578117,0.4250604,2,1,0,1
API-20250226004449-1RXVALF20M,2025-02-26 00:44:00,Payments,/transfer,DELETE,USR-16698,system,660,2873,100.43,429,RATE_LIMIT,880,1892,859,97.84,87.95,30.82,True,OAuth2,3,0,2,0,1,1,Abuse API,10,0.43538543249319633,0.9361935083612992,0.06355078,0.306412,2,1,1,0
API-20250217001112-2ZVSP98C02,2025-02-17 00:11:00,Loans,/apply,PUT,USR-71851,mobile,1713,4878,78.47,429,RATE_LIMIT,580,1954,992,86.23,93.49,31.76,True,OAuth2,8,0,0,0,1,1,Abuse API,10,0.43531855697831484,0.9293920827776483,0.016575078,0.3599885,2,1,0,1
API-20250704012059-HVX3EG5LDO,2025-07-04 01:20:00,Accounts,/update,PUT,USR-81209,mobile,4915,14799,57.58,429,RATE_LIMIT,410,1154,353,84.08,98.67,43.94,True,MFA,10,1,4,0,1,1,Abuse API,10,0.4347459540576124,0.9209111081988763,0.04181896,0.3415078,2,1,1,0
API-20250406060807-BRDNNGEYEF,2025-04-06 06:08:00,Loans,/repay,POST,USR-99365,system,365,14853,70.65,429,RATE_LIMIT,319,1769,974,94.02,78.72,20.61,True,BASIC,7,6,6,1,0,1,Abuse API,10,0.4345456000629131,0.8348228872457337,0.023570167,0.44524375,2,1,0,1
API-20250628140426-W7LJWJFDWX,2025-06-28 14:04:00,Loans,/status,POST,USR-72516,mobile,3546,12680,72.09,429,RATE_LIMIT,736,1038,913,88.29,75.87,24.93,True,API_KEY,10,14,5,1,0,1,Abuse API,10,0.43441757831913086,0.8177946142536954,0.016324028,0.4691341,2,1,0,1
API-20250618005525-GMVMHMUHY8,2025-06-18 00:55:00,Cards,/limit,PUT,USR-46293,mobile,1946,11271,91.93,429,RATE_LIMIT,581,937,411,98.54,78.47,15.51,True,BASIC,9,0,2,0,1,1,Abuse API,10,0.4342030546867069,0.8074326978782465,0.024673494,0.47050297,2,1,0,1
API-20250713020645-U24GEN601A,2025-07-13 02:06:00,Accounts,/balance,GET,USR-70425,mobile,3176,3865,54.0,429,RATE_LIMIT,726,1361,343,85.34,95.84,43.35,True,API_KEY,5,2,6,1,1,1,Abuse API,10,0.43381121479197043,0.888007939911595,0.02250891,0.3909168,2,1,0,1
API-20250627235536-Y995WIB5JG,2025-06-27 23:55:00,Auth,/logout,DELETE,USR-45235,mobile,1867,5365,69.41,429,RATE_LIMIT,645,1938,777,99.93,91.81,29.61,True,OAuth2,3,23,4,0,1,1,Abuse API,10,0.4334977607554909,0.8915292667230119,0.06466553,0.34429848,3,1,1,1
API-20250209203059-BLCDMDAYG6,2025-02-09 20:30:00,Payments,/pay,DELETE,USR-25504,system,497,893,70.46,429,RATE_LIMIT,988,1877,683,83.76,92.3,23.95,True,MFA,5,20,6,1,0,1,Abuse API,10,0.43312869368985113,0.94071025845393,0.046589717,0.3120861,2,1,1,0
API-20250318145602-XC9WAGWI8Z,2025-03-18 14:56:00,Cards,/activate,PUT,USR-95707,web,300,8868,96.63,429,RATE_LIMIT,987,1566,685,90.68,92.59,37.43,True,API_KEY,10,14,1,0,0,1,Abuse API,10,0.4327064176987749,0.8382591554794135,0.031890165,0.42796993,3,1,1,1
API-20250221033235-NR48Z8YX2X,2025-02-21 03:32:00,Loans,/repay,DELETE,USR-66512,web,1099,14350,85.92,429,RATE_LIMIT,551,1866,967,99.9,82.12,36.65,True,BASIC,10,3,4,0,1,1,Abuse API,10,0.43261891506457034,0.8931681745452793,0.031958465,0.3727301,3,1,1,1
API-20250223233717-O36EP0UJJR,2025-02-23 23:37:00,Accounts,/balance,DELETE,USR-99671,system,4299,8358,100.82,429,RATE_LIMIT,503,1671,367,80.05,89.86,40.05,True,API_KEY,6,23,6,1,1,1,Abuse API,10,0.4293907944064645,0.9267866801325403,0.04880032,0.31258538,2,1,1,0
API-20250408065410-6VS10QRKNM,2025-04-08 06:54:00,Payments,/history,PUT,USR-19914,mobile,1915,12955,98.37,429,RATE_LIMIT,674,1720,521,92.83,92.34,33.06,True,JWT,6,6,1,0,0,1,Abuse API,10,0.429008521987069,0.775394447827543,0.016943322,0.4946878,2,1,0,1
API-20250408115518-L2R1LGFB22,2025-04-08 11:55:00,Accounts,/balance,GET,USR-59820,system,1281,3477,85.7,429,RATE_LIMIT,860,1844,682,90.55,77.99,26.28,True,OAuth2,10,11,1,0,0,1,Abuse API,10,0.4289799043812388,0.8571090465122561,0.023989465,0.4058412,2,1,0,1
API-20250208061054-1AY4BD1YLW,2025-02-08 06:10:00,Loans,/status,PUT,USR-35206,web,1609,1335,66.55,429,RATE_LIMIT,651,1337,612,90.91,96.56,31.79,True,MFA,7,6,5,1,0,1,Abuse API,10,0.4280927627784093,0.8071692770725727,0.017503496,0.45960552,2,1,0,1
API-20250620133314-ALZ3ZU8OQD,2025-06-20 13:33:00,Loans,/status,PUT,USR-40511,system,1962,10449,68.06,429,RATE_LIMIT,788,1479,404,92.35,89.78,52.43,True,JWT,8,13,4,0,0,1,Abuse API,10,0.427760181139037,0.7253064991835505,0.021917704,0.53605634,2,1,0,1
API-20250505234412-QQFD5GYBGZ,2025-05-05 23:44:00,Payments,/transfer,GET,USR-18689,mobile,841,9156,127.9,429,RATE_LIMIT,226,1773,441,87.18,98.44,35.45,True,API_KEY,5,23,0,0,1,1,Abuse API,10,0.4271758173177304,0.8988134858815855,0.0539475,0.32876647,2,1,1,0
API-20250628181048-INTK1MF8SI,2025-06-28 18:10:00,Auth,/login,PUT,USR-49637,system,4160,1540,76.7,429,RATE_LIMIT,482,1361,642,99.92,96.77,26.12,True,API_KEY,3,18,5,1,0,1,Abuse API,10,0.4265599221985465,0.820257661603667,0.012395495,0.4470266,2,1,0,1
API-20250331005046-JC0EI2Z4RJ,2025-03-31 00:50:00,Cards,/activate,POST,USR-26106,system,4276,1198,36.34,429,RATE_LIMIT,835,568,740,92.7,80.65,25.48,True,MFA,10,0,0,0,1,1,Abuse API,10,0.4260529793397913,0.8706955224935202,0.012894883,0.39456853,2,1,0,1
API-20250509014521-S5VJT5L4O1,2025-05-09 01:45:00,Accounts,/details,PUT,USR-54783,mobile,1623,1964,51.78,429,RATE_LIMIT,219,1231,814,84.06,95.57,14.72,True,OAuth2,10,1,4,0,1,1,Abuse API,10,0.42600756504721543,0.8979812672313183,0.0418937,0.33814773,2,1,1,0
API-20250712101158-HRR8CYAGON,2025-07-12 10:11:00,Accounts,/update,PUT,USR-24048,mobile,4904,11357,50.44,429,RATE_LIMIT,943,1673,529,98.22,86.4,30.13,True,BASIC,5,10,5,1,0,1,Abuse API,10,0.425011565416614,0.8483564671264882,0.03187995,0.39479828,3,1,1,1
API-20250302012627-KTXE3YUUVT,2025-03-02 01:26:00,Payments,/history,PUT,USR-82982,mobile,1854,14722,70.34,429,RATE_LIMIT,235,1552,324,94.87,88.78,12.42,True,BASIC,10,1,6,1,1,1,Abuse API,10,0.42489772285371047,0.9328916257723874,0.054196108,0.28760543,2,1,1,0
API-20250522000737-Y9GWKTGJMU,2025-05-22 00:07:00,Auth,/refresh,GET,USR-45220,mobile,1512,4724,88.94,429,RATE_LIMIT,950,1555,987,95.01,97.22,18.97,True,MFA,6,0,3,0,1,1,Abuse API,10,0.4246715315433045,0.8526329646264613,0.07275457,0.34862706,3,1,1,1
API-20250711110338-3FVIOFF3XP,2025-07-11 11:03:00,Cards,/block,PUT,USR-38692,mobile,4372,8430,49.21,429,RATE_LIMIT,435,1758,558,97.85,87.32,24.45,True,JWT,7,11,4,0,0,1,Abuse API,10,0.4241121560852596,0.7455221248480287,0.020455541,0.5063588,2,1,0,1
API-20250321194248-LCP8KESEPV,2025-03-21 19:42:00,Payments,/pay,PUT,USR-17148,web,4171,3137,123.3,429,RATE_LIMIT,514,1546,786,88.93,97.98,34.74,True,API_KEY,9,19,4,0,0,1,Abuse API,10,0.42344419174834397,0.8330161612762305,0.031955,0.4053614,3,1,1,1
API-20250607041905-3I7ZQ9HF4C,2025-06-07 04:19:00,Payments,/history,DELETE,USR-49674,web,1219,760,61.3,429,RATE_LIMIT,662,1967,460,99.32,92.2,19.47,True,BASIC,8,4,5,1,1,1,Abuse API,10,0.42289292191430033,0.9550790302444726,0.05626771,0.25733203,2,1,1,0
API-20250312001353-LZE4UMT3K2,2025-03-12 00:13:00,Payments,/pay,DELETE,USR-91347,mobile,2961,6306,102.04,429,RATE_LIMIT,608,1376,635,86.69,76.76,40.36,True,MFA,10,0,2,0,1,1,Abuse API,10,0.42272852874296546,0.8474747617989077,0.0168586,0.40385222,2,1,0,1
API-20250319053559-F4I9LHJU0K,2025-03-19 05:35:00,Payments,/pay,PUT,USR-28789,system,3315,13826,63.3,429,RATE_LIMIT,681,1268,923,82.99,82.21,26.06,True,API_KEY,10,5,2,0,1,1,Abuse API,10,0.42233391006566384,0.8570922173493296,0.025659587,0.38424993,2,1,0,1
API-20250213000130-HO8KTR13VX,2025-02-13 00:01:00,Cards,/activate,DELETE,USR-12852,system,4124,5226,110.09,429,RATE_LIMIT,732,1465,533,97.86,86.91,36.95,True,API_KEY,8,0,3,0,1,1,Abuse API,10,0.4221166386637516,0.8315422242681465,0.027609024,0.40719867,2,1,0,1
API-20250223225237-ZONQJAQEF1,2025-02-23 22:52:00,Cards,/activate,POST,USR-88601,system,314,14553,73.35,429,RATE_LIMIT,925,1660,811,85.09,99.98,31.45,True,BASIC,4,22,6,1,0,1,Abuse API,10,0.4218128412429949,0.8646072229637087,0.024249721,0.37658158,2,1,0,1
API-20250624233515-6UBM7D77D1,2025-06-24 23:35:00,Loans,/status,GET,USR-47358,web,1925,994,110.57,429,RATE_LIMIT,226,1241,963,95.62,86.33,39.68,True,BASIC,3,23,1,0,1,1,Abuse API,10,0.42137640603505494,0.7894719209707655,0.051478505,0.4231788,3,1,1,1
API-20250621173002-FINDQHZAXB,2025-06-21 17:30:00,Loans,/status,POST,USR-68907,mobile,2467,1057,69.48,429,RATE_LIMIT,705,1061,463,90.08,87.58,19.36,True,OAuth2,7,17,5,1,0,1,Abuse API,10,0.42073502074606833,0.8026470558621771,0.020909574,0.43864843,2,1,0,1
API-20250503215726-P0IFOYUG09,2025-05-03 21:57:00,Payments,/transfer,DELETE,USR-61230,mobile,4524,2917,84.82,429,RATE_LIMIT,637,1821,352,87.17,98.42,31.38,True,BASIC,10,21,5,1,0,1,Abuse API,10,0.4204296527757882,0.9287852912261004,0.027443608,0.30506006,1,1,0,0
API-20250507024332-0AZ2ZQHDZ3,2025-05-07 02:43:00,Payments,/history,DELETE,USR-23253,web,4509,3493,133.55,429,RATE_LIMIT,982,1326,859,81.19,91.19,28.26,True,API_KEY,5,2,2,0,1,1,Abuse API,10,0.4201166109164353,0.8916357125102865,0.03960496,0.32910916,2,1,1,0
API-20250629114725-5QWZHW46NZ,2025-06-29 11:47:00,Payments,/pay,GET,USR-55516,mobile,1042,3339,138.63,429,RATE_LIMIT,504,1219,558,93.08,88.64,51.5,True,OAuth2,7,11,6,1,0,1,Abuse API,10,0.42004936651843855,0.8279763655053994,0.023874165,0.40829757,2,1,0,1
API-20250330003318-DQWTVHB0TN,2025-03-30 00:33:00,Payments,/history,PUT,USR-79652,system,3413,9544,82.73,429,RATE_LIMIT,655,1380,652,80.31,92.42,48.94,True,MFA,10,0,6,1,1,1,Abuse API,10,0.41937578445784207,0.9201347820792185,0.035274796,0.30271778,2,1,1,0
API-20250713232029-LM6VOQQ8E9,2025-07-13 23:20:00,Payments,/pay,POST,USR-47054,mobile,1829,13183,48.37,429,RATE_LIMIT,880,618,967,89.74,76.38,35.21,True,API_KEY,6,23,6,1,1,1,Abuse API,10,0.41911808226952957,0.9162659983918073,0.028895719,0.31219253,1,1,0,0
