event_id,timestamp,api_name,endpoint,http_method,user_id,client_type,request_size_bytes,response_size_bytes,response_time_ms,http_status_code,error_type,requests_per_minute_user,requests_per_minute_ip,concurrent_requests,cpu_usage_server_pct,memory_usage_server_pct,db_query_time_ms,rate_limit_triggered,authentication_type,retry_count,hour,day_of_week,is_weekend,is_night,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
API-20250301121210-5LA7UDQYHL,2025-03-01 12:12:00,Auth,/refresh,DELETE,USR-75554,system,1037,6970,116.74,200,NONE,13,18,14,49.83,42.57,25.24,False,JWT,0,12,5,1,0,0,Normal,0,0.14490181639916616,0.19199872661760203,0.004062704,0.23864402,0,0,0,0
API-20250622235633-LB9C4WFWFM,2025-06-22 23:56:00,Accounts,/details,GET,USR-70443,system,1787,7192,2803.68,504,TIMEOUT,11,57,86,36.91,41.78,1928.34,False,JWT,0,23,6,1,1,1,Timeout,6,0.3509058133034643,0.7978692614342976,0.037727278,0.2171209,2,1,1,0
API-20250208233832-1GSR9I252C,2025-02-08 23:38:00,Payments,/pay,POST,USR-50109,mobile,2012,3746,109.04,200,NONE,13,17,68,52.75,65.9,37.96,False,JWT,0,23,5,1,1,0,Normal,0,0.17851782674207042,0.32914487431537365,0.004765899,0.2016427,0,0,0,0
API-20250329214306-KR3LMINB31,2025-03-29 21:43:00,Accounts,/update,PUT,USR-86335,system,1385,10102,94.06,200,NONE,459,29,80,59.98,60.64,42.92,False,BASIC,0,21,5,1,0,0,Normal,0,0.18886602400603583,0.337185342166206,0.014658998,0.21475373,0,0,0,0
API-20250415120616-836PEJT1W3,2025-04-15 12:06:00,Payments,/pay,DELETE,USR-76321,web,4430,5760,51.08,200,NONE,23,29,81,37.68,48.36,13.5,False,MFA,0,12,1,0,0,0,Normal,0,0.1371154683989911,0.18235063893910614,0.0019717773,0.22702399,0,0,0,0
API-20250620140435-LM51MQ1LMB,2025-06-20 14:04:00,Auth,/logout,PUT,USR-73817,system,1641,8331,85.59,200,NONE,18,13,61,43.7,82.71,23.78,False,OAuth2,0,14,4,0,0,1,Comportement anormal,0,0.1687815697740719,0.153598354906203,0.006692903,0.34605345,1,0,0,1
API-20250706152349-7SMMF29KS2,2025-07-06 15:23:00,Accounts,/details,DELETE,USR-51389,web,753,14813,67.47,200,NONE,15,41,83,44.84,74.59,16.94,False,BASIC,0,15,6,1,0,0,Normal,0,0.19335141695108318,0.3013181912993284,0.00844634,0.27028972,0,0,0,0
API-20250314103831-L6OQKY6XCR,2025-03-14 10:38:00,Cards,/block,GET,USR-94178,mobile,2358,9639,93.49,200,NONE,1,41,21,57.99,44.01,34.19,False,OAuth2,0,10,4,0,0,0,Normal,0,0.12621568652037435,0.12036569848227956,0.0031897535,0.2550916,0,0,0,0
API-20250217124031-Y2ONYF37PE,2025-02-17 12:40:00,Payments,/pay,PUT,USR-29212,web,399,12118,70.18,200,NONE,9,36,69,38.37,59.77,28.53,False,JWT,0,12,0,0,0,0,Normal,0,0.13871975262530878,0.20180751115659581,0.004898,0.20945375,0,0,0,0
API-20250711001103-7J25QX9SXO,2025-07-11 00:11:00,Auth,/logout,GET,USR-14076,web,1402,5060,60.26,200,NONE,11,30,77,55.8,62.31,36.59,False,OAuth2,0,0,4,0,1,0,Normal,0,0.13957088285565944,0.21620065416598533,0.0014145805,0.20109741,0,0,0,0
API-20250626022458-VAF1EDPCCL,2025-06-26 02:24:00,Accounts,/update,GET,USR-11055,web,4026,3883,97.28,200,NONE,23,50,53,50.97,65.51,41.48,False,JWT,0,2,3,0,1,0,Normal,0,0.10772388243552537,0.1920512984917012,0.004950086,0.12617026,0,0,0,0
API-20250525224745-86DTES5OPU,2025-05-25 22:47:00,Auth,/login,POST,USR-52871,mobile,941,3990,56.58,429,RATE_LIMIT,948,1717,776,80.48,99.76,45.97,True,API_KEY,4,22,6,1,0,1,Abuse API,8,0.37118239787287166,0.9184647749980287,0.04636369,0.14871873,2,1,1,0
API-20250626080653-PTBXEVVXMV,2025-06-26 08:06:00,Loans,/apply,GET,USR-16326,mobile,1427,13131,119.57,200,NONE,19,42,11,58.52,49.74,50.18,False,BASIC,0,8,3,0,0,0,Normal,0,0.11072864463957195,0.11825398690349001,0.0039021662,0.21002978,0,0,0,0
API-20250612200652-6N0HWHG1GV,2025-06-12 20:06:00,Auth,/logout,PUT,USR-88384,mobile,4529,13503,39.87,200,NONE,351,43,57,35.64,57.82,9.91,False,OAuth2,0,20,3,0,0,0,Normal,0,0.1881093072209957,0.3436223007184871,0.024855144,0.19585048,0,0,0,0
API-20250225165349-EUS1DTH1BE,2025-02-25 16:53:00,Accounts,/balance,POST,USR-39526,system,4443,12379,105.98,200,NONE,18,46,83,66.38,75.45,31.24,False,OAuth2,0,16,1,0,0,0,Normal,0,0.1015516846421982,0.16532977464977655,0.0043863985,0.13493888,0,0,0,0
API-20250619093439-WGKMMG1VO2,2025-06-19 09:34:00,Cards,/limit,POST,USR-16257,mobile,737,1299,119.75,200,NONE,28,9,22,48.17,61.16,34.74,False,MFA,0,9,3,0,0,0,Normal,0,0.10846012688261342,0.12216376365220759,0.0052957283,0.19792089,0,0,0,0
API-20250514073915-9ND2NSPN3G,2025-05-14 07:39:00,Cards,/activate,GET,USR-95891,system,2679,9471,71.29,200,NONE,15,24,54,36.55,61.01,17.91,False,OAuth2,0,7,2,0,0,0,Normal,0,0.06339537974743598,0.07405452394117944,0.0008571711,0.115274444,0,0,0,0
API-20250531155430-4QOWKPNYLX,2025-05-31 15:54:00,Cards,/limit,PUT,USR-33262,web,3793,11787,42.51,200,NONE,26,58,68,61.41,39.76,27.93,False,BASIC,0,15,5,1,0,0,Normal,0,0.12022684920768678,0.24998992922352967,0.004847298,0.10584332,0,0,0,0
API-20250530182742-WMDWXTIJX2,2025-05-30 18:27:00,Loans,/repay,PUT,USR-28631,system,2797,10679,97.96,200,NONE,22,60,50,58.18,48.12,14.63,False,BASIC,0,18,4,0,0,0,Normal,0,0.06419736558378587,0.10663777054640206,0.003645095,0.08230923,0,0,0,0
API-20250316140846-YMCO8J25XT,2025-03-16 14:08:00,Accounts,/update,POST,USR-61932,mobile,1718,1967,93.43,200,NONE,12,20,6,33.29,28.36,42.04,False,MFA,0,14,6,1,0,0,Normal,0,0.14523287894953438,0.36739771537867627,0.019378833,0.048922088,0,0,0,0
API-20250319192236-JCPJPETWCP,2025-03-19 19:22:00,Payments,/transfer,GET,USR-89410,mobile,646,4709,1892.37,200,NONE,24,48,3016,96.31,89.78,788.45,False,OAuth2,0,19,2,0,0,1,Explosion trafic,3,0.24736897599870256,0.591780187999436,0.033678766,0.11664797,2,1,1,0
API-20250502040814-DFLKO5PKY4,2025-05-02 04:08:00,Auth,/logout,DELETE,USR-30990,system,3221,5650,1877.71,200,NONE,7,34,1053,85.92,92.54,613.65,False,OAuth2,0,4,4,0,1,1,Erreur backend,4,0.21816555687994868,0.4938129120830032,0.032190137,0.12849362,2,1,1,0
API-20250430093156-RFNJ8EK498,2025-04-30 09:31:00,Cards,/limit,PUT,USR-56007,system,3858,3765,110.34,429,RATE_LIMIT,398,1004,594,92.73,82.83,42.24,True,API_KEY,4,9,2,0,0,1,Abuse API,8,0.32377651554938786,0.6356702010362336,0.027961692,0.30769765,1,1,0,0
API-20250704151320-3V6DR5C2VP,2025-07-04 15:13:00,Loans,/repay,DELETE,USR-91820,system,1642,3213,63.18,200,NONE,708,9,69,45.07,51.71,32.53,False,API_KEY,0,15,4,0,0,1,Comportement anormal,0,0.24229736800331128,0.320336596212186,0.0053799194,0.4011756,1,0,0,1
API-20250417033344-A8JIPVOKRB,2025-04-17 03:33:00,Loans,/apply,GET,USR-32716,mobile,1752,9891,63.87,200,NONE,25,6,35,24.01,48.12,27.01,False,API_KEY,0,3,3,0,1,0,Normal,0,0.16229502505359325,0.27641722623399717,0.0061544664,0.20431338,0,0,0,0
API-20250224152940-XU2V0U9U0W,2025-02-24 15:29:00,Payments,/pay,POST,USR-62223,system,3067,3640,54.31,429,RATE_LIMIT,343,1448,575,92.93,99.21,35.64,True,API_KEY,3,15,0,0,0,1,Abuse API,10,0.36126293024525147,0.7395255817057224,0.024866922,0.3193963,1,1,0,0
API-20250330181842-QBD1053IV5,2025-03-30 18:18:00,Cards,/block,PUT,USR-73154,web,2862,1866,75.31,200,NONE,10,39,67,51.93,49.18,24.01,False,JWT,0,18,6,1,0,0,Normal,0,0.13654422792875406,0.22304697899024592,0.0049211634,0.18166454,0,0,0,0
API-20250322153340-MO4OFYT2CN,2025-03-22 15:33:00,Accounts,/balance,POST,USR-54490,web,1912,2213,43.79,200,NONE,2,36,61,55.64,60.88,13.97,False,JWT,0,15,5,1,0,0,Normal,0,0.11625753885448732,0.21134662485691186,0.004573214,0.13285278,0,0,0,0
API-20250514000729-QP1LOY8PKH,2025-05-14 00:07:00,Payments,/pay,POST,USR-52366,web,2221,8417,104.94,200,NONE,17,40,18,58.14,34.52,47.53,False,OAuth2,0,0,2,0,1,0,Normal,0,0.1327554577859344,0.3142206470175391,0.003898065,0.08014766,0,0,0,0
API-20250206042305-RJD7A69AMD,2025-02-06 04:23:00,Cards,/activate,DELETE,USR-52056,mobile,3318,14727,96.21,200,NONE,5,20,45,44.35,57.04,35.28,False,JWT,0,4,3,0,1,0,Normal,0,0.07717327903176116,0.17717940609424612,0.0027646623,0.05157577,0,0,0,0
API-20250203134233-DRQ1SYAWLP,2025-02-03 13:42:00,Auth,/refresh,GET,USR-92174,system,415,916,4532.93,504,TIMEOUT,14,43,44,50.85,59.55,1898.4,False,MFA,0,13,0,0,0,1,Timeout,7,0.3036414640940342,0.6948171784124116,0.026794517,0.1893127,1,1,0,0
API-20250612003551-K0Z7GWXP2V,2025-06-12 00:35:00,Accounts,/details,PUT,USR-33057,web,4841,14022,43.69,200,NONE,18,40,60,46.4,54.24,28.73,False,JWT,0,0,3,0,1,0,Normal,0,0.17538469139322035,0.29728591727530634,0.0038948061,0.22497335,0,0,0,0
API-20250504100245-PVF1DAE53M,2025-05-04 10:02:00,Payments,/pay,GET,USR-62868,web,1408,13692,101.01,200,NONE,25,18,36,62.19,52.06,48.78,False,MFA,0,10,6,1,0,0,Normal,0,0.1838114663092876,0.2387518657568349,0.006262505,0.30642003,0,0,0,0
API-20250531205347-LHLA66058V,2025-05-31 20:53:00,Auth,/mfa,POST,USR-84448,web,3152,6362,105.14,200,NONE,25,46,78,60.53,56.74,61.96,False,MFA,0,20,5,1,0,0,Normal,0,0.1549061380700555,0.18899859182574938,0.0055016587,0.27021816,0,0,0,0
API-20250417064824-V1IU0RWNO0,2025-04-17 06:48:00,Cards,/activate,GET,USR-83291,mobile,550,13945,100.4,200,NONE,8,12,42,28.48,48.96,43.68,False,API_KEY,0,6,3,0,0,0,Normal,0,0.1611717362017366,0.23038468511728433,0.016827447,0.23630308,0,0,0,0
API-20250703061359-NRWTZ8XBPJ,2025-07-03 06:13:00,Auth,/logout,PUT,USR-30884,system,3899,6625,74.82,200,NONE,7,7,96,77.48,48.31,35.51,False,OAuth2,0,6,3,0,0,0,Normal,0,0.13427875585938587,0.19087401146322772,0.006538007,0.20542425,0,0,0,0
API-20250503194553-E5MZRI2V5T,2025-05-03 19:45:00,Payments,/pay,DELETE,USR-54986,web,2710,1489,92.81,200,NONE,18,7,87,68.15,49.12,33.65,False,JWT,0,19,5,1,0,0,Normal,0,0.1666766882144014,0.3119858118377924,0.0072415797,0.18080267,0,0,0,0
API-20250702203758-9E1YY66B6T,2025-07-02 20:37:00,Auth,/mfa,GET,USR-65164,system,2050,5456,73.75,200,NONE,30,21,7,39.1,50.36,29.91,False,API_KEY,0,20,2,0,0,0,Normal,0,0.11620153770220491,0.11532041396192348,0.0058769076,0.22740729,0,0,0,0
API-20250407001956-T0RFOF02HH,2025-04-07 00:19:00,Auth,/logout,GET,USR-47818,system,3671,5590,57.94,200,NONE,8,35,79,66.81,63.65,34.8,False,MFA,0,0,0,0,1,0,Normal,0,0.1446580437279895,0.20322521607045974,0.0016983533,0.22905056,0,0,0,0
API-20250711032753-HBJB7FRZM4,2025-07-11 03:27:00,Auth,/logout,POST,USR-77848,web,4020,11222,64.5,429,RATE_LIMIT,847,1384,471,84.35,75.47,24.03,True,OAuth2,4,3,4,0,1,1,Abuse API,8,0.32173707830033244,0.8004069150498968,0.009181182,0.15562314,1,1,0,0
API-20250509070455-V54MXB083J,2025-05-09 07:04:00,Accounts,/balance,DELETE,USR-88138,web,1338,742,76.52,429,RATE_LIMIT,869,1094,387,86.59,92.15,26.14,True,BASIC,9,7,4,0,0,1,Abuse API,10,0.3417888621449659,0.8049785800159543,0.02651162,0.19387639,1,1,0,0
API-20250227032415-6VCGF9BMY3,2025-02-27 03:24:00,Accounts,/balance,DELETE,USR-96837,mobile,2992,14760,90.7,200,NONE,6,13,8,41.26,50.44,37.91,False,API_KEY,0,3,3,0,1,0,Normal,0,0.16746641719953295,0.29853361545849083,0.0053992756,0.19846636,0,0,0,0
API-20250607024033-0WIWPRAEGM,2025-06-07 02:40:00,Payments,/history,PUT,USR-38729,mobile,2656,3249,83.72,200,NONE,10,31,64,59.46,52.36,12.56,False,BASIC,0,2,5,1,1,0,Normal,0,0.19401991524348663,0.31828472628966,0.0025793896,0.26119563,0,0,0,0
API-20250403072837-GRM0XPV4IA,2025-04-03 07:28:00,Cards,/limit,POST,USR-39276,web,1870,2220,2193.79,504,TIMEOUT,27,25,11,39.85,42.59,2412.33,False,MFA,0,7,3,0,0,1,Timeout,6,0.34403733079197013,0.6759076540041568,0.022578783,0.33362556,1,1,0,0
API-20250222105538-B9SQVH1MX9,2025-02-22 10:55:00,Payments,/transfer,POST,USR-47247,mobile,3647,1711,93.14,200,NONE,9,9,95,48.39,69.92,24.71,False,BASIC,0,10,5,1,0,1,Comportement anormal,0,0.2241017316685171,0.23927334334695374,0.0033843464,0.4296475,1,0,0,1
API-20250305074917-1UGXLHK226,2025-03-05 07:49:00,Payments,/pay,PUT,USR-45730,web,4287,7369,54.79,200,NONE,22,58,66,63.69,52.5,24.11,False,MFA,0,7,2,0,0,0,Normal,0,0.1326653109287673,0.17080155975608632,0.0039686603,0.22322571,0,0,0,0
API-20250428184319-5DWD3ACTOL,2025-04-28 18:43:00,Payments,/history,DELETE,USR-58409,system,704,7615,89.27,200,NONE,5,39,43,42.51,75.4,36.46,False,API_KEY,0,18,0,0,0,0,Normal,0,0.1439638188999275,0.21420211204033482,0.008637527,0.20905182,0,0,0,0
API-20250628005145-FL6PRB5C3H,2025-06-28 00:51:00,Loans,/apply,GET,USR-77311,web,1164,7826,72.04,200,NONE,5,9,18,49.42,43.3,35.56,False,API_KEY,0,0,5,1,1,0,Normal,0,0.19786772045496268,0.35427530968198667,0.008049447,0.2312784,0,0,0,0
API-20250531213514-9C55YKQANO,2025-05-31 21:35:00,Payments,/transfer,GET,USR-77312,web,2557,5349,105.3,200,NONE,23,39,90,56.34,70.75,28.04,False,API_KEY,0,21,5,1,0,0,Normal,0,0.12392879746903573,0.2361265855111061,0.006391384,0.12926842,0,0,0,0
API-20250228174957-0OLMVPXXPL,2025-02-28 17:49:00,Accounts,/details,POST,USR-65459,system,4318,1472,3195.73,504,TIMEOUT,3,12,24,38.14,37.67,2708.11,False,JWT,0,17,4,0,0,1,Timeout,7,0.3220378001493272,0.7209735482818058,0.03934799,0.20579186,2,1,1,0
API-20250617155657-CI2OGHB633,2025-06-17 15:56:00,Loans,/status,PUT,USR-19672,mobile,3991,6813,28.33,200,NONE,28,31,37,44.91,61.3,23.27,False,OAuth2,0,15,1,0,0,0,Normal,0,0.09769225525083348,0.1412293603933515,0.0068197083,0.1450277,0,0,0,0
API-20250405150808-S7GO68XLBE,2025-04-05 15:08:00,Payments,/transfer,GET,USR-55560,system,3351,8523,4909.24,504,TIMEOUT,12,12,24,36.38,47.39,1686.2,False,API_KEY,0,15,5,1,0,1,Timeout,7,0.34372981436530337,0.7370047806942339,0.015454568,0.2787301,1,1,0,0
API-20250318051737-4DOUL2E5PP,2025-03-18 05:17:00,Payments,/pay,GET,USR-57126,web,1250,12731,58.37,200,NONE,6,11,76,45.24,66.09,27.24,False,OAuth2,0,5,1,0,1,1,Comportement anormal,0,0.2400776116095746,0.25505224128596915,0.0058298586,0.45935073,1,0,0,1
API-20250607075254-QZ97YV6ZZ8,2025-06-07 07:52:00,Payments,/transfer,PUT,USR-38445,web,3215,3029,2576.94,504,TIMEOUT,28,27,30,40.84,66.22,1535.85,False,JWT,0,7,5,1,0,1,Timeout,6,0.4432533719532305,0.6656865368463439,0.022606723,0.64146686,2,1,0,1
API-20250406124343-MDIYC5PS4U,2025-04-06 12:43:00,Cards,/limit,POST,USR-32879,mobile,3457,6611,4588.51,504,TIMEOUT,21,37,9,56.21,37.1,1415.98,False,OAuth2,0,12,6,1,0,1,Timeout,7,0.3723902251839936,0.7735567045272291,0.019897956,0.323716,1,1,0,0
API-20250426054612-6CVZA70W0W,2025-04-26 05:46:00,Auth,/refresh,PUT,USR-57068,web,904,14319,111.11,200,NONE,14,53,98,63.4,73.19,40.17,False,BASIC,0,5,5,1,1,0,Normal,0,0.20645545261163947,0.3459374334531855,0.005033709,0.26839522,0,0,0,0
API-20250628100917-PQCK6DZ67W,2025-06-28 10:09:00,Auth,/mfa,PUT,USR-65404,web,2461,10207,85.9,200,NONE,21,35,56,62.52,45.61,29.42,False,OAuth2,0,10,5,1,0,0,Normal,0,0.14081617723639953,0.2193184555355056,0.0047088214,0.19842125,0,0,0,0
