Event_id,Timestamp,Application_name,Server_instance,Environment,User_id,User_type,Endpoint,Http_method,Http_status_code,Response_time_ms,Db_query_time_ms,Cpu_usage_percent,Memory_usage_percent,Thread_pool_usage_percent,Db_connection_pool_usage,Error_code,Retry_count,Active_users_current,Transactions_per_minute,Cache_hit_ratio,Config_version,Deployment_version,Payload_size_bytes,Response_size_bytes,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
APP00024,10/27/2025 22:16,Loan_management,LO18,Staging,S59,System,/withdraw,DELETE,409,146,236,29,32,48,68,NONE,0,386,951,0.43,cfg_9,v3.2,1373,1784,1,Comportement anormal,0,0.4594232630496755,0.603096810509424,0.4252292,0.3499438,2,1,1,0
APP00025,6/14/2025 5:23,Loan_management,LO07,Preprod,S885,Admin,/account_opening,PUT,401,160,193,34,38,64,44,NONE,0,1609,878,0.32,cfg_4,v2.2,3779,1026,0,Normal,0,0.41257984544164833,0.41927032486578525,0.24902944,0.56943977,0,0,0,0
APP00026,11/8/2025 10:40,Notification_service,NO13,Preprod,S495,Auditor,/bill_payment,PATCH,400,288,157,34,37,58,46,NONE,4,1745,257,0.59,cfg_6,v2.1,1256,2941,0,Normal,0,0.1882226952670304,0.18669709228226186,0.04474002,0.33323097,0,0,0,0
APP00027,11/14/2025 0:05,Card_processing,CA15,Dev,S936,Employee,/bill_payment,GET,202,193,183,50,53,82,46,NONE,1,4387,566,0.25,cfg_2,v2.5,3665,3045,0,Normal,0,0.25719423655209434,0.3421454932849852,0.04669228,0.38274494,0,0,0,0
APP00028,8/16/2025 11:49,Notification_service,NO17,Staging,S478,Auditor,/account_opening,GET,202,277,212,47,49,55,75,NONE,2,3288,706,0.92,cfg_8,v1.4,4448,8216,0,Normal,0,0.2841293214688035,0.41982006994763965,0.11912474,0.31344315,0,0,0,0
APP00029,10/31/2025 0:50,Notification_service,NO01,Preprod,S248,Admin,/currency_conversion,DELETE,403,198,162,25,38,50,46,NONE,4,915,420,0.4,cfg_10,v3.1,4323,5985,0,Normal,0,0.30666677991147306,0.42508016048656305,0.1530919,0.3418283,0,0,0,0
APP00030,6/10/2025 3:32,Mobile_app,MO19,Preprod,S676,System,/config_update,OPTIONS,404,277,194,64,58,78,63,RATE_LIMIT_EXCEEDED,8,6010,510,0.82,cfg_2,v3.1,878,2963,0,Normal,0,0.27962446915820344,0.31975059830293373,0.13938197,0.37974083,0,0,0,0
APP00031,10/30/2025 8:06,Payment_gateway,PA05,Qa,S209,Auditor,/user_registration,GET,403,138,219,65,70,74,52,AUTH_FAILED,8,5951,641,0.6,cfg_10,v3.0,3156,9171,0,Normal,0,0.4106193156570706,0.5345150743515829,0.21418846,0.48315442,0,0,0,0
APP00032,6/15/2025 22:18,Notification_service,NO12,Qa,S744,Admin,/balance_alerts,DELETE,200,253,217,38,52,48,71,NONE,3,4567,749,0.83,cfg_3,v3.4,3866,4706,0,Normal,0,0.29665068609870116,0.36890228311290263,0.072293915,0.44875586,0,0,0,0
APP00033,8/29/2025 18:41,Fraud_detection,FR04,Dev,S838,Employee,/card_block,OPTIONS,502,1991,1011,32,38,60,61,DB_TIMEOUT,5,1383,852,0.86,cfg_7,v2.4,1623,7695,0,Normal,0,0.3298755953410061,0.3595002054270481,0.23782496,0.39230162,0,0,0,0
APP00034,9/22/2025 8:45,Api_gateway,AP07,Qa,S813,External_api,/account_freeze,POST,500,204,208,36,35,73,55,NONE,1,2423,315,0.81,cfg_5,v2.0,1244,4218,0,Normal,0,0.25450661568555716,0.3278982054803813,0.07728674,0.3583349,0,0,0,0
APP00035,7/3/2025 15:37,Notification_service,NO07,Prod,S803,External_api,/statement_request,DELETE,500,193,135,24,53,61,64,NONE,5,2759,134,0.41,cfg_5,v1.4,4135,2267,0,Normal,0,0.1860977801935464,0.2090170288850634,0.08236239,0.26691392,0,0,0,0
APP00036,9/28/2025 21:16,Loan_management,LO16,Staging,S158,Auditor,/fraud_check,PATCH,503,230,212,42,57,75,100,NONE,4,4454,-21,0.86,cfg_8,v3.2,2636,3527,0,Normal,0,0.26314712545298574,0.2647630566663456,0.16914877,0.35552955,0,0,0,0
APP00037,7/24/2025 15:35,Loan_management,LO14,Qa,S829,Admin,/credit_check,DELETE,404,134,201,29,36,58,57,NONE,1,2157,49,0.48,cfg_5,v3.4,411,8894,0,Normal,0,0.2670563920258704,0.3682230379936764,0.06359439,0.36935174,0,0,0,0
APP00038,7/15/2025 8:26,Api_gateway,AP15,Prod,S55,External_api,/account_closure,PUT,201,227,225,29,50,73,58,NONE,0,3487,929,0.23,cfg_1,v3.4,1808,7066,1,Comportement anormal,0,0.3787233365315911,0.5681369700249185,0.22730348,0.34072956,1,1,0,0
APP00039,10/3/2025 3:25,Fraud_detection,FR14,Staging,C356,Client,/balance,DELETE,200,1008,168,85,97,100,66,NONE,3,3459,445,0.74,cfg_6,v1.3,3057,1947,0,Normal,0,0.4003750150873242,0.4522987650257283,0.14881285,0.60001343,0,0,0,0
APP00040,6/9/2025 13:02,Payment_gateway,PA05,Staging,S755,Admin,/loan_approval,POST,201,283,240,51,49,73,71,NONE,4,3676,980,0.57,cfg_8,v2.2,3840,8802,0,Normal,0,0.3705833830942786,0.36667016998233665,0.2286772,0.5164028,0,0,0,0
APP00041,6/20/2025 2:18,Card_processing,CA02,Staging,S708,Employee,/bill_payment,GET,500,149,226,16,27,56,76,NONE,0,151,535,0.44,cfg_5,v3.0,4873,2363,0,Normal,0,0.33712300251688804,0.39922057362694274,0.1206339,0.49151453,0,0,0,0
APP00042,6/2/2025 23:26,Payment_gateway,PA07,Preprod,S542,Auditor,/deposit,OPTIONS,404,123,195,32,29,64,41,NONE,4,3013,425,0.77,cfg_7,v2.5,1443,8162,0,Normal,0,0.293907333093866,0.27588060104246237,0.044751644,0.56108975,0,0,0,0
APP00043,10/26/2025 14:21,Card_processing,CA08,Preprod,S562,System,/account_freeze,OPTIONS,201,319,101,26,39,77,93,NONE,0,2332,-46,0.95,cfg_5,v2.1,2623,7224,0,Normal,0,0.29704781499831306,0.40686796239997225,0.083553724,0.40072176,0,0,0,0
APP00044,6/23/2025 8:35,Notification_service,NO09,Prod,S648,Auditor,/fraud_check,POST,502,274,216,34,31,57,73,NONE,0,1809,631,0.71,cfg_10,v1.4,1503,1238,0,Normal,0,0.2284542913013706,0.21410328739106932,0.08307534,0.38818425,0,0,0,0
APP00045,9/16/2025 6:07,Loan_management,LO04,Prod,S957,Auditor,/loan_approval,DELETE,401,193,170,33,39,69,62,NONE,0,2688,693,0.74,cfg_3,v2.0,4272,1826,0,Normal,0,0.17559762544792948,0.16546292222625192,0.03818954,0.3231404,0,0,0,0
APP00046,10/2/2025 19:53,Notification_service,NO07,Dev,S21,External_api,/user_privilege_change,GET,400,887,94,63,88,100,36,NONE,2,2277,611,0.37,cfg_4,v3.0,4000,486,0,Normal,0,0.34500197169727276,0.5543683200343307,0.19485582,0.28578177,0,0,0,0
APP00047,6/11/2025 15:28,Atm_system,AT13,Staging,S537,Auditor,/bill_payment,DELETE,502,274,262,38,43,64,79,NONE,1,2542,857,0.31,cfg_6,v1.4,2053,8089,0,Normal,0,0.3033223566823858,0.3464860968034439,0.1387105,0.42477047,0,0,0,0
APP00048,9/11/2025 17:47,Mobile_app,MO02,Staging,S302,System,/pin_change,PATCH,401,215,203,30,35,70,58,NONE,3,1632,213,0.89,cfg_5,v2.5,1052,8482,0,Normal,0,0.23775014851193918,0.21637484650913755,0.13163672,0.36523888,0,0,0,0
APP00049,6/16/2025 21:59,Mobile_app,MO02,Qa,C199,Client,/otp_resend,PUT,403,253,195,46,52,72,64,NONE,1,4213,112,0.62,cfg_1,v2.0,2811,9698,0,Normal,0,0.2698466467478909,0.2714756913837903,0.12071142,0.41735283,0,0,0,0
APP00050,10/6/2025 20:15,Atm_system,AT17,Qa,S726,External_api,/fraud_alerts,OPTIONS,400,248,237,19,38,50,73,NONE,1,124,436,0.92,cfg_3,v3.0,2377,7712,0,Normal,0,0.24910254572383192,0.27042622251962495,0.08612019,0.39076123,0,0,0,0
APP00051,7/20/2025 10:57,Loan_management,LO09,Prod,S977,External_api,/tax_payment,PATCH,409,261,179,27,29,55,91,NONE,4,185,980,0.35,cfg_2,v3.0,2509,8610,0,Normal,0,0.220298612710936,0.27748516081900343,0.17212963,0.21128105,0,0,0,0
APP00052,9/16/2025 19:07,Mobile_app,MO13,Qa,S443,Employee,/card_activation,POST,502,113,224,37,56,79,80,RATE_LIMIT_EXCEEDED,7,6121,874,0.58,cfg_6,v3.0,4109,3392,0,Normal,0,0.24168040048496717,0.32044101331880065,0.17802095,0.22657923,0,0,0,0
APP00053,8/24/2025 15:01,Notification_service,NO02,Qa,S801,External_api,/withdraw,GET,500,184,239,24,29,44,60,NONE,3,319,879,0.76,cfg_8,v2.0,3202,9694,0,Normal,0,0.3024477370840914,0.4202339077778479,0.22904056,0.25806874,0,0,0,0
APP00054,10/22/2025 18:47,Card_processing,CA02,Staging,S639,External_api,/loan_repay,DELETE,409,182,127,34,43,61,41,NONE,0,2814,178,0.89,cfg_8,v2.5,4791,648,0,Normal,0,0.30280862784639656,0.5011690567808049,0.13353182,0.273725,0,0,0,0
APP00055,9/24/2025 22:18,Notification_service,NO19,Dev,S556,External_api,/statement_request,OPTIONS,503,208,182,49,64,65,55,RATE_LIMIT_EXCEEDED,8,8156,113,0.96,cfg_5,v2.2,4072,3922,0,Normal,0,0.27841119558119115,0.4283169311435024,0.112092234,0.29482442,0,0,0,0
APP00056,10/2/2025 10:42,Fraud_detection,FR13,Preprod,C333,Client,/customer_profile,DELETE,403,178,157,33,24,74,47,NONE,1,2150,18,0.9,cfg_6,v3.5,2220,7542,0,Normal,0,0.2532978829955254,0.3578114795581085,0.023835951,0.37824622,0,0,0,0
APP00057,8/16/2025 12:53,Api_gateway,AP14,Staging,S854,Employee,/fraud_alerts,GET,401,254,232,30,38,74,65,NONE,5,2329,821,0.85,cfg_7,v2.0,1825,4369,0,Normal,0,0.2957959951357269,0.25861724656707763,0.30958936,0.31918138,0,0,0,0
APP00058,10/17/2025 5:18,Atm_system,AT14,Staging,S175,Auditor,/account_update,OPTIONS,400,160,197,38,42,71,49,NONE,3,3521,100,0.34,cfg_2,v3.4,3601,7157,0,Normal,0,0.21221061330095634,0.328941860230437,0.06709002,0.24059996,0,0,0,0
APP00059,9/23/2025 4:49,Loan_management,LO18,Staging,S452,External_api,/kyc_update,PUT,403,890,170,36,64,100,71,NONE,1,380,699,0.81,cfg_6,v2.2,3012,3681,0,Normal,0,0.2702220683785838,0.3112669156469589,0.295927,0.2034723,0,0,0,0
APP00060,8/26/2025 18:12,Payment_gateway,PA01,Prod,S185,Employee,/batch_process,POST,404,72,134,33,39,63,38,NONE,3,1604,174,0.42,cfg_9,v2.4,4349,2538,0,Normal,0,0.20644825681670467,0.3545149038619983,0.09259913,0.17223074,0,0,0,0
APP00061,8/15/2025 17:13,Api_gateway,AP16,Prod,S384,Employee,/reward_points,PATCH,503,299,253,39,40,68,71,NONE,5,2249,774,0.6,cfg_9,v3.1,4414,1597,0,Normal,0,0.18231591595108884,0.29427453168915435,0.09563681,0.15703641,0,0,0,0
APP00062,10/18/2025 11:02,Notification_service,NO12,Preprod,S277,Auditor,/api_rate_limit,DELETE,400,245,188,34,35,56,46,NONE,2,2070,927,0.85,cfg_2,v2.0,3252,1612,0,Normal,0,0.31714748152338007,0.3577682020736498,0.23173565,0.3619386,0,0,0,0
APP00063,9/2/2025 12:34,Payment_gateway,PA12,Preprod,C937,Client,/card_unblock,DELETE,400,296,212,33,44,78,62,NONE,0,3150,463,0.93,cfg_8,v3.1,1134,4552,0,Normal,0,0.23015469555088144,0.3724472967990715,0.047495387,0.2705214,0,0,0,0
APP00064,9/7/2025 1:36,Fraud_detection,FR01,Qa,S364,Employee,/balance,PATCH,200,524,202,29,34,59,72,DB_TIMEOUT,3,1300,322,0.88,cfg_4,v2.5,2681,8777,0,Normal,0,0.12790137581094707,0.15544092065288442,0.11637617,0.11188704,0,0,0,0
APP00065,6/29/2025 12:14,Reporting,RE02,Dev,C439,Client,/withdraw,POST,400,140,106,34,45,88,46,NONE,4,3617,486,0.92,cfg_2,v3.4,3915,5654,0,Normal,0,0.2865276987719558,0.535437049081332,0.09480494,0.2293411,0,0,0,0
APP00066,7/9/2025 11:26,Loan_management,LO04,Prod,S154,System,/batch_process,POST,409,218,209,30,35,62,67,NONE,5,1234,650,0.81,cfg_4,v1.3,2677,7355,0,Normal,0,0.19557365463492368,0.16318885792246743,0.10059426,0.32293785,0,0,0,0
APP00067,7/22/2025 11:32,Fraud_detection,FR01,Prod,S297,Admin,/system_health,OPTIONS,429,210,149,66,50,84,44,AUTH_FAILED,11,8514,209,0.57,cfg_7,v3.2,1747,9684,1,Comportement utilisateur anormal,4,0.3773679292980221,0.6024369170616231,0.16135257,0.3683143,1,1,0,0
APP00068,9/27/2025 14:36,Api_gateway,AP16,Qa,S438,System,/customer_profile,PATCH,500,155,98,32,38,67,41,NONE,4,1040,70,0.89,cfg_7,v1.0,1414,4568,0,Normal,0,0.40081126729832667,0.4718180370386416,0.20495632,0.52565944,0,0,0,0
APP00069,10/10/2025 15:59,Core_banking,CO09,Preprod,S958,External_api,/fraud_check,GET,404,196,147,24,38,55,76,NONE,5,1419,909,0.66,cfg_3,v1.3,2115,5410,0,Normal,0,0.2557371810368971,0.22840754100450145,0.0993099,0.4394941,0,0,0,0
APP00070,7/5/2025 19:28,Loan_management,LO20,Preprod,S894,External_api,/bill_payment,DELETE,403,275,248,23,47,80,84,NONE,3,1725,422,0.57,cfg_8,v3.5,4164,2236,0,Normal,0,0.36077359347289534,0.39899768020945,0.1799782,0.5033449,0,0,0,0
APP00071,6/12/2025 10:10,Mobile_app,MO16,Preprod,S828,Employee,/limit_change_request,POST,200,142,210,24,20,51,52,NONE,0,159,449,0.56,cfg_6,v3.2,2139,8152,0,Normal,0,0.25159674890044476,0.2678140552998527,0.08328225,0.40369394,0,0,0,0
APP00072,10/29/2025 19:22,Atm_system,AT08,Dev,S242,External_api,/account_update,PATCH,409,246,227,48,45,84,61,NONE,1,4035,293,0.28,cfg_6,v3.4,1514,9020,0,Normal,0,0.22230376358291135,0.4595013798910566,0.034184746,0.17322516,0,0,0,0
APP00073,6/16/2025 11:24,Notification_service,NO11,Staging,C625,Client,/fraud_alerts,DELETE,409,201,119,33,38,59,40,NONE,0,2914,148,0.46,cfg_10,v2.1,1866,4237,0,Normal,0,0.22452376569232477,0.3166516657150129,0.08446963,0.27245,0,0,0,0
APP00074,7/17/2025 5:49,Fraud_detection,FR14,Prod,S927,Employee,/notifications,DELETE,403,212,180,30,31,66,62,NONE,3,143,778,0.62,cfg_6,v1.4,227,7298,0,Normal,0,0.20553892246539082,0.2112405193345155,0.0955339,0.30984235,0,0,0,0
APP00075,8/3/2025 22:14,Payment_gateway,PA10,Qa,S31,System,/voucher_redeem,DELETE,409,215,197,24,37,58,64,NONE,0,685,258,0.64,cfg_1,v1.5,2515,3622,0,Normal,0,0.2572159030236328,0.44798711186573636,0.14280427,0.18085633,0,0,0,0
APP00076,6/26/2025 3:16,Atm_system,AT13,Qa,S558,External_api,/card_activation,PATCH,502,200,163,21,23,69,44,NONE,2,560,78,0.66,cfg_8,v2.0,4145,4376,0,Normal,0,0.24517682491478757,0.3196424558382463,0.03874881,0.3771392,0,0,0,0
APP00077,10/21/2025 7:05,Card_processing,CA08,Dev,C354,Client,/payment_initiate,DELETE,401,64,80,17,35,54,34,NONE,4,96,505,0.86,cfg_7,v2.3,4269,6009,0,Normal,0,0.2698844931893886,0.5136882438878242,0.054474246,0.24149099,0,0,0,0
APP00078,10/28/2025 2:34,Fraud_detection,FR04,Qa,S238,Auditor,/scheduled_transfers,PATCH,429,180,176,38,54,90,61,NONE,1,4825,858,0.87,cfg_1,v1.1,1426,3969,0,Normal,0,0.3138537782171256,0.37475893728103854,0.19041757,0.37638482,0,0,0,0
APP00079,7/30/2025 4:35,Card_processing,CA04,Preprod,S585,System,/kyc_update,PATCH,503,956,147,33,40,100,61,NONE,0,156,332,0.64,cfg_4,v1.4,2485,8365,0,Normal,0,0.32945777883744815,0.3415294560973816,0.31634694,0.33049694,0,0,0,0
APP00080,7/12/2025 19:01,Mobile_app,MO06,Prod,S473,External_api,/batch_process,PUT,409,251,187,44,49,88,86,NONE,5,3905,923,0.68,cfg_10,v2.3,4809,585,0,Normal,0,0.30598838612323664,0.41360776081340495,0.14838633,0.35597107,0,0,0,0
APP00081,8/10/2025 7:29,Notification_service,NO15,Staging,S433,Employee,/statement_request,POST,500,956,194,37,44,82,58,DB_TIMEOUT,2,3898,223,0.59,cfg_7,v2.1,1321,7863,0,Normal,0,0.23353013578590473,0.21718063007404562,0.11155693,0.37185284,0,0,0,0
APP00082,8/11/2025 10:10,Fraud_detection,FR15,Dev,S540,System,/customer_profile,PATCH,404,193,200,38,40,80,68,NONE,4,4865,149,0.24,cfg_7,v3.2,2000,5772,0,Normal,0,0.26037945617458225,0.2939347332483828,0.09978215,0.3874215,0,0,0,0
APP00083,7/29/2025 3:00,Mobile_app,MO11,Staging,S599,External_api,/deposit,OPTIONS,202,285,143,29,34,59,59,NONE,3,2531,512,0.53,cfg_4,v3.0,2141,349,0,Normal,0,0.17833834392489914,0.14684773989504354,0.06476647,0.32340083,0,0,0,0
APP00084,8/18/2025 19:32,Payment_gateway,PA12,Qa,S264,System,/credit_check,PATCH,502,204,206,45,49,82,43,NONE,2,3910,532,0.61,cfg_3,v2.2,2923,4865,0,Normal,0,0.19315548782058833,0.2118886200937116,0.05226683,0.315311,0,0,0,0
APP00085,7/16/2025 19:29,Mobile_app,MO09,Preprod,S797,External_api,/api_rate_limit,OPTIONS,403,234,226,42,43,60,52,NONE,4,2422,983,0.66,cfg_3,v2.0,3602,9634,0,Normal,0,0.1969575984477467,0.1895935246942838,0.23656628,0.164713,0,0,0,0
APP00086,7/7/2025 3:57,Loan_management,LO09,Preprod,C419,Client,/user_registration,GET,404,174,135,22,26,48,71,NONE,0,177,163,0.65,cfg_1,v1.2,2822,8712,0,Normal,0,0.21777959952028547,0.4419759598157392,0.14812747,0.06323537,0,0,0,0
APP00087,8/16/2025 12:00,Api_gateway,AP05,Prod,S73,Admin,/balance,PATCH,500,1804,1586,36,48,85,68,DB_TIMEOUT,4,2770,991,0.49,cfg_3,v3.0,2128,8611,0,Normal,0,0.2720322827272282,0.4556379228152828,0.23003176,0.13042717,0,0,0,0
APP00088,9/25/2025 20:17,Payment_gateway,PA17,Preprod,S722,Admin,/logout,OPTIONS,201,262,229,29,39,58,78,NONE,3,881,533,0.75,cfg_8,v1.0,4454,5231,0,Normal,0,0.24702873636184086,0.435699144270955,0.09700926,0.20837781,0,0,0,0
APP00089,9/22/2025 2:06,Reporting,RE14,Dev,S715,Employee,/transaction_history,PATCH,500,126,187,12,38,56,61,NONE,4,570,578,0.37,cfg_9,v3.1,2184,1267,0,Normal,0,0.3013620187507203,0.4841373219091089,0.11302338,0.30692536,0,0,0,0
APP00090,9/25/2025 15:44,Core_banking,CO07,Preprod,S208,Admin,/refund_request,POST,202,202,192,43,42,56,70,NONE,5,3126,409,0.52,cfg_3,v2.2,3149,2402,0,Normal,0,0.18340037996231895,0.16844513594089097,0.051391955,0.33036405,0,0,0,0
APP00091,6/14/2025 20:48,Card_processing,CA15,Prod,S360,Employee,/currency_conversion,PATCH,503,242,144,43,43,62,63,NONE,1,4380,647,0.91,cfg_4,v2.4,2614,9230,0,Normal,0,0.18132423129658712,0.14151226779761347,0.034001887,0.36845854,0,0,0,0
APP00092,10/7/2025 19:40,Api_gateway,AP17,Qa,S787,Employee,/transfer,POST,400,190,213,40,46,69,65,NONE,4,3164,925,0.7,cfg_5,v1.4,1319,4272,0,Normal,0,0.22772048510131296,0.27421368947676,0.20758322,0.20136455,0,0,0,0
APP00093,9/14/2025 9:36,Notification_service,NO10,Dev,S530,External_api,/scheduled_transfers,PATCH,409,247,197,40,40,57,64,NONE,2,3098,818,0.95,cfg_7,v2.1,4550,9992,0,Normal,0,0.2104527772518684,0.3870266217150359,0.08902118,0.15531053,0,0,0,0
APP00094,7/7/2025 22:56,Payment_gateway,PA16,Staging,S82,Auditor,/account_update,POST,403,163,189,33,40,57,45,NONE,2,2664,129,0.54,cfg_10,v2.5,2522,4565,0,Normal,0,0.2188304267756589,0.32968092782272335,0.092795454,0.2340149,0,0,0,0
