Event_id,Timestamp,Application_name,Server_instance,Environment,User_id,User_type,Endpoint,Http_method,Http_status_code,Response_time_ms,Db_query_time_ms,Cpu_usage_percent,Memory_usage_percent,Thread_pool_usage_percent,Db_connection_pool_usage,Error_code,Retry_count,Active_users_current,Transactions_per_minute,Cache_hit_ratio,Config_version,Deployment_version,Payload_size_bytes,Response_size_bytes,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
APP11860,10/3/2025 16:01,Card_processing,CA17,Qa,S923,System,/statement_request,GET,409,328,204,63,83,100,57,RATE_LIMIT_EXCEEDED,9,5303,686,0.33,cfg_7,v3.5,3411,7929,1,Mauvaise configuration pool,10,0.5243332513897898,0.589193948724652,0.22644696,0.75735885,1,1,0,0
APP11000,10/8/2025 15:45,Api_gateway,AP06,Dev,S991,Auditor,/credit_check,GET,201,2017,1650,39,45,93,65,DB_TIMEOUT,1,2884,862,0.3,cfg_5,v3.4,4133,9455,1,Mauvaise configuration pool,10,0.5226214655313767,0.7122530424815048,0.3343148,0.52129656,1,1,0,0
APP06842,10/7/2025 11:02,Fraud_detection,FR11,Dev,S528,Auditor,/account_closure,PUT,500,838,184,69,98,100,55,NONE,5,4138,178,0.24,cfg_4,v1.0,2871,5901,1,Dégradation performance,10,0.5167271913913253,0.6548014944277293,0.20855427,0.6868258,1,1,0,0
APP04866,11/3/2025 11:48,Payment_gateway,PA12,Prod,S121,Employee,/card_block,DELETE,200,913,249,83,91,100,60,NONE,4,4093,889,0.2,cfg_1,v3.0,1943,6071,1,Dégradation performance,10,0.5166983836340042,0.6018943886301316,0.27996784,0.6682329,1,1,0,0
APP06346,9/5/2025 3:57,Reporting,RE03,Dev,S33,External_api,/logout,POST,200,209,151,72,73,95,55,RATE_LIMIT_EXCEEDED,13,5381,118,0.88,cfg_8,v3.3,3485,5929,1,Mauvaise configuration pool,10,0.5103452976116043,0.7336848752404753,0.19413264,0.6032184,1,1,0,0
APP11716,10/25/2025 18:13,Fraud_detection,FR14,Preprod,C365,Client,/fraud_check,OPTIONS,400,211,166,66,76,97,46,AUTH_FAILED,12,7721,402,0.63,cfg_4,v1.0,222,474,1,Mauvaise configuration pool,10,0.5101673376781171,0.7032066202826575,0.18210474,0.64519066,1,1,0,0
APP01088,7/9/2025 20:41,Notification_service,NO02,Qa,C874,Client,/audit_logs,OPTIONS,202,1297,232,100,86,100,69,NONE,5,4947,833,0.25,cfg_4,v1.0,873,9629,1,Dégradation performance,10,0.5091676890776102,0.6516733705775574,0.2876073,0.5882224,1,1,0,0
APP10560,10/14/2025 18:30,Reporting,RE08,Dev,C264,Client,/balance_alerts,DELETE,429,278,208,67,76,91,80,AUTH_FAILED,6,9380,939,0.61,cfg_6,v3.5,518,2066,1,Mauvaise configuration pool,10,0.5084994311830108,0.8604278641047193,0.23532696,0.42974347,1,1,0,0
APP05594,11/12/2025 18:50,Fraud_detection,FR10,Dev,S225,System,/otp_resend,PATCH,500,284,267,69,81,93,72,AUTH_FAILED,15,9897,327,0.9,cfg_1,v1.4,3022,5195,1,Mauvaise configuration pool,10,0.5051640808916615,0.8736077071239133,0.2900846,0.35179994,1,1,0,0
APP09761,8/17/2025 11:57,Reporting,RE17,Preprod,S847,Auditor,/config_update,DELETE,202,1811,248,100,90,100,67,NONE,4,4510,480,0.49,cfg_9,v2.5,2674,1637,1,Dégradation performance,10,0.5039095527637324,0.7061657299722198,0.21401055,0.5915524,1,1,0,0
APP08021,7/9/2025 5:52,Api_gateway,AP18,Dev,C713,Client,/account_unfreeze,GET,202,169,222,68,73,95,55,RATE_LIMIT_EXCEEDED,15,9883,539,0.37,cfg_8,v2.4,409,1595,1,Mauvaise configuration pool,10,0.49854176224676855,0.921736418646815,0.25635228,0.3175366,1,1,0,0
APP04339,10/10/2025 0:54,Reporting,RE18,Prod,S221,System,/account_freeze,DELETE,429,1302,182,94,100,100,61,NONE,0,4984,813,0.38,cfg_4,v1.1,3932,5809,1,Dégradation performance,10,0.49498636375932303,0.7948203042467954,0.36725786,0.32288092,2,1,1,0
APP05915,10/30/2025 7:30,Loan_management,LO09,Dev,C179,Client,/limit_change_request,PUT,201,305,282,63,67,66,91,RATE_LIMIT_EXCEEDED,15,9615,584,0.68,cfg_10,v2.4,848,3976,1,Mauvaise configuration pool,10,0.49425777274094357,0.6194278144157627,0.475907,0.3874385,2,1,1,0
APP12866,10/26/2025 18:44,Payment_gateway,PA14,Staging,S214,System,/user_privilege_change,DELETE,404,1156,239,100,91,100,51,NONE,2,4878,296,0.2,cfg_3,v3.3,4056,4424,1,Dégradation performance,10,0.4939937895639173,0.7510600108216501,0.2709508,0.45997056,1,1,0,0
APP01679,11/10/2025 4:31,Notification_service,NO01,Staging,S364,Employee,/fraud_alerts,PUT,404,183,217,58,73,100,57,AUTH_FAILED,12,5876,365,0.91,cfg_9,v2.4,4977,1519,1,Mauvaise configuration pool,10,0.4907419333928979,0.7443879544955958,0.23206232,0.49577552,1,1,0,0
APP02495,6/11/2025 21:00,Atm_system,AT03,Dev,S761,External_api,/otp_resend,GET,503,1503,186,94,87,100,73,NONE,1,4531,918,0.95,cfg_4,v3.4,872,656,1,Dégradation performance,10,0.4903337074065384,0.7078096308541826,0.33276263,0.43042886,1,1,0,0
APP02446,8/4/2025 6:00,Mobile_app,MO01,Staging,S123,System,/balance_alerts,OPTIONS,404,192,284,49,68,100,70,AUTH_FAILED,7,9482,681,0.66,cfg_9,v3.5,332,7323,1,Mauvaise configuration pool,10,0.4900582816074525,0.7195819276184542,0.5046068,0.24598613,2,1,1,0
APP09545,7/5/2025 23:05,Api_gateway,AP04,Preprod,S470,External_api,/withdraw,PATCH,409,1019,194,70,99,100,50,NONE,2,4865,257,0.92,cfg_7,v1.2,1802,2602,1,Dégradation performance,10,0.48964759188113344,0.659621506250433,0.20774578,0.6015755,1,1,0,0
APP04202,10/30/2025 3:58,Core_banking,CO05,Preprod,S913,External_api,/account_unfreeze,DELETE,401,827,145,79,100,100,39,NONE,0,4695,467,0.83,cfg_3,v1.3,728,5852,1,Dégradation performance,10,0.4885310348527145,0.695043747620735,0.32704142,0.44350794,1,1,0,0
APP03088,10/20/2025 21:47,Core_banking,CO19,Staging,S597,System,/alerts,PATCH,403,285,246,71,67,93,81,RATE_LIMIT_EXCEEDED,12,9163,919,0.36,cfg_1,v2.5,3277,9558,1,Mauvaise configuration pool,10,0.48777807278998075,0.7947407520880515,0.36178818,0.30680528,2,1,1,0
APP04398,7/10/2025 18:27,Reporting,RE19,Staging,S528,Auditor,/transaction_dispute,DELETE,202,846,141,72,97,100,53,NONE,5,4250,199,0.67,cfg_3,v2.0,3307,332,1,Dégradation performance,10,0.48706270768531423,0.7133745555367547,0.23031197,0.5175016,1,1,0,0
APP02576,7/17/2025 13:15,Core_banking,CO09,Staging,S995,Admin,/user_privilege_change,POST,503,183,181,61,67,91,56,AUTH_FAILED,11,8517,813,0.33,cfg_8,v3.0,685,5944,1,Mauvaise configuration pool,10,0.4869338576300795,0.7473342133473919,0.21860608,0.49486127,1,1,0,0
APP09163,8/24/2025 0:45,Atm_system,AT07,Prod,S384,External_api,/limit_change_request,GET,502,836,135,58,100,100,57,NONE,1,3540,850,0.98,cfg_6,v3.2,4747,8205,1,Dégradation performance,10,0.485935040624216,0.5606961498000468,0.3208769,0.5762321,1,1,0,0
APP08524,8/3/2025 13:53,Atm_system,AT01,Staging,S507,Auditor,/withdraw,DELETE,201,1215,148,77,94,100,58,NONE,2,4277,80,0.38,cfg_10,v1.2,1996,4683,1,Dégradation performance,10,0.48208726427717014,0.6333524281311931,0.34747776,0.4654316,1,1,0,0
APP08502,7/11/2025 7:35,Api_gateway,AP01,Preprod,S458,External_api,/statement_download,POST,503,1114,151,100,90,100,62,NONE,0,4249,220,0.34,cfg_9,v2.3,712,1085,1,Dégradation performance,10,0.4817561847777414,0.7310386129651212,0.25677806,0.45745188,1,1,0,0
APP03222,10/18/2025 5:20,Core_banking,CO03,Prod,S179,System,/card_unblock,DELETE,403,193,197,74,76,94,52,RATE_LIMIT_EXCEEDED,6,7323,119,0.9,cfg_5,v3.3,2245,6167,1,Mauvaise configuration pool,10,0.4809719710708791,0.5678357747677368,0.23523793,0.6398422,1,1,0,0
APP10190,11/1/2025 2:23,Core_banking,CO03,Dev,C480,Client,/credit_check,POST,201,1166,195,88,99,100,49,NONE,1,3700,411,0.35,cfg_6,v3.2,238,2562,1,Dégradation performance,10,0.48093178093160976,0.5836099451698596,0.32868057,0.5305048,1,1,0,0
APP10587,11/4/2025 16:21,Notification_service,NO14,Staging,S62,External_api,/balance_alerts,PUT,200,1246,233,100,95,100,55,NONE,3,4804,41,0.3,cfg_2,v1.1,671,4514,1,Dégradation performance,10,0.4797834520075548,0.6946763886612142,0.3225669,0.42210707,1,1,0,0
APP02179,8/15/2025 9:48,Atm_system,AT14,Prod,S106,System,/card_unblock,PUT,401,1435,144,100,98,100,54,NONE,0,4880,146,0.93,cfg_3,v2.4,1061,3819,1,Dégradation performance,10,0.4779099341162771,0.6774447756793289,0.24763645,0.5086486,1,1,0,0
APP12122,8/10/2025 1:44,Card_processing,CA07,Dev,S251,Auditor,/withdraw,OPTIONS,202,1158,255,87,92,100,77,NONE,3,2317,930,0.76,cfg_9,v1.0,2674,4228,1,Dégradation performance,10,0.47713033987932435,0.6809134374217103,0.26824895,0.48222864,1,1,0,0
APP02911,8/12/2025 4:13,Card_processing,CA03,Dev,S262,Admin,/alerts,DELETE,201,1193,135,88,100,100,44,NONE,5,4437,331,0.85,cfg_5,v2.4,1404,2038,1,Dégradation performance,10,0.4768334257313191,0.7346943103398618,0.47618347,0.2196225,2,1,1,0
APP13199,10/14/2025 16:30,Fraud_detection,FR05,Qa,S341,Admin,/user_privilege_change,PUT,400,1232,228,76,94,100,75,NONE,4,1864,826,0.31,cfg_4,v3.4,2358,3271,1,Dégradation performance,10,0.47457222256216386,0.564428720270186,0.2850438,0.57424414,1,1,0,0
APP13182,10/1/2025 16:28,Card_processing,CA18,Prod,C193,Client,/withdraw,POST,502,247,199,66,57,95,68,AUTH_FAILED,9,9103,443,0.78,cfg_4,v1.0,1116,8693,1,Mauvaise configuration pool,10,0.4736956073053931,0.668844554784374,0.2466259,0.50561637,1,1,0,0
APP02393,9/8/2025 10:10,Notification_service,NO12,Preprod,S386,External_api,/funds_transfer_internal,GET,401,985,193,86,96,100,47,NONE,3,3982,209,0.94,cfg_1,v3.5,953,1537,1,Dégradation performance,10,0.47307101127065115,0.7115284871028928,0.25178352,0.45590103,1,1,0,0
APP11591,7/18/2025 13:40,Notification_service,NO16,Qa,S711,Admin,/balance,POST,201,1322,257,100,82,100,68,NONE,4,4845,994,0.9,cfg_7,v1.2,320,2165,1,Dégradation performance,10,0.47298269138853044,0.6815351148283569,0.34223756,0.3951754,1,1,0,0
APP08699,9/26/2025 20:33,Fraud_detection,FR12,Dev,S974,Employee,/otp_verify,DELETE,500,1223,210,80,100,100,49,NONE,0,3084,519,0.68,cfg_1,v2.3,3768,1665,1,Dégradation performance,10,0.46928193158650555,0.5658377703053998,0.29859897,0.54340905,1,1,0,0
APP11742,8/16/2025 2:03,Reporting,RE10,Staging,S830,Admin,/account_update,OPTIONS,201,850,191,100,100,100,46,NONE,4,4547,63,0.22,cfg_5,v2.2,1168,6274,1,Dégradation performance,10,0.46900797527424615,0.7955564153609311,0.23698857,0.37447894,1,1,0,0
APP10311,10/11/2025 13:56,Atm_system,AT19,Dev,S955,Employee,/balance_alerts,POST,409,1221,234,89,93,100,76,NONE,2,3639,882,0.8,cfg_10,v2.0,3962,7221,1,Dégradation performance,10,0.46852360163936374,0.5429124830606388,0.36772597,0.49493235,1,0,1,0
APP03635,9/4/2025 7:32,Notification_service,NO20,Qa,C217,Client,/account_unfreeze,GET,502,634,221,79,100,100,61,NONE,4,4091,572,0.97,cfg_1,v3.2,866,6004,1,Dégradation performance,10,0.46810427565863755,0.6287973302451082,0.33274195,0.44277355,1,1,0,0
APP00860,6/26/2025 7:32,Api_gateway,AP19,Dev,S476,External_api,/balance_alerts,OPTIONS,429,1260,208,99,95,100,72,NONE,4,4788,788,0.21,cfg_4,v3.1,3234,8358,1,Dégradation performance,10,0.46674767388938815,0.7073929683577702,0.19439453,0.49845552,1,1,0,0
APP10957,7/21/2025 22:42,Card_processing,CA11,Prod,S524,System,/login_attempts,GET,429,1134,159,74,91,100,77,NONE,5,4391,731,0.91,cfg_2,v1.0,4034,9420,1,Dégradation performance,10,0.4667311651828081,0.6293744275934072,0.3057062,0.46511286,1,1,0,0
APP06483,8/21/2025 14:47,Reporting,RE04,Preprod,S984,System,/withdraw,PATCH,401,1529,298,100,100,100,84,NONE,2,3886,994,0.72,cfg_6,v3.0,3445,4334,1,Dégradation performance,10,0.4662788040797527,0.6725758991720125,0.33682516,0.38943535,1,1,0,0
APP09883,10/15/2025 22:59,Mobile_app,MO07,Staging,S533,Auditor,/customer_profile,PUT,404,151,149,42,48,93,57,RATE_LIMIT_EXCEEDED,15,9711,804,0.97,cfg_2,v2.2,4284,8766,1,Mauvaise configuration pool,10,0.465638082445275,0.7436508274692629,0.35972697,0.29353645,2,1,1,0
APP06656,6/15/2025 12:17,Api_gateway,AP10,Staging,S525,System,/balance,PATCH,202,1080,117,90,100,100,51,NONE,3,4484,754,0.45,cfg_3,v1.5,4257,4781,1,Dégradation performance,10,0.46301512123332467,0.6349310338850632,0.21959567,0.53451866,1,1,0,0
APP04097,9/26/2025 15:54,Mobile_app,MO05,Qa,S97,Auditor,/currency_conversion,PUT,200,1597,203,100,100,100,69,NONE,3,4854,624,0.24,cfg_7,v1.0,4284,250,1,Dégradation performance,10,0.4627517058903388,0.6458597464723622,0.20752779,0.5348676,1,1,0,0
APP05361,7/17/2025 7:52,Payment_gateway,PA09,Prod,S391,Auditor,/notifications,PATCH,404,693,154,81,100,100,65,NONE,1,4103,701,0.63,cfg_10,v2.5,4020,7142,1,Dégradation performance,10,0.4624879861660745,0.3976916089022,0.4857209,0.50405145,1,0,1,0
APP13236,7/8/2025 6:23,Card_processing,CA14,Qa,S571,External_api,/audit_logs,DELETE,202,987,144,63,99,100,63,NONE,4,3459,153,0.97,cfg_6,v3.0,1041,7703,1,Dégradation performance,10,0.46192895390458216,0.5316782301028761,0.38100642,0.4731022,1,0,1,0
APP13095,6/23/2025 12:15,Api_gateway,AP16,Staging,S215,Admin,/loan_apply,POST,401,1050,244,85,100,100,59,NONE,1,4754,477,0.8,cfg_5,v1.2,3951,1295,1,Dégradation performance,10,0.46159941134997534,0.7273027949973443,0.19428563,0.4632098,1,1,0,0
APP03870,10/9/2025 1:55,Api_gateway,AP15,Qa,S299,External_api,/audit_logs,GET,401,1522,242,79,99,100,75,NONE,2,4558,493,0.69,cfg_3,v1.0,1163,3518,1,Dégradation performance,10,0.4613221003347944,0.5980246555013392,0.22841816,0.5575235,1,1,0,0
APP12006,6/24/2025 15:00,Loan_management,LO08,Staging,S836,Auditor,/loan_apply,GET,201,172,263,62,60,93,50,RATE_LIMIT_EXCEEDED,11,8103,623,0.91,cfg_9,v3.1,2601,2681,1,Mauvaise configuration pool,10,0.4610506628559918,0.6117864056250127,0.23832077,0.5330448,1,1,0,0
APP08937,6/7/2025 10:40,Mobile_app,MO03,Staging,S22,Auditor,/pin_change,OPTIONS,200,242,182,74,68,98,68,RATE_LIMIT_EXCEEDED,11,5876,198,0.34,cfg_2,v3.3,1698,251,1,Mauvaise configuration pool,10,0.46073068269571643,0.5833022024774842,0.2973586,0.50153124,1,1,0,0
APP09640,6/22/2025 0:45,Reporting,RE03,Dev,S698,Auditor,/refund_request,PATCH,502,909,205,79,91,100,50,NONE,0,4029,60,0.84,cfg_7,v1.4,4815,7726,1,Dégradation performance,10,0.4597680914828259,0.6546602095452182,0.28036043,0.44428363,1,1,0,0
APP12786,9/26/2025 9:27,Notification_service,NO17,Prod,S844,System,/transaction_dispute,OPTIONS,202,268,162,73,84,93,44,RATE_LIMIT_EXCEEDED,7,9689,298,0.45,cfg_6,v1.0,2440,1497,1,Mauvaise configuration pool,10,0.45923648405402123,0.694188062200821,0.31761548,0.3659059,1,1,0,0
APP09857,7/10/2025 6:30,Api_gateway,AP06,Preprod,S448,Admin,/batch_process,GET,202,2873,2145,40,44,91,79,DB_TIMEOUT,2,3844,830,0.95,cfg_3,v3.3,4007,3794,1,Mauvaise configuration pool,10,0.45873604124752987,0.7615717323412988,0.11855799,0.4960784,1,1,0,0
APP06998,9/11/2025 1:14,Notification_service,NO12,Preprod,S95,External_api,/transfer,DELETE,403,1223,131,94,70,100,81,NONE,1,4662,965,0.21,cfg_8,v2.0,2818,6800,1,Dégradation performance,10,0.4541128476514415,0.6414723247450577,0.20017333,0.5206929,1,1,0,0
APP04188,11/5/2025 8:29,Notification_service,NO09,Staging,S863,External_api,/credit_check,PATCH,202,1472,162,61,100,100,53,NONE,3,2717,30,0.6,cfg_1,v3.0,1522,9077,1,Dégradation performance,10,0.4537826278071339,0.502961605268936,0.4007195,0.45766678,1,0,1,0
APP11140,6/30/2025 23:23,Core_banking,CO07,Dev,S895,External_api,/account_closure,OPTIONS,502,276,145,46,76,99,54,AUTH_FAILED,12,6757,515,0.42,cfg_3,v1.3,1677,8948,1,Mauvaise configuration pool,10,0.4537597458820907,0.6071990612928174,0.148121,0.6059592,1,1,0,0
APP11933,6/29/2025 21:38,Card_processing,CA09,Preprod,C783,Client,/voucher_redeem,DELETE,403,301,127,66,86,95,71,AUTH_FAILED,6,7890,337,0.43,cfg_1,v3.4,1120,9695,1,Dégradation performance,10,0.45291667461197127,0.8252928936422036,0.1459504,0.38750672,1,1,0,0
APP07346,9/29/2025 2:25,Loan_management,LO12,Qa,S16,Admin,/account_freeze,PUT,404,1062,205,79,95,100,52,NONE,2,2318,26,0.85,cfg_3,v3.3,2886,7041,1,Dégradation performance,10,0.4524566959239884,0.5895706209235919,0.30006853,0.46773094,1,1,0,0
APP11927,7/11/2025 23:15,Notification_service,NO08,Staging,S57,External_api,/refund_request,GET,201,284,196,58,73,100,81,AUTH_FAILED,8,7273,860,0.57,cfg_1,v2.1,4022,2037,1,Mauvaise configuration pool,10,0.45032400032850894,0.5811962527326583,0.17949224,0.5902835,1,1,0,0
APP00244,9/27/2025 17:29,Mobile_app,MO13,Staging,S905,Admin,/alerts,PUT,500,522,134,93,95,100,53,NONE,0,3949,548,0.5,cfg_4,v3.2,3208,9497,1,Dégradation performance,10,0.4465929200139008,0.6171704023737793,0.24270302,0.47990534,1,1,0,0
APP11071,11/13/2025 12:59,Card_processing,CA17,Staging,C471,Client,/user_privilege_change,DELETE,404,1186,228,71,92,100,52,NONE,1,2840,471,0.71,cfg_1,v3.0,2004,1686,1,Dégradation performance,10,0.4455691337220782,0.5653582989075524,0.27632743,0.49502167,1,1,0,0
APP08205,8/19/2025 22:47,Fraud_detection,FR01,Dev,S691,System,/user_privilege_change,GET,500,960,215,85,98,100,56,NONE,0,4038,373,0.92,cfg_4,v2.0,2611,8819,1,Dégradation performance,10,0.445312369128453,0.5781510718476393,0.34411278,0.41367325,1,1,0,0
APP08662,6/29/2025 5:44,Atm_system,AT19,Staging,C366,Client,/user_privilege_change,GET,409,1440,202,84,98,100,76,NONE,0,2992,595,0.29,cfg_9,v2.0,2234,4976,1,Dégradation performance,10,0.4449298142038313,0.6137953873403451,0.28630698,0.43468708,1,1,0,0
APP00227,9/18/2025 12:11,Mobile_app,MO02,Staging,S897,Admin,/service_status,GET,409,1480,202,100,100,100,76,NONE,3,4970,894,0.39,cfg_10,v1.1,2724,3514,1,Dégradation performance,10,0.4445037813004215,0.6725940915990946,0.32602212,0.33489513,1,1,0,0
APP07708,8/29/2025 0:08,Mobile_app,MO07,Prod,S169,System,/balance,POST,500,902,215,68,100,100,64,NONE,2,4353,608,0.22,cfg_8,v1.0,2980,7035,1,Dégradation performance,10,0.4424418243711603,0.517239669843141,0.35652465,0.45356116,1,0,1,0
APP03569,7/1/2025 5:07,Api_gateway,AP14,Dev,S850,System,/transaction_dispute,DELETE,500,1114,201,78,96,100,57,NONE,5,4271,165,0.34,cfg_9,v1.0,2222,4727,1,Dégradation performance,10,0.44160849033039057,0.7663319611025228,0.23158585,0.32690766,1,1,0,0
