Event_id,Timestamp,Src_ip,Dst_ip,Src_port,Dst_port,Protocol,Action,Bytes_sent,Bytes_received,Packet_count,Connection_duration_sec,Firewall_rule_id,Rule_action,Network_zone_src,Network_zone_dst,Latency_ms,Packet_loss_pct,Cpu_usage_fw_pct,Memory_usage_fw_pct,Concurrent_connections,Nat_translation,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
FW-20250517-X0HQML4O,5/17/2025 20:18,185.139.96.217,10.84.131.148,37640,8080,TCP,DENY,549,19631,40,16.52,RULE-5701,drop,external,internal,1304.42,17.75,90.94,27.12,8,False,1,Latence / Perte paquet,10,0.6239085805143677,0.7252663408892639,0.49841785,0.64804155,3,1,1,1
FW-20250708-VO0JV3CI,7/8/2025 18:12,10.48.120.50,10.220.105.178,7459,443,TCP,ALLOW,3135542,16554,6665,0.1,RULE-8089,accept,management,management,664.31,0.4,97.55,99.82,16013,False,1,DDoS,10,0.6081545112898085,0.7579765344769159,0.24458508,0.8219019,3,1,1,1
FW-20250506-B672OPAF,5/6/2025 19:28,185.28.87.76,10.54.242.20,47587,8080,TCP,ALLOW,2901238,17352,16448,2.35,RULE-9512,accept,vpn,management,397.34,1.06,85.57,87.52,15794,True,1,DDoS,10,0.5978009829219412,0.8862786976385807,0.2826467,0.62447757,3,1,1,1
FW-20250313-GDDCJFGU,3/13/2025 12:30,185.87.167.4,10.30.207.240,57060,0,ICMP,ALLOW,4891977,14174,14063,6.48,RULE-4504,accept,cloud,management,736.81,0.0,99.4,96.56,19435,False,1,DDoS,10,0.5919395960495785,0.9908926120775685,0.28947815,0.49544802,2,1,1,0
FW-20250430-5FXVEMT9,4/30/2025 12:49,185.142.120.162,10.244.198.22,58619,0,ICMP,ALLOW,1056656,8345,7971,11.62,RULE-1476,accept,vpn,internal,456.35,0.85,88.9,84.09,14955,True,1,DDoS,10,0.5901356240521866,0.7932665051254624,0.56694084,0.41019952,2,1,1,0
FW-20250330-MTRZZIGR,3/30/2025 10:10,185.164.105.169,10.70.159.246,23571,25,TCP,DENY,16031,26419,84,18.51,RULE-2760,drop,external,internal,315.79,19.8,96.02,29.88,17,False,1,Latence / Perte paquet,10,0.5880666390675447,0.7155267940813728,0.40481427,0.64385885,3,1,1,1
FW-20250501-2D6URCN2,5/1/2025 9:25,185.3.171.158,10.144.177.166,53062,8080,TCP,DENY,3370602,11199,19034,18.09,RULE-4513,drop,external,internal,551.94,0.85,96.66,88.36,9173,False,1,DDoS,10,0.5764496342027993,0.9554411219611199,0.3885894,0.38531837,2,1,1,0
FW-20250202-DZ4NM6YN,2/2/2025 0:32,10.107.216.102,185.95.170.145,2358,0,ICMP,ALLOW,4430927,16207,12472,16.88,RULE-1506,accept,internal,external,554.97,2.05,88.32,91.51,6298,True,1,DDoS,10,0.5709395770442854,0.8910257262624418,0.1752895,0.6465035,3,1,1,1
FW-20250517-39OF71XE,5/17/2025 15:50,10.55.12.49,185.224.131.223,61548,80,TCP,ALLOW,4034363,8758,9401,8.05,RULE-8430,accept,management,cloud,749.97,0.55,86.48,82.2,14945,False,1,DDoS,10,0.5703909173982468,0.7421045229962844,0.2970057,0.6720625,3,1,1,1
FW-20250223-QG4VJG73,2/23/2025 4:49,185.57.193.164,172.16.218.92,51972,0,ICMP,ALLOW,2267683,4744,17405,8.63,RULE-1032,accept,vpn,dmz,692.0,0.0,96.91,97.61,19880,True,1,DDoS,10,0.5695448257910356,0.9583945984802084,0.1360732,0.6141667,3,1,1,1
FW-20250404-2OF2BMAE,4/4/2025 2:04,185.24.151.95,185.188.151.36,1902,443,TCP,ALLOW,4443255,16085,15114,21.24,RULE-5682,accept,vpn,external,656.74,1.33,85.56,93.03,17578,True,1,DDoS,10,0.5660584382822086,0.9246347658663897,0.11101215,0.6625284,3,1,1,1
FW-20250522-ZCFD5IIK,5/22/2025 5:18,172.16.34.59,172.16.250.78,55484,3306,TCP,ALLOW,1740259,11203,18611,5.98,RULE-8960,accept,dmz,dmz,533.77,0.32,98.01,82.47,19296,False,1,DDoS,10,0.5645831559384694,0.8158362051203341,0.048373368,0.8295399,2,1,0,1
FW-20250610-ZFN41BFD,6/10/2025 19:00,185.83.71.80,10.215.143.172,47814,22,TCP,ALLOW,4024195,3944,17568,1.78,RULE-4947,accept,external,management,262.28,0.99,89.71,83.94,15298,False,1,DDoS,10,0.5630591275677405,0.7802546210245257,0.18784645,0.7210763,3,1,1,1
FW-20250213-GTROLNDG,2/13/2025 8:13,185.84.22.155,185.243.72.147,62983,53,UDP,ALLOW,2591877,23778,19452,7.45,RULE-9595,accept,external,external,690.76,0.11,86.94,83.4,11070,False,1,DDoS,10,0.5630065056744611,0.8502209940741645,0.31798422,0.5208143,2,1,1,0
FW-20250628-QZ4NF840,6/28/2025 3:36,185.211.156.38,172.16.117.88,57145,0,ICMP,ALLOW,4938078,14069,11668,3.43,RULE-6112,accept,cloud,dmz,660.17,0.24,88.39,85.75,14654,False,1,DDoS,10,0.5610396745384745,0.903351324075762,0.120685585,0.6590821,3,1,1,1
FW-20250709-9RBERQLT,7/9/2025 4:29,185.216.150.142,10.144.147.78,23948,5432,TCP,ALLOW,3006143,14690,16504,11.3,RULE-6398,accept,vpn,management,237.3,0.61,93.38,82.61,19898,True,1,DDoS,10,0.5592602875714837,0.930410079474848,0.050478462,0.6968923,2,1,0,1
FW-20250710-HYNCGNSM,7/10/2025 8:15,172.16.48.199,10.79.223.230,61917,22,TCP,ALLOW,4295979,21862,17439,11.48,RULE-1429,accept,dmz,internal,224.09,0.08,97.77,99.91,16364,False,1,DDoS,10,0.554357638740366,0.8915275209660095,0.24765961,0.5238858,3,1,1,1
FW-20250520-OJY1CRQ9,5/20/2025 14:20,185.196.68.68,185.251.18.199,61804,0,ICMP,ALLOW,1202663,21344,18002,12.67,RULE-6757,accept,vpn,external,377.41,0.0,92.04,83.54,19862,True,1,DDoS,10,0.5542955224647287,0.9566387012404689,0.4119784,0.29426947,2,1,1,0
FW-20250609-2LXWXI1U,6/9/2025 14:33,185.61.224.212,172.16.215.163,5851,3306,TCP,ALLOW,1149407,5697,9606,0.55,RULE-9210,accept,vpn,dmz,785.33,0.57,98.87,84.09,9847,True,1,DDoS,10,0.55388789790566,0.7797094409971008,0.29393023,0.588024,3,1,1,1
FW-20250429-NQA5GWLL,4/29/2025 12:05,185.187.222.151,10.1.58.172,12448,0,ICMP,ALLOW,3058467,2460,5066,4.2,RULE-8722,accept,cloud,management,729.32,0.38,95.57,96.91,7734,False,1,DDoS,10,0.5514720871974695,0.8273489162116254,0.3960648,0.43100256,2,1,1,0
FW-20250708-WAT0BH5F,7/8/2025 7:04,185.110.46.42,185.132.253.158,55333,80,TCP,ALLOW,1678299,100,15939,4.63,RULE-3125,accept,vpn,cloud,782.21,0.0,90.42,81.81,8028,True,1,DDoS,10,0.5498981331038316,0.8222804231190203,0.353979,0.47343498,2,1,1,0
FW-20250515-GJDO1X9Y,5/15/2025 0:26,10.23.121.163,10.1.186.61,25879,80,TCP,ALLOW,1355772,15282,13805,14.25,RULE-2458,accept,internal,internal,210.03,0.94,86.76,83.77,18223,True,1,DDoS,10,0.5494621170066701,0.7125746823855957,0.34720322,0.58860844,3,1,1,1
FW-20250308-BF1IIWOB,3/8/2025 0:35,185.174.173.240,172.16.182.176,46235,53,UDP,ALLOW,4538957,14571,6542,9.4,RULE-3496,accept,vpn,dmz,619.13,0.0,87.78,88.03,9969,True,1,DDoS,10,0.5492978750657577,0.8415120121811444,0.25194165,0.55443996,3,1,1,1
FW-20250710-5QWEOBYC,7/10/2025 19:55,185.0.85.153,10.224.140.185,36208,3389,TCP,DENY,4701218,11630,8048,6.67,RULE-6732,drop,external,internal,536.55,0.67,85.67,82.65,17386,False,1,DDoS,10,0.5487018427103858,0.8949693443924488,0.30507988,0.4460563,2,1,1,0
FW-20250219-R6VUTXQ0,2/19/2025 17:38,185.95.49.219,10.166.169.73,61338,80,TCP,ALLOW,3517908,22457,14058,14.17,RULE-5273,accept,vpn,internal,557.99,0.43,96.91,81.66,12228,True,1,DDoS,10,0.5480857840054955,0.823526002727069,0.07333369,0.74739766,2,1,0,1
FW-20250413-DTNQ568Q,4/13/2025 5:47,172.16.148.216,172.16.104.236,45407,0,ICMP,ALLOW,4023865,9565,15007,5.42,RULE-1570,accept,dmz,dmz,757.82,0.87,98.81,93.27,18299,False,1,DDoS,10,0.5475970902096109,0.898429378286265,0.2131675,0.5311944,3,1,1,1
FW-20250204-93NYHR8I,2/4/2025 0:31,185.118.136.196,10.7.255.219,19499,25,TCP,DENY,4802516,17563,14101,20.4,RULE-4449,drop,external,internal,411.31,0.52,86.69,87.06,12899,False,1,DDoS,10,0.5468012482817923,0.8934471878099307,0.29376516,0.4531914,2,1,1,0
FW-20250514-5YB9XD6E,5/14/2025 7:35,185.210.84.250,172.16.57.48,47665,80,TCP,ALLOW,2900641,9233,18516,25.05,RULE-9896,accept,cloud,dmz,448.47,0.47,98.4,87.01,13513,False,1,DDoS,10,0.546273748256818,0.843851402932571,0.15204106,0.6429288,3,1,1,1
FW-20250227-79BQT3CC,2/27/2025 14:06,172.16.161.245,185.173.160.126,55259,443,TCP,ALLOW,3166574,22207,6394,26.39,RULE-6209,accept,dmz,vpn,574.0,0.54,89.34,95.29,6353,False,1,DDoS,10,0.5459658906926709,0.7896602916926135,0.17448108,0.6737563,3,1,1,1
FW-20250331-N8SGWQG4,3/31/2025 9:46,10.64.246.173,10.191.46.94,4556,8080,TCP,ALLOW,2638585,28953,8780,13.77,RULE-5648,accept,management,internal,392.85,0.0,95.63,80.82,17741,False,1,DDoS,10,0.5450199787511746,0.8447640373391866,0.50868434,0.28161156,2,1,1,0
FW-20250603-S22O00WL,6/3/2025 6:26,172.16.31.51,185.160.0.175,16672,80,TCP,ALLOW,4747988,21255,12196,10.46,RULE-4763,accept,dmz,vpn,311.96,0.26,99.23,95.3,14932,False,1,DDoS,10,0.5447836423810888,0.8218001439859177,0.26065582,0.55189496,3,1,1,1
FW-20250314-GHCJYRGV,3/14/2025 22:32,10.239.7.225,172.16.149.58,50473,22,TCP,ALLOW,3417256,7748,7478,0.1,RULE-6903,accept,internal,dmz,270.88,0.56,99.98,98.32,18306,True,1,DDoS,10,0.5427530217460133,0.807990166035693,0.15117052,0.6690984,3,1,1,1
FW-20250402-AH4YP070,4/2/2025 14:34,185.166.173.14,185.119.211.101,17669,0,ICMP,ALLOW,4530448,16172,5223,18.13,RULE-6390,accept,cloud,vpn,305.11,0.69,91.99,93.02,9284,False,1,DDoS,10,0.5426515914952399,0.8442549192773228,0.55907536,0.2246245,2,1,1,0
FW-20250425-WZH6W75Z,4/25/2025 7:14,172.16.77.175,185.11.182.162,42979,443,TCP,ALLOW,3694135,17877,12521,12.33,RULE-2187,accept,dmz,cloud,664.52,1.05,95.47,99.85,17832,False,1,DDoS,10,0.5424488683734149,0.7946994305234582,0.2977344,0.53491277,3,1,1,1
FW-20250220-H9CLO55M,2/20/2025 7:12,10.250.71.243,185.73.180.187,1713,0,ICMP,ALLOW,2794542,2071,6804,10.2,RULE-1752,accept,management,cloud,653.51,0.16,94.26,81.91,18435,False,1,DDoS,10,0.5422499601112883,0.8119891059598568,0.507178,0.30758277,2,1,1,0
FW-20250420-7LZVR99N,4/20/2025 23:14,185.71.76.176,10.197.25.180,31579,53,UDP,ALLOW,3701301,14410,19175,15.48,RULE-5911,accept,vpn,management,396.48,0.54,99.59,84.43,10801,True,1,DDoS,10,0.5413334945309107,0.913357087811215,0.13138352,0.5792599,3,1,1,1
FW-20250220-JW4EFWUE,2/20/2025 4:36,185.149.109.192,10.106.74.222,30173,0,ICMP,ALLOW,3257297,14170,15352,1.08,RULE-9707,accept,vpn,internal,731.84,0.31,85.85,92.05,18908,True,1,DDoS,10,0.5412323299748384,0.9494738872953303,0.06575165,0.60847145,2,1,0,1
FW-20250420-7M4U5TDA,4/20/2025 11:17,185.240.137.225,185.141.208.231,41126,0,ICMP,ALLOW,4814186,5995,12652,2.8,RULE-2913,accept,external,vpn,241.78,0.78,94.94,81.3,13133,False,1,DDoS,10,0.5411828578840298,0.8147192064912921,0.20825118,0.6005782,3,1,1,1
FW-20250221-AE9U3CX1,2/21/2025 14:02,185.103.186.188,185.143.59.217,65157,0,ICMP,ALLOW,1413127,3397,14129,0.1,RULE-9170,accept,external,cloud,655.69,0.28,90.89,81.65,5505,False,1,DDoS,10,0.5401989407094795,0.7716484626389977,0.5441606,0.30478776,2,1,1,0
FW-20250412-FAKHVP15,4/12/2025 20:08,10.78.242.202,185.78.17.33,58534,25,TCP,ALLOW,4773305,6588,5048,0.42,RULE-9075,accept,management,cloud,450.13,0.11,99.55,91.0,10401,False,1,DDoS,10,0.5360253151556393,0.7323877204360189,0.29741457,0.57827365,3,1,1,1
FW-20250524-GVUWQEPP,5/24/2025 1:48,172.16.195.106,185.82.240.152,50800,0,ICMP,ALLOW,1166948,15678,13768,9.82,RULE-6329,accept,dmz,vpn,254.61,1.22,86.65,89.34,9900,False,1,DDoS,10,0.534860049424536,0.7657631627856701,0.22988622,0.60893077,3,1,1,1
FW-20250505-WEMD26DD,5/5/2025 21:34,172.16.195.213,10.206.166.186,20387,5432,TCP,ALLOW,4578739,13988,17284,19.0,RULE-1485,accept,dmz,management,443.26,0.51,97.05,97.55,16911,False,1,DDoS,10,0.5341562509906406,0.8880491645253046,0.18144105,0.53297853,3,1,1,1
FW-20250417-KSDG2GW0,4/17/2025 11:15,185.195.182.55,185.223.121.154,4863,8080,TCP,ALLOW,3826956,6318,15697,4.59,RULE-2773,accept,cloud,external,316.6,0.51,85.19,80.48,19284,False,1,DDoS,10,0.5329819792149598,0.8393298010939764,0.26630408,0.49331206,2,1,1,0
FW-20250607-J5IRWC3R,6/7/2025 16:27,10.157.252.145,185.194.2.103,65395,443,TCP,ALLOW,4273398,21731,12322,5.58,RULE-7349,accept,management,cloud,393.15,0.82,99.0,98.41,13157,False,1,DDoS,10,0.5329195542686188,0.8294531355956211,0.16799325,0.6013123,3,1,1,1
FW-20250330-JOXCO33U,3/30/2025 6:25,185.108.231.218,10.235.142.177,27172,8080,TCP,DENY,4050178,13527,10068,13.28,RULE-5420,drop,external,internal,626.83,1.25,98.5,81.26,17736,False,1,DDoS,10,0.5322347047875441,0.9327750095576395,0.2581258,0.4058033,2,1,1,0
FW-20250418-EOJEVZNR,4/18/2025 6:34,185.106.74.48,10.84.132.149,58104,3306,TCP,DENY,3995364,3130,18577,0.1,RULE-5702,drop,external,internal,367.22,0.0,90.15,83.54,10498,False,1,DDoS,10,0.5303322452797082,0.9196369583885633,0.43526798,0.2360918,2,1,1,0
FW-20250311-CNLGZBCW,3/11/2025 7:50,172.16.78.39,185.103.33.95,64857,3306,TCP,ALLOW,1004930,14639,11662,15.55,RULE-8576,accept,dmz,cloud,457.58,0.0,90.7,84.76,12007,False,1,DDoS,10,0.5294673594330189,0.7174618698639981,0.22955233,0.6413879,3,1,1,1
FW-20250419-BG19LEBQ,4/19/2025 15:31,185.244.86.206,185.49.174.125,29101,22,TCP,ALLOW,4729955,14617,14269,16.58,RULE-1828,accept,cloud,external,357.87,0.07,95.52,98.54,10524,False,1,DDoS,10,0.5290449966850892,0.8020237862655566,0.21190758,0.5732036,3,1,1,1
FW-20250226-ZETUR3D0,2/26/2025 4:10,185.83.0.253,10.53.111.143,35008,0,ICMP,DENY,3273717,18765,17135,12.86,RULE-9470,drop,external,internal,592.02,0.16,85.87,91.54,7409,False,1,DDoS,10,0.5286601088325421,0.9336102908492803,0.36437127,0.28799877,2,1,1,0
FW-20250316-PDUHPQXK,3/16/2025 13:28,185.8.127.251,10.41.180.194,27362,3389,TCP,ALLOW,3631834,12788,17274,12.5,RULE-6755,accept,vpn,internal,285.98,0.45,85.01,81.18,18181,True,1,DDoS,10,0.528441201524322,0.8639707740437528,0.17995776,0.54139507,3,1,1,1
FW-20250630-JQKI2RHO,6/30/2025 22:31,172.16.252.153,185.32.57.99,59179,53,UDP,ALLOW,3609209,17344,14852,14.65,RULE-3274,accept,dmz,vpn,768.64,0.87,98.08,94.49,16793,False,1,DDoS,10,0.527523515595998,0.9166079997241664,0.17109081,0.49487174,2,1,1,0
FW-20250606-3QG8QPSY,6/6/2025 1:30,172.16.23.130,10.139.43.180,53040,443,TCP,ALLOW,3426393,15603,15439,13.68,RULE-5738,accept,dmz,management,613.95,0.18,97.08,95.55,7909,False,1,DDoS,10,0.5249213748135267,0.7623228350156841,0.16884696,0.6435943,3,1,1,1
FW-20250420-FGAU5TTZ,4/20/2025 12:09,10.31.245.213,10.88.124.221,56001,53,UDP,ALLOW,3434052,21021,6740,19.47,RULE-9870,accept,management,internal,768.57,0.27,88.69,96.93,5539,False,1,DDoS,10,0.5247857992115422,0.856326944906355,0.3961979,0.32183257,2,1,1,0
FW-20250622-9GXX2I01,6/22/2025 0:00,185.176.129.229,185.171.228.83,46729,8080,TCP,ALLOW,3863674,6900,17116,0.1,RULE-1056,accept,cloud,vpn,380.27,1.18,98.84,81.34,18924,False,1,DDoS,10,0.5244551408423536,0.9324048483769753,0.28037935,0.36058122,2,1,1,0
FW-20250304-D4OGXCR8,3/4/2025 0:45,185.115.78.247,10.17.159.129,64778,80,TCP,ALLOW,1909224,24190,18103,19.11,RULE-9960,accept,cloud,internal,797.79,0.98,95.3,97.06,14182,False,1,DDoS,10,0.5232201584322256,0.9191555732914811,0.18426852,0.46623638,2,1,1,0
FW-20250408-WE2YTERB,4/8/2025 7:47,185.230.145.250,10.66.116.120,27525,53,UDP,ALLOW,1911977,23916,14449,23.59,RULE-3848,accept,vpn,internal,524.43,0.28,99.98,89.09,6876,True,1,DDoS,10,0.5230210315835633,0.9207637732184405,0.14457016,0.50372916,2,1,1,0
FW-20250403-4CHZ1YPE,4/3/2025 1:30,185.70.98.188,185.147.105.191,33570,0,ICMP,ALLOW,2398337,2433,15774,10.2,RULE-6578,accept,cloud,external,663.91,0.0,95.71,82.25,17948,False,1,DDoS,10,0.5226492832523597,0.8619035930699148,0.08985633,0.61618793,2,1,0,1
FW-20250605-EXI8187T,6/5/2025 9:31,172.16.172.106,185.243.232.90,42282,0,ICMP,ALLOW,3723777,1485,16214,0.1,RULE-8121,accept,dmz,cloud,339.64,0.75,90.73,98.02,7465,False,1,DDoS,10,0.5223301591107238,0.8906379615154829,0.12344463,0.5529079,3,1,1,1
FW-20250223-TQ4XMGHC,2/23/2025 9:37,10.186.43.96,10.102.80.183,56187,53,UDP,ALLOW,1455412,21734,15423,15.95,RULE-9978,accept,management,internal,720.05,0.0,97.95,86.12,5641,False,1,DDoS,10,0.522109558728709,0.8092769698720402,0.16086978,0.5961819,3,1,1,1
FW-20250402-IEWB5SSH,4/2/2025 9:23,185.244.212.69,10.49.252.86,54676,0,ICMP,DENY,1801391,12976,5967,6.91,RULE-3816,drop,external,internal,771.87,0.6,99.53,98.26,6285,False,1,DDoS,10,0.5207427568869331,0.8665736698021109,0.33327943,0.36237517,2,1,1,0
FW-20250301-5TLJBQX9,3/1/2025 13:19,10.171.17.49,172.16.80.139,18362,80,TCP,ALLOW,4612936,9236,6876,0.1,RULE-3274,accept,internal,dmz,779.36,0.51,95.43,94.43,18491,True,1,DDoS,10,0.5202613788096265,0.7867429233336916,0.097078,0.6769632,2,1,0,1
FW-20250326-H2OIGC9M,3/26/2025 10:57,172.16.97.177,185.160.134.115,16753,53,UDP,ALLOW,4076386,16217,17621,7.68,RULE-1105,accept,dmz,vpn,213.67,0.29,86.21,95.35,7594,False,1,DDoS,10,0.5198411073218384,0.9069745245369071,0.09440238,0.5581464,2,1,0,1
FW-20250513-54AQXDA3,5/13/2025 19:24,185.221.225.190,185.79.50.224,1087,8080,TCP,ALLOW,1240625,6657,12068,23.48,RULE-5046,accept,cloud,vpn,777.33,0.24,90.8,98.73,7118,False,1,DDoS,10,0.5193224170997274,0.8881086615307724,0.43749738,0.23236121,2,1,1,0
FW-20250307-HZYLQWGH,3/7/2025 22:58,10.11.75.128,185.206.228.188,25915,8080,TCP,ALLOW,2369524,6262,8199,11.0,RULE-5496,accept,management,external,770.16,0.21,85.49,86.39,17446,False,1,DDoS,10,0.5189198398265197,0.7409433554628355,0.35226482,0.46355134,2,1,1,0
FW-20250625-QG44KVBH,6/25/2025 5:21,172.16.229.94,10.60.98.67,31761,0,ICMP,ALLOW,1012783,2726,10178,0.1,RULE-5327,accept,dmz,management,397.0,0.77,87.24,97.01,9244,False,1,DDoS,10,0.5178805838761426,0.7998583319001487,0.19661005,0.5571734,3,1,1,1
FW-20250512-FQLW3CPL,5/12/2025 14:08,10.139.105.29,185.70.109.141,6259,8080,TCP,ALLOW,1196107,16746,18136,11.67,RULE-2514,accept,management,vpn,503.78,0.06,92.44,86.44,17659,False,1,DDoS,10,0.5172361154890609,0.8255172281076171,0.19282927,0.53336185,3,1,1,1
FW-20250222-XY350Z4M,2/22/2025 7:21,185.55.242.66,10.223.193.198,39882,8080,TCP,DENY,3431,9471,25,14.87,RULE-4121,drop,external,internal,1124.51,18.22,99.82,23.52,2,False,1,Latence / Perte paquet,10,0.515958319569533,0.6790725900676993,0.27545935,0.593343,3,1,1,1
FW-20250524-JT5Q1JZU,5/24/2025 16:57,10.188.47.147,185.135.63.253,59166,8080,TCP,ALLOW,2035044,19300,13892,13.46,RULE-4626,accept,internal,vpn,570.3,0.15,94.14,90.07,8849,True,1,DDoS,10,0.5154703304748218,0.8351095380128863,0.09060342,0.62069803,2,1,0,1
FW-20250606-TNB6CRSS,6/6/2025 4:04,185.65.135.181,172.16.243.217,30843,0,ICMP,ALLOW,1215195,7586,7828,11.41,RULE-6369,accept,vpn,dmz,465.09,0.63,91.57,90.62,7683,True,1,DDoS,10,0.5150278729542209,0.7412009156775814,0.12782286,0.67605984,3,1,1,1
FW-20250424-VWZI4GV7,4/24/2025 18:07,185.210.175.25,185.145.167.208,52049,8080,TCP,ALLOW,3502450,8042,12156,6.29,RULE-7873,accept,cloud,vpn,452.0,0.04,90.76,80.34,11917,False,1,DDoS,10,0.5150160213060916,0.8082912027084055,0.29563072,0.44112614,2,1,1,0
FW-20250316-Q68COAC4,3/16/2025 13:27,185.85.147.146,185.139.194.193,53636,443,TCP,ALLOW,2014105,13377,11846,11.54,RULE-6339,accept,vpn,vpn,260.1,0.16,97.56,99.7,12811,True,1,DDoS,10,0.5132116792433531,0.8357660376528118,0.18343844,0.52043056,2,1,1,0
FW-20250628-IUTXUSQ6,6/28/2025 7:21,185.144.25.10,10.103.81.209,26299,60385,UDP,DENY,4848,4969,19,0.1,RULE-3499,drop,vpn,internal,14.48,0.42,23.03,26.44,13,True,1,Scan reseau,10,0.5121514395425918,0.7015316100568183,0.03152708,0.8033956,2,1,0,1
FW-20250309-BN4X89KR,3/9/2025 20:21,10.101.34.79,185.96.184.146,9162,53,UDP,ALLOW,4094797,6016,17349,14.08,RULE-6156,accept,internal,external,777.83,1.46,86.67,83.48,14329,True,1,DDoS,10,0.512117358919165,0.9349049117451352,0.22715819,0.37428898,2,1,1,0
FW-20250528-CT9TD7KB,5/28/2025 10:30,185.189.12.183,185.168.166.56,4980,5432,TCP,ALLOW,2461918,19255,5552,7.61,RULE-4965,accept,vpn,cloud,644.41,0.75,99.52,98.63,12272,True,1,DDoS,10,0.511521326924147,0.8549835903191024,0.17340171,0.5061787,2,1,1,0
FW-20250428-SI8V39NB,4/28/2025 22:53,185.4.205.206,10.139.57.220,42196,5432,TCP,ALLOW,4051432,10321,9038,9.53,RULE-4780,accept,vpn,internal,562.98,0.73,87.95,94.53,15544,True,1,DDoS,10,0.5112897576388641,0.8193896998455893,0.04776115,0.6667184,2,1,0,1
FW-20250712-HSEMJYUS,7/12/2025 5:31,10.150.206.157,185.48.5.217,52122,8080,TCP,ALLOW,4233825,8132,9342,2.71,RULE-5943,accept,management,cloud,270.04,0.0,98.57,82.19,19169,False,1,DDoS,10,0.5107811513188004,0.8201060958631394,0.43866768,0.27356967,2,1,1,0
